state,year,district,block,block_no,gram_panchayat,gp_no,ward_no,seat_no,seat_id_raw,seat_from_image,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,vacant,reservation_raw,script,source_path,source_page,source_pdf
Jharkhand,2015,Dhanbad,,,,,,12,XIV /kuckn & ¼ 12 ½,,zp_member,zila_parishad,Woman,NONE,1,'kgukt ijohu,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,13,XIV /kuckn & ¼ 13 ½,,zp_member,zila_parishad,Other than Woman,NONE,0,v'kksd dqekj flag,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,14,XIV /kuckn & ¼ 14 ½,,zp_member,zila_parishad,Other than Woman,NONE,0,nq;kZ/sku izlkn pkS/kjh,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,15,XIV /kuckn & ¼ 15 ½,,zp_member,zila_parishad,Woman,NONE,1,deyh nsoh,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,16,XIV /kuckn & ¼ 16 ½,,zp_member,zila_parishad,Woman,NONE,1,uquhckyk nsoh,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,17,XIV /kuckn & ¼ 17 ½,,zp_member,zila_parishad,SC Other than Woman,SC,0,"lqHkk""k jk;",0,vuqlwfpr tkfr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,18,XIV /kuckn & ¼ 18 ½,,zp_member,zila_parishad,SC Woman,SC,1,js[kk nsoh,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,19,XIV /kuckn & ¼ 19 ½,,zp_member,zila_parishad,SC Woman,SC,1,vatuk nsoh,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,20,XIV /kuckn & ¼ 20 ½,,zp_member,zila_parishad,Other than Woman,NONE,0,eqjkjh ekgs u flag,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,21,XIV /kuckn & ¼ 21 ½,,zp_member,zila_parishad,Other than Woman,NONE,0,"larks""k dqekj egrks",0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,22,XIV /kuckn & ¼ 22 ½,,zp_member,zila_parishad,Woman,NONE,1,fiz;adk iky,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,23,XIV /kuckn & ¼ 23 ½,,zp_member,zila_parishad,Woman,NONE,1,deyk nsoh,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,24,XIV /kuckn & ¼ 24 ½,,zp_member,zila_parishad,Other than Woman,NONE,0,bUnzthr egrks,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,25,XIV /kuckn & ¼ 25 ½,,zp_member,zila_parishad,Other than Woman,NONE,0,?ku';ke xzksoj,0,vukjf{kr | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,26,XIV /kuckn & ¼ 26 ½,,zp_member,zila_parishad,BC Other than Woman,BC,0,fnu ekgs Een,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,27,XIV /kuckn & ¼ 27 ½,,zp_member,zila_parishad,BC Other than Woman,BC,0,jfou panz xksjkbZ,0,vU; fiNM+k oxZ | vU;,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,1,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,28,XIV /kuckn & ¼ 28 ½,,zp_member,zila_parishad,SC Woman,SC,1,lhek ckmjh,0,vuqlwfpr tkfr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,2,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Dhanbad,,,,,,29,XIV /kuckn & ¼ 29 ½,,zp_member,zila_parishad,Woman,NONE,1,fu'kk nsoh,0,vukjf{kr | efgyk,devanagari,data/jharkhand/2015/14. DHANBAD MUKHIYA PSS/DHANBAD ZP PSS MUKHIYA GPS.pdf,2,DHANBAD ZP PSS MUKHIYA GPS.pdf
Jharkhand,2015,Bokaro,,,,,,01,xv cksdkjks@cksdkjks&¼01½,,zp_member,zila_parishad,Woman,NONE,1,clarh nsoh,0,vukjf{kr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",1,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,02,xv cksdkjks@cksdkjks&¼02½,,zp_member,zila_parishad,Woman,NONE,1,'kkfyuh nsoh,0,vukjf{kr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",1,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,03,xv cksdkjks@cksdkjks&¼03½,,zp_member,zila_parishad,ST Woman,ST,1,jfeyk lksjsu,0,vuqlwfpr tutkfr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",1,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,04,xv cksdkjks@cksdkjks&¼04½,,zp_member,zila_parishad,Other than Woman,NONE,0,xqy'kkfjQ,0,vukjf{kr | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",1,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,05,xv cksdkjks@cksdkjks&¼05½,,zp_member,zila_parishad,Other than Woman,NONE,0,izdk'k yky flag,0,vukjf{kr | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",1,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,06,xv cksdkjks@cksdkjks&¼06½,,zp_member,zila_parishad,Other than Woman,NONE,0,Hkjr ;kno,0,vukjf{kr | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",1,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,07,xv cksdkjks@cksdkjks&¼07½,,zp_member,zila_parishad,Woman,NONE,1,fpark nsoh,0,vukjf{kr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",1,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,08,xv cksdkjks@cksdkjks&¼08½,,zp_member,zila_parishad,BC Other than Woman,BC,0,fVdSr egrks,0,vU; fiNM+k oxZ | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",1,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,09,xv cksdkjks@cksdkjks&¼09½,,zp_member,zila_parishad,BC Woman,BC,1,Qqyerh nsoh,0,vU; fiNM+k oxZ | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",1,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,10,xv cksdkjks@cksdkjks&¼10½,,zp_member,zila_parishad,Woman,NONE,1,vehuk [kkrqu,0,vukjf{kr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,11,xv cksdkjks@cksdkjks&¼11½,,zp_member,zila_parishad,BC Woman,BC,1,jhrk nsoh,0,vU; fiNM+k oxZ | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,12,xv cksdkjks@cksdkjks&¼12½,,zp_member,zila_parishad,Other than Woman,NONE,0,uohu dqekj egrks,0,vukjf{kr | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,13,xv cksdkjks@cksdkjks&¼13½,,zp_member,zila_parishad,Woman,NONE,1,uhrq flag,0,vukjf{kr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,14,xv cksdkjks@cksdkjks&¼14½,,zp_member,zila_parishad,ST Woman,ST,1,xqykch nsoh,0,vuqlwfpr tutkfr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,15,xv cksdkjks@cksdkjks&¼15½,,zp_member,zila_parishad,Other than Woman,NONE,0,mLeku valkjh,0,vukjf{kr | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,16,xv cksdkjks@cksdkjks&¼16½,,zp_member,zila_parishad,Woman,NONE,1,eatw dqekjh tSu,0,vukjf{kr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,17,xv cksdkjks@cksdkjks&¼17½,,zp_member,zila_parishad,BC Other than Woman,BC,0,txnh'k egrks,0,vU; fiNM+k oxZ | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,18,xv cksdkjks@cksdkjks&¼18½,,zp_member,zila_parishad,BC Woman,BC,1,xhrk nsoh,0,vU; fiNM+k oxZ | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,19,xv cksdkjks@cksdkjks&¼19½,,zp_member,zila_parishad,ST Other than Woman,ST,0,lqfurk VqMw,0,vuqlwfpr tutkfr | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,20,xv cksdkjks@cksdkjks&¼20½,,zp_member,zila_parishad,ST Other than Woman,ST,0,ghjkyky eak>h,0,vuqlwfpr tutkfr | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,21,xv cksdkjks@cksdkjks&¼21½,,zp_member,zila_parishad,ST Woman,ST,1,fu'kk gsEcze,0,vuqlwfpr tutkfr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,22,xv cksdkjks@cksdkjks&¼22½,,zp_member,zila_parishad,Other than Woman,NONE,0,lat; dqekj,0,vukjf{kr | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,23,xv cksdkjks@cksdkjks&¼23½,,zp_member,zila_parishad,SC Other than Woman,SC,0,vfurk nsoh,0,vuqlwfpr tkfr | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,24,xv cksdkjks@cksdkjks&¼24½,,zp_member,zila_parishad,SC Other than Woman,SC,0,"l`f""V/kj jtokj",0,vuqlwfpr tkfr | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,25,xv cksdkjks@cksdkjks&¼25½,,zp_member,zila_parishad,Other than Woman,NONE,0,fct; dqekj jtokj,0,vukjf{kr | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,26,xv cksdkjks@cksdkjks&¼26½,,zp_member,zila_parishad,Other than Woman,NONE,0,jkts'k egrks,0,vukjf{kr | vU;,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,27,xv cksdkjks@cksdkjks&¼27½,,zp_member,zila_parishad,SC Woman,SC,1,ehrk nsoh,0,vuqlwfpr tkfr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",2,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,28,xv cksdkjks@cksdkjks&¼28½,,zp_member,zila_parishad,SC Woman,SC,1,ehuk dqekjh,0,vuqlwfpr tkfr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",3,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,29,xv cksdkjks@cksdkjks&¼29½,,zp_member,zila_parishad,SC Woman,SC,1,lqjeh nsoh,0,vuqlwfpr tkfr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",3,"ZPS, Adyaksh & Upadhyaksh.pdf"
Jharkhand,2015,Bokaro,,,,,,30,xv cksdkjks@cksdkjks&¼30½,,zp_member,zila_parishad,Woman,NONE,1,"lq""kek nsoh",0,vukjf{kr | efgyk,devanagari,"data/jharkhand/2015/15. BOKARO ZP PSS MUKHIYA GPS/ZPS, Adyaksh & Upadhyaksh.pdf",3,"ZPS, Adyaksh & Upadhyaksh.pdf"
