state,year,district,block,block_no,gram_panchayat,gp_no,ward_no,seat_no,seat_id_raw,seat_from_image,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,vacant,reservation_raw,script,source_path,source_page,source_pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,रूपडीह –,1,12,,XIII जामताड़ा/1/1/रूपडीह – (12),,gp_ward,ward_member,BC Other than Woman,BC,0,मोठ अख्तर अंसारी,0,अन्य पिछड़ा वर्ग | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,17,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,रूपडीह –,1,13,,XIII जामताड़ा/1/1/रूपडीह – (13),,gp_ward,ward_member,Woman,NONE,1,सफेदा खातुन,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,17,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,रूपडीह –,1,14,,XIII जामताड़ा/1/1/रूपडीह – (14),,gp_ward,ward_member,BC Woman,BC,1,नाजबु खातुन,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,17,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,डाभाकेन्द्र –,2,1,,XIII जामताड़ा/1/2/डाभाकेन्द्र – (1),,gp_ward,ward_member,BC Woman,BC,1,सेबुन बीबी,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,18,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,डाभाकेन्द्र –,2,3,,XIII जामताड़ा/1/2/डाभाकेन्द्र – (3),,gp_ward,ward_member,SC Other than Woman,SC,0,रामेश्वर दास,0,अनुसूचित जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,18,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,डाभाकेन्द्र –,2,4,,XIII जामताड़ा/1/2/डाभाकेन्द्र – (4),,gp_ward,ward_member,Other than Woman,NONE,0,कासीम अंसारी,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,18,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,डाभाकेन्द्र –,2,6,,XIII जामताड़ा/1/2/डाभाकेन्द्र – (6),,gp_ward,ward_member,ST Woman,ST,1,विमली देवी,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,18,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,डाभाकेन्द्र –,2,7,,XIII जामताड़ा/1/2/डाभाकेन्द्र – (7),,gp_ward,ward_member,Woman,NONE,1,कजरी देवी,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,18,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,डाभाकेन्द्र –,2,8,,XIII जामताड़ा/1/2/डाभाकेन्द्र – (8),,gp_ward,ward_member,Other than Woman,NONE,0,राजेन्द्र साह,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,18,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,डाभाकेन्द्र –,2,9,,XIII जामताड़ा/1/2/डाभाकेन्द्र – (9),,gp_ward,ward_member,ST Other than Woman,ST,0,गुंजर मोहली,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,18,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,डाभाकेन्द्र –,2,10,,XIII जामताड़ा/1/2/डाभाकेन्द्र – (10),,gp_ward,ward_member,BC Other than Woman,BC,0,कायूम मियां,0,अन्य पिछड़ा वर्ग | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,18,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,डाभाकेन्द्र –,2,12,,XIII जामताड़ा/1/2/डाभाकेन्द्र – (12),,gp_ward,ward_member,ST Woman,ST,1,नेमनी देवी,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,18,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,1,,XIII जामताड़ा/1/3/बंदरचुवां – (1),,gp_ward,ward_member,ST Woman,ST,1,जितोनी मुर्मू,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,3,,XIII जामताड़ा/1/3/बंदरचुवां – (3),,gp_ward,ward_member,BC Woman,BC,1,सकीना बीबी,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,4,,XIII जामताड़ा/1/3/बंदरचुवां – (4),,gp_ward,ward_member,Other than Woman,NONE,0,नुरजहाँ बीबी,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,5,,XIII जामताड़ा/1/3/बंदरचुवां – (5),,gp_ward,ward_member,BC Woman,BC,1,हरीरा बीबी,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,6,,XIII जामताड़ा/1/3/बंदरचुवां – (6),,gp_ward,ward_member,BC Other than Woman,BC,0,राम कुमार साह,0,अन्य पिछड़ा वर्ग | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,7,,XIII जामताड़ा/1/3/बंदरचुवां – (7),,gp_ward,ward_member,Other than Woman,NONE,0,समसुद्दिन मियां,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,8,,XIII जामताड़ा/1/3/बंदरचुवां – (8),,gp_ward,ward_member,ST Other than Woman,ST,0,सुकदेव पुजहर,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,9,,XIII जामताड़ा/1/3/बंदरचुवां – (9),,gp_ward,ward_member,Woman,NONE,1,अंजुम खातुन,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,10,,XIII जामताड़ा/1/3/बंदरचुवां – (10),,gp_ward,ward_member,Other than Woman,NONE,0,सफीउल्लाह अंसारी,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,11,,XIII जामताड़ा/1/3/बंदरचुवां – (11),,gp_ward,ward_member,ST Other than Woman,ST,0,सुमिया देवी,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,12,,XIII जामताड़ा/1/3/बंदरचुवां – (12),,gp_ward,ward_member,Woman,NONE,1,बबीता देवी,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,13,,XIII जामताड़ा/1/3/बंदरचुवां – (13),,gp_ward,ward_member,BC Other than Woman,BC,0,कयुम अंसारी,0,अन्य पिछड़ा वर्ग | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,14,,XIII जामताड़ा/1/3/बंदरचुवां – (14),,gp_ward,ward_member,Woman,NONE,1,शोभा देवी,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,बंदरचुवां –,3,15,,XIII जामताड़ा/1/3/बंदरचुवां – (15),,gp_ward,ward_member,ST Woman,ST,1,जिमोली मुर्मू,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,19,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,1,,XIII जामताड़ा/1/4/नवाडीह – (1),,gp_ward,ward_member,ST Woman,ST,1,फुलमती टुडू,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,2,,XIII जामताड़ा/1/4/नवाडीह – (2),,gp_ward,ward_member,ST Other than Woman,ST,0,कमलेश सोरेन,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,3,,XIII जामताड़ा/1/4/नवाडीह – (3),,gp_ward,ward_member,ST Other than Woman,ST,0,रायसन मरांडी,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,4,,XIII जामताड़ा/1/4/नवाडीह – (4),,gp_ward,ward_member,ST Woman,ST,1,सुबोदी हेम्ब्रम,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,5,,XIII जामताड़ा/1/4/नवाडीह – (5),,gp_ward,ward_member,ST Woman,ST,1,फुलमनी मुर्मू,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,6,,XIII जामताड़ा/1/4/नवाडीह – (6),,gp_ward,ward_member,Woman,NONE,1,पाकीजा बीबी,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,7,,XIII जामताड़ा/1/4/नवाडीह – (7),,gp_ward,ward_member,BC Other than Woman,BC,0,नौसाद अंसारी,0,अन्य पिछड़ा वर्ग | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,8,,XIII जामताड़ा/1/4/नवाडीह – (8),,gp_ward,ward_member,ST Other than Woman,ST,0,सोमलाल हांसदा,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,9,,XIII जामताड़ा/1/4/नवाडीह – (9),,gp_ward,ward_member,BC Woman,BC,1,सकीला बीबी,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,10,,XIII जामताड़ा/1/4/नवाडीह – (10),,gp_ward,ward_member,Other than Woman,NONE,0,ब्रिज किशोर कोल,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,11,,XIII जामताड़ा/1/4/नवाडीह – (11),,gp_ward,ward_member,Woman,NONE,1,सुमिता देवी,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,12,,XIII जामताड़ा/1/4/नवाडीह – (12),,gp_ward,ward_member,Other than Woman,NONE,0,हसीना परवीन,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नवाडीह –,4,13,,XIII जामताड़ा/1/4/नवाडीह – (13),,gp_ward,ward_member,SC Other than Woman,SC,0,निमाई रजक,0,अनुसूचित जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,20,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नारायणपुर –,5,1,,XIII जामताड़ा/1/5 नारायणपुर – (1),,gp_ward,ward_member,ST Other than Woman,ST,0,मटु किस्कु,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,21,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नारायणपुर –,5,2,,XIII जामताड़ा/1/5 नारायणपुर – (2),,gp_ward,ward_member,ST Woman,ST,1,गुलाबी किस्कु,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,21,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नारायणपुर –,5,3,,XIII जामताड़ा/1/5 नारायणपुर – (3),,gp_ward,ward_member,Woman,NONE,1,रोशन बीबी,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,21,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नारायणपुर –,5,5,,XIII जामताड़ा/1/5 नारायणपुर – (5),,gp_ward,ward_member,ST Woman,ST,1,रोजिनी टुडू,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,21,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नारायणपुर –,5,6,,XIII जामताड़ा/1/5 नारायणपुर – (6),,gp_ward,ward_member,SC Other than Woman,SC,0,बालिका देवी,0,अनुसूचित जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,21,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नारायणपुर –,5,7,,XIII जामताड़ा/1/5 नारायणपुर – (7),,gp_ward,ward_member,SC Woman,SC,1,कौशल्या देवी,0,अनुसूचित जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,21,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नारायणपुर –,5,8,,XIII जामताड़ा/1/5 नारायणपुर – (8),,gp_ward,ward_member,ST Other than Woman,ST,0,लुथु कोल,0,अनुसूचित जन जाति | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,21,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नारायणपुर –,5,9,,XIII जामताड़ा/1/5 नारायणपुर – (9),,gp_ward,ward_member,BC Woman,BC,1,सरिता देवी,0,अन्य पिछड़ा वर्ग | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,21,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नारायणपुर –,5,10,,XIII जामताड़ा/1/5 नारायणपुर – (10),,gp_ward,ward_member,Woman,NONE,1,पुनम देवी,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,21,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नारायणपुर –,5,12,,XIII जामताड़ा/1/5 नारायणपुर – (12),,gp_ward,ward_member,BC Other than Woman,BC,0,नारायण पोद्दार,0,अन्य पिछड़ा वर्ग | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,21,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,नारायणपुर –,5,15,,XIII जामताड़ा/1/5 नारायणपुर – (15),,gp_ward,ward_member,Other than Woman,NONE,0,रबिना बीबी,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,21,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,टोपाटांड़,6,1,,XIII जामताड़ा/1/6 टोपाटांड़-(1),,gp_ward,ward_member,Woman,NONE,1,मोरनी देवी,0,अनारक्षित | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,22,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,टोपाटांड़,6,2,,XIII जामताड़ा/1/6 टोपाटांड़-(2),,gp_ward,ward_member,ST Woman,ST,1,मालोती देवी,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,22,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,टोपाटांड़,6,3,,XIII जामताड़ा/1/6 टोपाटांड़-(3),,gp_ward,ward_member,ST Woman,ST,1,रानी देवी,0,अनुसूचित जन जाति | महिला,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,22,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,टोपाटांड़,6,4,,XIII जामताड़ा/1/6 टोपाटांड़-(4),,gp_ward,ward_member,BC Other than Woman,BC,0,एकबाल अंसारी,0,अन्य पिछड़ा वर्ग | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,22,JAMTARA ZP MUKHIYA PSS GPS.pdf
Jharkhand,2015,Jamtara,नारायणपुर,1,टोपाटांड़,6,5,,XIII जामताड़ा/1/6 टोपाटांड़-(5),,gp_ward,ward_member,Other than Woman,NONE,0,गुलमोहम्मद,0,अनारक्षित | अन्य,devanagari,data/jharkhand/2015/13. JAMTARA MUKHIYA PSS/JAMTARA ZP MUKHIYA PSS GPS.pdf,22,JAMTARA ZP MUKHIYA PSS GPS.pdf
