row_id,column,value
1e76f4ee5cbd,source_pdf,atp_res_gp.pdf
c804ef1b73ef,serial,5
c804ef1b73ef,wards_parsed,12
c804ef1b73ef,printings,2
c804ef1b73ef,printings_agree,1
c804ef1b73ef,ocr_repaired,0
c804ef1b73ef,text_source,ocr
c804ef1b73ef,source_pdf,atp_res_gp.pdf
083b477005ce,serial,6
083b477005ce,wards_parsed,10
083b477005ce,printings,2
083b477005ce,printings_agree,1
083b477005ce,ocr_repaired,0
083b477005ce,text_source,ocr
083b477005ce,source_pdf,atp_res_gp.pdf
0d9c12a2645d,serial,7
0d9c12a2645d,wards_parsed,10
0d9c12a2645d,printings,2
0d9c12a2645d,printings_agree,1
0d9c12a2645d,ocr_repaired,0
0d9c12a2645d,text_source,ocr
0d9c12a2645d,source_pdf,atp_res_gp.pdf
80098d0b2f26,serial,9
80098d0b2f26,wards_parsed,12
80098d0b2f26,printings,2
80098d0b2f26,printings_agree,1
80098d0b2f26,ocr_repaired,0
80098d0b2f26,text_source,ocr
80098d0b2f26,source_pdf,atp_res_gp.pdf
176d770e14b3,serial,2
176d770e14b3,wards_parsed,14
176d770e14b3,printings,2
176d770e14b3,printings_agree,1
176d770e14b3,ocr_repaired,0
176d770e14b3,text_source,ocr
176d770e14b3,source_pdf,atp_res_gp.pdf
da04966628a6,serial,3
da04966628a6,wards_parsed,12
da04966628a6,printings,2
da04966628a6,printings_agree,1
da04966628a6,ocr_repaired,0
da04966628a6,text_source,ocr
da04966628a6,source_pdf,atp_res_gp.pdf
d6b55df93bf5,serial,4
d6b55df93bf5,wards_parsed,14
d6b55df93bf5,printings,2
d6b55df93bf5,printings_agree,1
d6b55df93bf5,ocr_repaired,0
d6b55df93bf5,text_source,ocr
d6b55df93bf5,source_pdf,atp_res_gp.pdf
074ad2219885,serial,28
074ad2219885,wards_parsed,1
074ad2219885,printings,1
074ad2219885,ocr_repaired,0
074ad2219885,text_source,ocr
074ad2219885,source_pdf,atp_res_gp.pdf
a2768a7e07c6,serial,30
a2768a7e07c6,ward_count,01
a2768a7e07c6,wards_parsed,1
a2768a7e07c6,ward_list_complete,1
a2768a7e07c6,printings,1
a2768a7e07c6,ocr_repaired,0
a2768a7e07c6,text_source,ocr
a2768a7e07c6,source_pdf,atp_res_gp.pdf
cfccc0f2a21e,serial,32
cfccc0f2a21e,wards_parsed,1
cfccc0f2a21e,printings,1
cfccc0f2a21e,ocr_repaired,0
cfccc0f2a21e,text_source,ocr
cfccc0f2a21e,source_pdf,atp_res_gp.pdf
3002b383c281,serial,34
3002b383c281,wards_parsed,1
3002b383c281,printings,1
3002b383c281,ocr_repaired,0
3002b383c281,text_source,ocr
3002b383c281,source_pdf,atp_res_gp.pdf
371624728b68,serial,36
371624728b68,wards_parsed,2
371624728b68,printings,1
371624728b68,ocr_repaired,0
371624728b68,text_source,ocr
371624728b68,source_pdf,atp_res_gp.pdf
e876d83121a4,serial,39
e876d83121a4,wards_parsed,0
e876d83121a4,printings,1
e876d83121a4,ocr_repaired,0
e876d83121a4,text_source,ocr
e876d83121a4,source_pdf,atp_res_gp.pdf
a8c7d84135ec,serial,40
a8c7d84135ec,wards_parsed,0
a8c7d84135ec,printings,1
a8c7d84135ec,ocr_repaired,0
a8c7d84135ec,text_source,ocr
a8c7d84135ec,source_pdf,atp_res_gp.pdf
80a872a55d82,serial,7
80a872a55d82,wards_parsed,20
80a872a55d82,printings,2
80a872a55d82,printings_agree,1
80a872a55d82,ocr_repaired,0
80a872a55d82,text_source,ocr
80a872a55d82,source_pdf,atp_res_gp.pdf
8b80373468e4,serial,42
8b80373468e4,wards_parsed,1
8b80373468e4,printings,1
8b80373468e4,ocr_repaired,0
8b80373468e4,text_source,ocr
8b80373468e4,source_pdf,atp_res_gp.pdf
6767dc8cc7c2,serial,44
6767dc8cc7c2,wards_parsed,0
6767dc8cc7c2,printings,1
6767dc8cc7c2,ocr_repaired,0
6767dc8cc7c2,text_source,ocr
6767dc8cc7c2,source_pdf,atp_res_gp.pdf
813dccc015e4,serial,11
813dccc015e4,wards_parsed,10
813dccc015e4,printings,2
813dccc015e4,printings_agree,1
813dccc015e4,ocr_repaired,0
813dccc015e4,text_source,ocr
813dccc015e4,source_pdf,atp_res_gp.pdf
47f609ad9008,serial,46
47f609ad9008,wards_parsed,0
47f609ad9008,printings,1
47f609ad9008,ocr_repaired,0
47f609ad9008,text_source,ocr
47f609ad9008,source_pdf,atp_res_gp.pdf
7205903ade0f,serial,47
7205903ade0f,wards_parsed,0
7205903ade0f,printings,1
7205903ade0f,ocr_repaired,0
7205903ade0f,text_source,ocr
7205903ade0f,source_pdf,atp_res_gp.pdf
4c81515e9bf5,serial,48
4c81515e9bf5,wards_parsed,0
4c81515e9bf5,printings,1
4c81515e9bf5,ocr_repaired,0
4c81515e9bf5,text_source,ocr
4c81515e9bf5,source_pdf,atp_res_gp.pdf
28c587303020,serial,15
28c587303020,wards_parsed,8
28c587303020,printings,2
28c587303020,printings_agree,1
28c587303020,ocr_repaired,0
28c587303020,text_source,ocr
28c587303020,source_pdf,atp_res_gp.pdf
e569412d855b,serial,50
e569412d855b,wards_parsed,0
e569412d855b,printings,1
e569412d855b,ocr_repaired,0
e569412d855b,text_source,ocr
e569412d855b,source_pdf,atp_res_gp.pdf
aee1210ca5fb,serial,51
aee1210ca5fb,wards_parsed,0
aee1210ca5fb,printings,1
aee1210ca5fb,ocr_repaired,0
aee1210ca5fb,text_source,ocr
aee1210ca5fb,source_pdf,atp_res_gp.pdf
468f5a002ba0,serial,52
468f5a002ba0,wards_parsed,0
468f5a002ba0,printings,1
468f5a002ba0,ocr_repaired,0
468f5a002ba0,text_source,ocr
468f5a002ba0,source_pdf,atp_res_gp.pdf
bf203da64b57,serial,19
bf203da64b57,wards_parsed,16
bf203da64b57,printings,2
bf203da64b57,printings_agree,1
bf203da64b57,ocr_repaired,0
bf203da64b57,text_source,ocr
bf203da64b57,source_pdf,atp_res_gp.pdf
5e172160b163,serial,54
5e172160b163,wards_parsed,0
5e172160b163,printings,1
5e172160b163,ocr_repaired,0
5e172160b163,text_source,ocr
5e172160b163,source_pdf,atp_res_gp.pdf
68f1e5a1f3d3,serial,55
68f1e5a1f3d3,wards_parsed,0
68f1e5a1f3d3,printings,1
68f1e5a1f3d3,ocr_repaired,0
68f1e5a1f3d3,text_source,ocr
68f1e5a1f3d3,source_pdf,atp_res_gp.pdf
6432932d1b85,serial,56
6432932d1b85,wards_parsed,0
6432932d1b85,printings,1
6432932d1b85,ocr_repaired,0
6432932d1b85,text_source,ocr
6432932d1b85,source_pdf,atp_res_gp.pdf
9d53c21d5c7e,serial,57
9d53c21d5c7e,wards_parsed,2
9d53c21d5c7e,printings,1
9d53c21d5c7e,ocr_repaired,0
9d53c21d5c7e,text_source,ocr
9d53c21d5c7e,source_pdf,atp_res_gp.pdf
86eef7b7beb3,serial,60
86eef7b7beb3,wards_parsed,0
86eef7b7beb3,printings,1
86eef7b7beb3,ocr_repaired,0
86eef7b7beb3,text_source,ocr
86eef7b7beb3,source_pdf,atp_res_gp.pdf
935f3d6d3486,serial,69
935f3d6d3486,wards_parsed,0
935f3d6d3486,printings,1
935f3d6d3486,ocr_repaired,0
935f3d6d3486,text_source,ocr
935f3d6d3486,source_pdf,atp_res_gp.pdf
d5d47f7653ea,serial,81
d5d47f7653ea,wards_parsed,0
d5d47f7653ea,printings,1
d5d47f7653ea,ocr_repaired,0
d5d47f7653ea,text_source,ocr
d5d47f7653ea,source_pdf,atp_res_gp.pdf
5ea4f002f585,serial,4
5ea4f002f585,wards_parsed,10
5ea4f002f585,printings,2
5ea4f002f585,printings_agree,1
5ea4f002f585,ocr_repaired,0
5ea4f002f585,text_source,ocr
5ea4f002f585,source_pdf,atp_res_gp.pdf
6fa0793f2d0a,serial,101
6fa0793f2d0a,wards_parsed,0
6fa0793f2d0a,printings,1
6fa0793f2d0a,ocr_repaired,0
6fa0793f2d0a,text_source,ocr
6fa0793f2d0a,source_pdf,atp_res_gp.pdf
bb3bfa2eee9e,serial,6
bb3bfa2eee9e,wards_parsed,10
bb3bfa2eee9e,printings,2
bb3bfa2eee9e,printings_agree,1
bb3bfa2eee9e,ocr_repaired,0
bb3bfa2eee9e,text_source,ocr
bb3bfa2eee9e,source_pdf,atp_res_gp.pdf
99404c5fc482,serial,7
99404c5fc482,wards_parsed,12
99404c5fc482,printings,2
99404c5fc482,printings_agree,1
99404c5fc482,ocr_repaired,0
99404c5fc482,text_source,ocr
99404c5fc482,source_pdf,atp_res_gp.pdf
6bf6cfee217b,serial,8
6bf6cfee217b,wards_parsed,10
6bf6cfee217b,printings,2
6bf6cfee217b,printings_agree,1
6bf6cfee217b,ocr_repaired,0
6bf6cfee217b,text_source,ocr
6bf6cfee217b,source_pdf,atp_res_gp.pdf
308479a1d4f3,serial,9
308479a1d4f3,wards_parsed,10
308479a1d4f3,printings,2
308479a1d4f3,printings_agree,1
308479a1d4f3,ocr_repaired,0
308479a1d4f3,text_source,ocr
308479a1d4f3,source_pdf,atp_res_gp.pdf
06c94b82c474,serial,12
06c94b82c474,wards_parsed,12
06c94b82c474,printings,2
06c94b82c474,printings_agree,1
06c94b82c474,ocr_repaired,0
06c94b82c474,text_source,ocr
06c94b82c474,source_pdf,atp_res_gp.pdf
c3b21391d410,serial,109
c3b21391d410,wards_parsed,0
c3b21391d410,printings,1
c3b21391d410,ocr_repaired,0
c3b21391d410,text_source,ocr
c3b21391d410,source_pdf,atp_res_gp.pdf
97473f3d5dea,serial,110
97473f3d5dea,wards_parsed,0
97473f3d5dea,printings,1
97473f3d5dea,ocr_repaired,0
97473f3d5dea,text_source,ocr
97473f3d5dea,source_pdf,atp_res_gp.pdf
9d8f9e898902,serial,2
9d8f9e898902,wards_parsed,8
9d8f9e898902,printings,2
9d8f9e898902,printings_agree,1
9d8f9e898902,ocr_repaired,0
9d8f9e898902,text_source,ocr
9d8f9e898902,source_pdf,atp_res_gp.pdf
fdc4b8b4bada,serial,5
fdc4b8b4bada,wards_parsed,10
fdc4b8b4bada,printings,2
fdc4b8b4bada,printings_agree,1
fdc4b8b4bada,ocr_repaired,0
fdc4b8b4bada,text_source,ocr
fdc4b8b4bada,source_pdf,atp_res_gp.pdf
1170cc4da01b,serial,6
1170cc4da01b,wards_parsed,12
1170cc4da01b,printings,2
1170cc4da01b,printings_agree,1
1170cc4da01b,ocr_repaired,0
1170cc4da01b,text_source,ocr
1170cc4da01b,source_pdf,atp_res_gp.pdf
09daecac2cdc,serial,116
09daecac2cdc,wards_parsed,0
09daecac2cdc,printings,1
09daecac2cdc,ocr_repaired,0
09daecac2cdc,text_source,ocr
09daecac2cdc,source_pdf,atp_res_gp.pdf
918da2d8babd,serial,8
918da2d8babd,wards_parsed,8
918da2d8babd,printings,2
918da2d8babd,printings_agree,1
918da2d8babd,ocr_repaired,0
918da2d8babd,text_source,ocr
918da2d8babd,source_pdf,atp_res_gp.pdf
6e52f6716432,serial,118
6e52f6716432,wards_parsed,0
6e52f6716432,printings,1
6e52f6716432,ocr_repaired,0
6e52f6716432,text_source,ocr
6e52f6716432,source_pdf,atp_res_gp.pdf
dae38ee1afc9,serial,12
dae38ee1afc9,wards_parsed,10
dae38ee1afc9,printings,2
dae38ee1afc9,printings_agree,1
dae38ee1afc9,ocr_repaired,0
dae38ee1afc9,text_source,ocr
dae38ee1afc9,source_pdf,atp_res_gp.pdf
9f10ca0c83c0,serial,121
9f10ca0c83c0,wards_parsed,0
9f10ca0c83c0,printings,1
9f10ca0c83c0,ocr_repaired,0
9f10ca0c83c0,text_source,ocr
9f10ca0c83c0,source_pdf,atp_res_gp.pdf
60d2e400ec66,serial,13
60d2e400ec66,wards_parsed,10
60d2e400ec66,printings,2
60d2e400ec66,printings_agree,1
60d2e400ec66,ocr_repaired,0
60d2e400ec66,text_source,ocr
60d2e400ec66,source_pdf,atp_res_gp.pdf
b617746223fd,serial,125
b617746223fd,wards_parsed,1
b617746223fd,printings,1
b617746223fd,ocr_repaired,0
b617746223fd,text_source,ocr
b617746223fd,source_pdf,atp_res_gp.pdf
d81ba86236ec,serial,16
d81ba86236ec,wards_parsed,10
d81ba86236ec,printings,2
d81ba86236ec,printings_agree,1
d81ba86236ec,ocr_repaired,0
d81ba86236ec,text_source,ocr
d81ba86236ec,source_pdf,atp_res_gp.pdf
790db916a3a3,serial,17
790db916a3a3,wards_parsed,8
790db916a3a3,printings,2
790db916a3a3,printings_agree,1
790db916a3a3,ocr_repaired,0
790db916a3a3,text_source,ocr
790db916a3a3,source_pdf,atp_res_gp.pdf
5ef67a2493bc,serial,18
5ef67a2493bc,wards_parsed,8
5ef67a2493bc,printings,2
5ef67a2493bc,printings_agree,1
5ef67a2493bc,ocr_repaired,0
5ef67a2493bc,text_source,ocr
5ef67a2493bc,source_pdf,atp_res_gp.pdf
3cc271bb10f3,serial,19
3cc271bb10f3,wards_parsed,8
3cc271bb10f3,printings,2
3cc271bb10f3,printings_agree,1
3cc271bb10f3,ocr_repaired,0
3cc271bb10f3,text_source,ocr
3cc271bb10f3,source_pdf,atp_res_gp.pdf
7b074aa8bd36,serial,129
7b074aa8bd36,wards_parsed,0
7b074aa8bd36,printings,1
7b074aa8bd36,ocr_repaired,0
7b074aa8bd36,text_source,ocr
7b074aa8bd36,source_pdf,atp_res_gp.pdf
9e5d0b0e7ddd,serial,130
9e5d0b0e7ddd,wards_parsed,0
9e5d0b0e7ddd,printings,1
9e5d0b0e7ddd,ocr_repaired,0
9e5d0b0e7ddd,text_source,ocr
9e5d0b0e7ddd,source_pdf,atp_res_gp.pdf
4678c7419740,serial,3
4678c7419740,wards_parsed,12
4678c7419740,printings,2
4678c7419740,printings_agree,1
4678c7419740,ocr_repaired,0
4678c7419740,text_source,ocr
4678c7419740,source_pdf,atp_res_gp.pdf
29cb44ba85d5,serial,132
29cb44ba85d5,wards_parsed,0
29cb44ba85d5,printings,1
29cb44ba85d5,ocr_repaired,0
29cb44ba85d5,text_source,ocr
29cb44ba85d5,source_pdf,atp_res_gp.pdf
288f3df64e90,serial,5
288f3df64e90,wards_parsed,8
288f3df64e90,printings,2
288f3df64e90,printings_agree,1
288f3df64e90,ocr_repaired,0
288f3df64e90,text_source,ocr
288f3df64e90,source_pdf,atp_res_gp.pdf
2c3cde0a2efe,serial,6
2c3cde0a2efe,wards_parsed,10
2c3cde0a2efe,printings,2
2c3cde0a2efe,printings_agree,1
2c3cde0a2efe,ocr_repaired,0
2c3cde0a2efe,text_source,ocr
2c3cde0a2efe,source_pdf,atp_res_gp.pdf
9caf1cd8868f,serial,8
9caf1cd8868f,wards_parsed,8
9caf1cd8868f,printings,2
9caf1cd8868f,printings_agree,1
9caf1cd8868f,ocr_repaired,0
9caf1cd8868f,text_source,ocr
9caf1cd8868f,source_pdf,atp_res_gp.pdf
0ce5f0f88fea,serial,138
0ce5f0f88fea,wards_parsed,0
0ce5f0f88fea,printings,1
0ce5f0f88fea,ocr_repaired,0
0ce5f0f88fea,text_source,ocr
0ce5f0f88fea,source_pdf,atp_res_gp.pdf
dc9e467d52dc,serial,11
dc9e467d52dc,wards_parsed,12
dc9e467d52dc,printings,2
dc9e467d52dc,printings_agree,1
dc9e467d52dc,ocr_repaired,0
dc9e467d52dc,text_source,ocr
dc9e467d52dc,source_pdf,atp_res_gp.pdf
3cf13975e413,serial,12
3cf13975e413,wards_parsed,10
3cf13975e413,printings,2
3cf13975e413,printings_agree,1
3cf13975e413,ocr_repaired,0
3cf13975e413,text_source,ocr
3cf13975e413,source_pdf,atp_res_gp.pdf
299cd297a28b,serial,141
299cd297a28b,ward_count,7
299cd297a28b,wards_parsed,0
299cd297a28b,ward_list_complete,0
299cd297a28b,printings,1
299cd297a28b,ocr_repaired,0
299cd297a28b,text_source,ocr
299cd297a28b,source_pdf,atp_res_gp.pdf
5526ca773471,serial,14
5526ca773471,wards_parsed,8
5526ca773471,printings,2
5526ca773471,printings_agree,1
5526ca773471,ocr_repaired,0
5526ca773471,text_source,ocr
5526ca773471,source_pdf,atp_res_gp.pdf
48c298bc9907,serial,143
48c298bc9907,wards_parsed,0
48c298bc9907,printings,1
48c298bc9907,ocr_repaired,0
48c298bc9907,text_source,ocr
48c298bc9907,source_pdf,atp_res_gp.pdf
4beb82ddcd3b,serial,16
4beb82ddcd3b,wards_parsed,10
4beb82ddcd3b,printings,2
4beb82ddcd3b,printings_agree,1
4beb82ddcd3b,ocr_repaired,0
4beb82ddcd3b,text_source,ocr
4beb82ddcd3b,source_pdf,atp_res_gp.pdf
28fa56d7080e,serial,17
28fa56d7080e,wards_parsed,12
28fa56d7080e,printings,2
28fa56d7080e,printings_agree,1
28fa56d7080e,ocr_repaired,0
28fa56d7080e,text_source,ocr
28fa56d7080e,source_pdf,atp_res_gp.pdf
e7b4ab54971c,serial,146
e7b4ab54971c,wards_parsed,0
e7b4ab54971c,printings,1
e7b4ab54971c,ocr_repaired,0
e7b4ab54971c,text_source,ocr
e7b4ab54971c,source_pdf,atp_res_gp.pdf
ac018bd19c53,serial,19
ac018bd19c53,wards_parsed,10
ac018bd19c53,printings,2
ac018bd19c53,printings_agree,1
ac018bd19c53,ocr_repaired,0
ac018bd19c53,text_source,ocr
ac018bd19c53,source_pdf,atp_res_gp.pdf
6781edd9761b,serial,148
6781edd9761b,wards_parsed,0
6781edd9761b,printings,1
6781edd9761b,ocr_repaired,0
6781edd9761b,text_source,ocr
6781edd9761b,source_pdf,atp_res_gp.pdf
7240f3d8009a,serial,149
7240f3d8009a,wards_parsed,0
7240f3d8009a,printings,1
7240f3d8009a,ocr_repaired,0
7240f3d8009a,text_source,ocr
7240f3d8009a,source_pdf,atp_res_gp.pdf
c6fe532aa4e3,serial,3
c6fe532aa4e3,wards_parsed,8
c6fe532aa4e3,printings,2
c6fe532aa4e3,printings_agree,1
c6fe532aa4e3,ocr_repaired,0
c6fe532aa4e3,text_source,ocr
c6fe532aa4e3,source_pdf,atp_res_gp.pdf
04d4d563e691,serial,4
04d4d563e691,wards_parsed,12
04d4d563e691,printings,2
04d4d563e691,printings_agree,1
04d4d563e691,ocr_repaired,0
04d4d563e691,text_source,ocr
04d4d563e691,source_pdf,atp_res_gp.pdf
aee5cd910f69,serial,152
aee5cd910f69,wards_parsed,0
aee5cd910f69,printings,1
aee5cd910f69,ocr_repaired,0
aee5cd910f69,text_source,ocr
aee5cd910f69,source_pdf,atp_res_gp.pdf
ab3fbecdc38e,serial,7
ab3fbecdc38e,wards_parsed,14
ab3fbecdc38e,printings,2
ab3fbecdc38e,printings_agree,1
ab3fbecdc38e,ocr_repaired,0
ab3fbecdc38e,text_source,ocr
ab3fbecdc38e,source_pdf,atp_res_gp.pdf
0d4111f2a6d7,serial,8
0d4111f2a6d7,wards_parsed,8
0d4111f2a6d7,printings,2
0d4111f2a6d7,printings_agree,1
0d4111f2a6d7,ocr_repaired,0
0d4111f2a6d7,text_source,ocr
0d4111f2a6d7,source_pdf,atp_res_gp.pdf
a0c64932eef8,serial,155
a0c64932eef8,wards_parsed,0
a0c64932eef8,printings,1
a0c64932eef8,ocr_repaired,0
a0c64932eef8,text_source,ocr
a0c64932eef8,source_pdf,atp_res_gp.pdf
b550d2f40d1b,serial,10
b550d2f40d1b,wards_parsed,12
b550d2f40d1b,printings,2
b550d2f40d1b,printings_agree,1
b550d2f40d1b,ocr_repaired,0
b550d2f40d1b,text_source,ocr
b550d2f40d1b,source_pdf,atp_res_gp.pdf
035e2f961337,serial,11
035e2f961337,wards_parsed,12
035e2f961337,printings,2
035e2f961337,printings_agree,1
035e2f961337,ocr_repaired,0
035e2f961337,text_source,ocr
035e2f961337,source_pdf,atp_res_gp.pdf
82da4a857c6c,serial,12
82da4a857c6c,wards_parsed,8
82da4a857c6c,printings,2
82da4a857c6c,printings_agree,1
82da4a857c6c,ocr_repaired,0
82da4a857c6c,text_source,ocr
82da4a857c6c,source_pdf,atp_res_gp.pdf
a8220af8282a,serial,159
a8220af8282a,wards_parsed,0
a8220af8282a,printings,1
a8220af8282a,ocr_repaired,0
a8220af8282a,text_source,ocr
a8220af8282a,source_pdf,atp_res_gp.pdf
aefd7b9d972e,serial,14
aefd7b9d972e,wards_parsed,8
aefd7b9d972e,printings,2
aefd7b9d972e,printings_agree,1
aefd7b9d972e,ocr_repaired,0
aefd7b9d972e,text_source,ocr
aefd7b9d972e,source_pdf,atp_res_gp.pdf
c36104869364,serial,161
c36104869364,wards_parsed,0
c36104869364,printings,1
c36104869364,ocr_repaired,0
c36104869364,text_source,ocr
c36104869364,source_pdf,atp_res_gp.pdf
df34b9be3946,serial,16
df34b9be3946,wards_parsed,10
df34b9be3946,printings,2
df34b9be3946,printings_agree,1
df34b9be3946,ocr_repaired,0
df34b9be3946,text_source,ocr
df34b9be3946,source_pdf,atp_res_gp.pdf
c0ef5de46ce9,serial,163
c0ef5de46ce9,wards_parsed,0
c0ef5de46ce9,printings,1
c0ef5de46ce9,ocr_repaired,0
c0ef5de46ce9,text_source,ocr
c0ef5de46ce9,source_pdf,atp_res_gp.pdf
64fc2ab07f0d,serial,1
64fc2ab07f0d,wards_parsed,10
64fc2ab07f0d,printings,2
64fc2ab07f0d,printings_agree,1
64fc2ab07f0d,ocr_repaired,0
64fc2ab07f0d,text_source,ocr
64fc2ab07f0d,source_pdf,atp_res_gp.pdf
2633e871339a,serial,2
2633e871339a,wards_parsed,12
2633e871339a,printings,2
2633e871339a,printings_agree,1
2633e871339a,ocr_repaired,0
2633e871339a,text_source,ocr
2633e871339a,source_pdf,atp_res_gp.pdf
6c2a7b263de9,serial,3
6c2a7b263de9,wards_parsed,14
6c2a7b263de9,printings,2
6c2a7b263de9,printings_agree,0
6c2a7b263de9,ocr_repaired,0
6c2a7b263de9,text_source,ocr
6c2a7b263de9,source_pdf,atp_res_gp.pdf
a774671717fe,serial,167
a774671717fe,wards_parsed,0
a774671717fe,printings,1
a774671717fe,ocr_repaired,0
a774671717fe,text_source,ocr
a774671717fe,source_pdf,atp_res_gp.pdf
bbacd34e5640,serial,5
bbacd34e5640,wards_parsed,10
bbacd34e5640,printings,2
bbacd34e5640,printings_agree,1
bbacd34e5640,ocr_repaired,0
bbacd34e5640,text_source,ocr
bbacd34e5640,source_pdf,atp_res_gp.pdf
cc5abaf753b4,serial,6
cc5abaf753b4,wards_parsed,10
cc5abaf753b4,printings,2
cc5abaf753b4,printings_agree,1
cc5abaf753b4,ocr_repaired,0
cc5abaf753b4,text_source,ocr
cc5abaf753b4,source_pdf,atp_res_gp.pdf
a56b5c85c003,serial,170
a56b5c85c003,wards_parsed,0
a56b5c85c003,printings,1
a56b5c85c003,ocr_repaired,0
a56b5c85c003,text_source,ocr
a56b5c85c003,source_pdf,atp_res_gp.pdf
462baa7dc09f,serial,171
462baa7dc09f,wards_parsed,0
462baa7dc09f,printings,1
462baa7dc09f,ocr_repaired,0
462baa7dc09f,text_source,ocr
462baa7dc09f,source_pdf,atp_res_gp.pdf
49f998278c7c,serial,9
49f998278c7c,wards_parsed,10
49f998278c7c,printings,2
49f998278c7c,printings_agree,1
49f998278c7c,ocr_repaired,0
49f998278c7c,text_source,ocr
49f998278c7c,source_pdf,atp_res_gp.pdf
d8336f1856d0,serial,173
d8336f1856d0,wards_parsed,2
d8336f1856d0,printings,1
d8336f1856d0,ocr_repaired,0
d8336f1856d0,text_source,ocr
d8336f1856d0,source_pdf,atp_res_gp.pdf
de11b1cfd7de,serial,176
de11b1cfd7de,wards_parsed,0
de11b1cfd7de,printings,1
de11b1cfd7de,ocr_repaired,0
de11b1cfd7de,text_source,ocr
de11b1cfd7de,source_pdf,atp_res_gp.pdf
bc20ccc5a2c2,serial,177
bc20ccc5a2c2,wards_parsed,0
bc20ccc5a2c2,printings,1
bc20ccc5a2c2,ocr_repaired,0
bc20ccc5a2c2,text_source,ocr
bc20ccc5a2c2,source_pdf,atp_res_gp.pdf
f7664f5ffce3,serial,178
f7664f5ffce3,wards_parsed,0
f7664f5ffce3,printings,1
f7664f5ffce3,ocr_repaired,0
f7664f5ffce3,text_source,ocr
f7664f5ffce3,source_pdf,atp_res_gp.pdf
fe424133eac6,serial,179
fe424133eac6,wards_parsed,0
fe424133eac6,printings,1
fe424133eac6,ocr_repaired,0
fe424133eac6,text_source,ocr
fe424133eac6,source_pdf,atp_res_gp.pdf
5517a1153fc4,serial,180
5517a1153fc4,wards_parsed,0
5517a1153fc4,printings,1
5517a1153fc4,ocr_repaired,0
5517a1153fc4,text_source,ocr
5517a1153fc4,source_pdf,atp_res_gp.pdf
1f46ad05c3f9,serial,2
1f46ad05c3f9,wards_parsed,17
1f46ad05c3f9,printings,2
