dataset_id,row_id,seat_key,seat_key_unique,state,year,district,block,gram_panchayat,gp_term,ward_no,ward_name,tier,tier_local,caste_reservation,caste_reservation_local,caste_scheme,woman_reserved,reservation,reservation_raw,listing_scope,unit_of_observation,seat_candidates,winner,winner_basis,votes,vacant,unopposed,script,source_repo,source_commit,source_path,source_page,provenance_level,quality_flags
jammu_and_kashmir/gp_ward/2010,9a3ff341b419,Jammu & Kashmir|2010|gp_ward|||Mahor Kansooli|II|,1,Jammu & Kashmir,2010,,,Mahor Kansooli,halqa,II,Phari,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,0ef50e3c2af3,Jammu & Kashmir|2010|gp_ward|||Mahor Kansooli|IV|,1,Jammu & Kashmir,2010,,,Mahor Kansooli,halqa,IV,Hari,gp_ward,ward,ST,ST,sc_st_only,1,ST Woman,ST/W,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,623991654662,Jammu & Kashmir|2010|gp_ward|||Mahor Kansooli|V|,1,Jammu & Kashmir,2010,,,Mahor Kansooli,halqa,V,Kopra,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,07e69de7205e,Jammu & Kashmir|2010|gp_ward|||Mahor Kansooli|VI|,1,Jammu & Kashmir,2010,,,Mahor Kansooli,halqa,VI,Krua Wali,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,e65764fa9de2,Jammu & Kashmir|2010|gp_ward|||Mahore Jamlan|I|,1,Jammu & Kashmir,2010,,,Mahore Jamlan,halqa,I,Jamlan,gp_ward,ward,ST,ST,sc_st_only,1,ST Woman,ST/W,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,963e7442e425,Jammu & Kashmir|2010|gp_ward|||Mahore Jamlan|II|,1,Jammu & Kashmir,2010,,,Mahore Jamlan,halqa,II,Hill,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,0fb413f061be,Jammu & Kashmir|2010|gp_ward|||Mahore Jamlan|IV|,1,Jammu & Kashmir,2010,,,Mahore Jamlan,halqa,IV,Sohab Kalla,gp_ward,ward,ST,ST,sc_st_only,1,ST Woman,ST/W,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,a7d32423c1bb,Jammu & Kashmir|2010|gp_ward|||Bathoie-A|I|,1,Jammu & Kashmir,2010,,,Bathoie-A,halqa,I,Bathoie Proper,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,8b419c39d44f,Jammu & Kashmir|2010|gp_ward|||Bathoie-A|IV|,1,Jammu & Kashmir,2010,,,Bathoie-A,halqa,IV,Mora Nar,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,42e283ba9cb9,Jammu & Kashmir|2010|gp_ward|||Bathoie-B|I|,1,Jammu & Kashmir,2010,,,Bathoie-B,halqa,I,Bathoie-B(I),gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,4a7908763d16,Jammu & Kashmir|2010|gp_ward|||Bathoie-B|IV|,1,Jammu & Kashmir,2010,,,Bathoie-B,halqa,IV,Surni,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,10df0b06a277,Jammu & Kashmir|2010|gp_ward|||Bathoie-B|VI|,1,Jammu & Kashmir,2010,,,Bathoie-B,halqa,VI,Surni Lower,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,16d287120702,Jammu & Kashmir|2010|gp_ward|||Bathoie-C|I|,1,Jammu & Kashmir,2010,,,Bathoie-C,halqa,I,Mallan Lower,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,3e5da28877e3,Jammu & Kashmir|2010|gp_ward|||Bathoie-C|IV|,1,Jammu & Kashmir,2010,,,Bathoie-C,halqa,IV,Chittabass-A,gp_ward,ward,ST,ST,sc_st_only,1,ST Woman,ST/W,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,1,page,
jammu_and_kashmir/gp_ward/2010,cd24115925cb,Jammu & Kashmir|2010|gp_ward|||Sarh Upper-A|I|,1,Jammu & Kashmir,2010,,,Sarh Upper-A,halqa,I,Musra,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,675e99b86458,Jammu & Kashmir|2010|gp_ward|||Sarh Upper-A|IV|,1,Jammu & Kashmir,2010,,,Sarh Upper-A,halqa,IV,Bharni,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,9514c09d0fb0,Jammu & Kashmir|2010|gp_ward|||Sarh Upper-A|VI|,1,Jammu & Kashmir,2010,,,Sarh Upper-A,halqa,VI,Neeram,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,b4243719ce3a,Jammu & Kashmir|2010|gp_ward|||Sarh Upper-A|VII|,1,Jammu & Kashmir,2010,,,Sarh Upper-A,halqa,VII,Dogian,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,fc0fcd20c791,Jammu & Kashmir|2010|gp_ward|||Sarh-B|I|,1,Jammu & Kashmir,2010,,,Sarh-B,halqa,I,Gundi,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,b96c373728f4,Jammu & Kashmir|2010|gp_ward|||Sarh-B|IV|,1,Jammu & Kashmir,2010,,,Sarh-B,halqa,IV,Bagga Lower,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,34fc52bb9e72,Jammu & Kashmir|2010|gp_ward|||Sarh Lower|I|,1,Jammu & Kashmir,2010,,,Sarh Lower,halqa,I,Bhall,gp_ward,ward,ST,ST,sc_st_only,1,ST Woman,ST/W,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,4f5abc14e88d,Jammu & Kashmir|2010|gp_ward|||Sarh Lower|III|,1,Jammu & Kashmir,2010,,,Sarh Lower,halqa,III,Angralla-B,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,51d38ce06fb3,Jammu & Kashmir|2010|gp_ward|||Sarh Lower|IV|,1,Jammu & Kashmir,2010,,,Sarh Lower,halqa,IV,Arangie,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,f8c429cbf2ab,Jammu & Kashmir|2010|gp_ward|||Sarh Lower|VII|,1,Jammu & Kashmir,2010,,,Sarh Lower,halqa,VII,Brarshiely,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,42531e0eb25b,Jammu & Kashmir|2010|gp_ward|||Lar|I|,1,Jammu & Kashmir,2010,,,Lar,halqa,I,Lar-A,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,3d925baacda5,Jammu & Kashmir|2010|gp_ward|||Lar|IV|,1,Jammu & Kashmir,2010,,,Lar,halqa,IV,Khore gam,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,fa96a22d87a6,Jammu & Kashmir|2010|gp_ward|||Shadole|I|,1,Jammu & Kashmir,2010,,,Shadole,halqa,I,Shadole,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,0a6297d14202,Jammu & Kashmir|2010|gp_ward|||Shadole|II|,1,Jammu & Kashmir,2010,,,Shadole,halqa,II,Khore-B,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,f4f64e752a56,Jammu & Kashmir|2010|gp_ward|||Shadole|IV|,1,Jammu & Kashmir,2010,,,Shadole,halqa,IV,Kundhala,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,afddb8ef5f51,Jammu & Kashmir|2010|gp_ward|||Gulab Garh|I|,1,Jammu & Kashmir,2010,,,Gulab Garh,halqa,I,Gulab garh,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,ad9dc6d418ac,Jammu & Kashmir|2010|gp_ward|||Gulab Garh|IV|,1,Jammu & Kashmir,2010,,,Gulab Garh,halqa,IV,Kaindora-A,gp_ward,ward,ST,ST,sc_st_only,1,ST Woman,ST/W,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,274e42b66dc9,Jammu & Kashmir|2010|gp_ward|||Gulab Garh|V|,1,Jammu & Kashmir,2010,,,Gulab Garh,halqa,V,Kaindora-B,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,72027ed728db,Jammu & Kashmir|2010|gp_ward|||Gulab Garh|VI|,1,Jammu & Kashmir,2010,,,Gulab Garh,halqa,VI,Kaindora-C,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,34a459062ac0,Jammu & Kashmir|2010|gp_ward|||Baransal|I|,1,Jammu & Kashmir,2010,,,Baransal,halqa,I,Baransal,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,6316465315a7,Jammu & Kashmir|2010|gp_ward|||Baransal|III|,1,Jammu & Kashmir,2010,,,Baransal,halqa,III,Phagalie,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,f6f048fd17a2,Jammu & Kashmir|2010|gp_ward|||Baransal|IV|,1,Jammu & Kashmir,2010,,,Baransal,halqa,IV,Ladh,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,2,page,
jammu_and_kashmir/gp_ward/2010,54d83852c632,Jammu & Kashmir|2010|gp_ward|||Dewal-A|I|,1,Jammu & Kashmir,2010,,,Dewal-A,halqa,I,Mailk Pura,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,a197f5917d0e,Jammu & Kashmir|2010|gp_ward|||Dewal-A|III|,1,Jammu & Kashmir,2010,,,Dewal-A,halqa,III,Bachalla,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,cd58a45db8a6,Jammu & Kashmir|2010|gp_ward|||Dewal-A|IV|,1,Jammu & Kashmir,2010,,,Dewal-A,halqa,IV,Painar,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,eda27ece5b3b,Jammu & Kashmir|2010|gp_ward|||Dewal-B|I|,1,Jammu & Kashmir,2010,,,Dewal-B,halqa,I,Dogga,gp_ward,ward,ST,ST,sc_st_only,1,ST Woman,ST/Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,08fec6d7553f,Jammu & Kashmir|2010|gp_ward|||Dewal-B|II|,1,Jammu & Kashmir,2010,,,Dewal-B,halqa,II,Halpharan,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,95d55990ce89,Jammu & Kashmir|2010|gp_ward|||Dewal-B|IV|,1,Jammu & Kashmir,2010,,,Dewal-B,halqa,IV,Khanti,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,0f21550a4e4d,Jammu & Kashmir|2010|gp_ward|||Dewal-B|V|,1,Jammu & Kashmir,2010,,,Dewal-B,halqa,V,Chowdhary Nar,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,e5b01af7e3e2,Jammu & Kashmir|2010|gp_ward|||Nihoch|I|,1,Jammu & Kashmir,2010,,,Nihoch,halqa,I,Sheikhpura,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,2e27ed2b802b,Jammu & Kashmir|2010|gp_ward|||Nihoch|IV|,1,Jammu & Kashmir,2010,,,Nihoch,halqa,IV,Nari Gamanwag,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,4028af340bb8,Jammu & Kashmir|2010|gp_ward|||Arbaiss|I|,1,Jammu & Kashmir,2010,,,Arbaiss,halqa,I,Chakali,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,d633521fd0b3,Jammu & Kashmir|2010|gp_ward|||Arbaiss|IV|,1,Jammu & Kashmir,2010,,,Arbaiss,halqa,IV,Arbais-A,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,a551e2f487de,Jammu & Kashmir|2010|gp_ward|||Badder|I|,1,Jammu & Kashmir,2010,,,Badder,halqa,I,Badder,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,630fbecef588,Jammu & Kashmir|2010|gp_ward|||Badder|IV|,1,Jammu & Kashmir,2010,,,Badder,halqa,IV,Bangsara,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,839aa85301b5,Jammu & Kashmir|2010|gp_ward|||Larh|I|,1,Jammu & Kashmir,2010,,,Larh,halqa,I,Larh,gp_ward,ward,ST,ST,sc_st_only,1,ST Woman,ST/W,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,7f055ca6379a,Jammu & Kashmir|2010|gp_ward|||Larh|II|,1,Jammu & Kashmir,2010,,,Larh,halqa,II,Chaman,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,72f281a4223c,Jammu & Kashmir|2010|gp_ward|||Larh|III|,1,Jammu & Kashmir,2010,,,Larh,halqa,III,Hathan,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,f648d7daadde,Jammu & Kashmir|2010|gp_ward|||Larh|IV|,1,Jammu & Kashmir,2010,,,Larh,halqa,IV,Urazan,gp_ward,ward,ST,ST,sc_st_only,1,ST Woman,ST/W,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,b6a5add6a98c,Jammu & Kashmir|2010|gp_ward|||Larh|V|,1,Jammu & Kashmir,2010,,,Larh,halqa,V,Hill,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,4f7ee70660dd,Jammu & Kashmir|2010|gp_ward|||Larh|VI|,1,Jammu & Kashmir,2010,,,Larh,halqa,VI,Kallah,gp_ward,ward,ST,ST,sc_st_only,0,ST Other than Woman,ST,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,0602e14d32ba,Jammu & Kashmir|2010|gp_ward|||Chassote-A|I|,1,Jammu & Kashmir,2010,,,Chassote-A,halqa,I,Chassote,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,75709309e920,Jammu & Kashmir|2010|gp_ward|||Chassote-A|IV|,1,Jammu & Kashmir,2010,,,Chassote-A,halqa,IV,Ram Bass,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,3,page,
jammu_and_kashmir/gp_ward/2010,7047ce31a44a,Jammu & Kashmir|2010|gp_ward|||Chassote-B|I|,1,Jammu & Kashmir,2010,,,Chassote-B,halqa,I,Mandi,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,4,page,
jammu_and_kashmir/gp_ward/2010,4b268294b52c,Jammu & Kashmir|2010|gp_ward|||Chassote-B|IV|,1,Jammu & Kashmir,2010,,,Chassote-B,halqa,IV,Dullah,gp_ward,ward,NONE,NONE,sc_st_only,1,Woman,Women,all_seats,seat,,,,,,,latin,local_elections,fd6eb1cf8080-dirty,data/jk/2010/(Mahore).pdf,4,page,
