dataset_id,row_id,seat_key,seat_key_unique,state,year,district,block,gram_panchayat,gp_term,ward_no,ward_name,seat_no,tier,tier_local,caste_reservation,caste_reservation_local,caste_scheme,woman_reserved,reservation,reservation_raw,listing_scope,unit_of_observation,seat_candidates,winner,winner_basis,votes,vacant,unopposed,script,source_repo,source_commit,source_path,source_page,provenance_level,quality_flags
andhra_pradesh/gp_head/2020,a3caef60f340,Andhra Pradesh|2020|gp_head|Anantapur|AMADAGUR|CHEEKIREVULAPALII||,1,Andhra Pradesh,2020,Anantapur,AMADAGUR,CHEEKIREVULAPALII,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,28,page,
andhra_pradesh/gp_head/2020,3bf430b5e217,Andhra Pradesh|2020|gp_head|Anantapur|AMADAGUR|CHINAGANIPALLI||,1,Andhra Pradesh,2020,Anantapur,AMADAGUR,CHINAGANIPALLI,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,1,BC Woman,BC(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,28,page,
andhra_pradesh/gp_head/2020,1e76f4ee5cbd,Andhra Pradesh|2020|gp_head|Anantapur|AMADAGUR|GUNDUVARIPALLI||,1,Andhra Pradesh,2020,Anantapur,AMADAGUR,GUNDUVARIPALLI,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,28,page,
andhra_pradesh/gp_head/2020,c804ef1b73ef,Andhra Pradesh|2020|gp_head|Anantapur|AMADAGUR|JOWKALAKOTHAPALLI||,1,Andhra Pradesh,2020,Anantapur,AMADAGUR,JOWKALAKOTHAPALLI,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,1,BC Woman,BC (W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,28,page,
andhra_pradesh/gp_head/2020,083b477005ce,Andhra Pradesh|2020|gp_head|Anantapur|AMADAGUR|KASSAMUDRAM||,1,Andhra Pradesh,2020,Anantapur,AMADAGUR,KASSAMUDRAM,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR (G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,28,page,
andhra_pradesh/gp_head/2020,0d9c12a2645d,Andhra Pradesh|2020|gp_head|Anantapur|AMADAGUR|KOTTUVARIPALLI||,1,Andhra Pradesh,2020,Anantapur,AMADAGUR,KOTTUVARIPALLI,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,0,BC Other than Woman,BC(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,28,page,
andhra_pradesh/gp_head/2020,80098d0b2f26,Andhra Pradesh|2020|gp_head|Anantapur|AMADAGUR|PULAKUNTAPALLI||,1,Andhra Pradesh,2020,Anantapur,AMADAGUR,PULAKUNTAPALLI,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,1,Woman,UR (W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,28,page,
andhra_pradesh/gp_head/2020,176d770e14b3,Andhra Pradesh|2020|gp_head|Anantapur|AMARAPURAM|AMARAPURAM||,1,Andhra Pradesh,2020,Anantapur,AMARAPURAM,AMARAPURAM,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,0,BC Other than Woman,BC(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,29,page,
andhra_pradesh/gp_head/2020,da04966628a6,Andhra Pradesh|2020|gp_head|Anantapur|AMARAPURAM|BASAVANAPALLI||,1,Andhra Pradesh,2020,Anantapur,AMARAPURAM,BASAVANAPALLI,gram_panchayat,,,,gp_head,sarpanch,SC,SC,sc_st_bc,1,SC Woman,Sc(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,29,page,
andhra_pradesh/gp_head/2020,d6b55df93bf5,Andhra Pradesh|2020|gp_head|Anantapur|AMARAPURAM|HALUKURU||,1,Andhra Pradesh,2020,Anantapur,AMARAPURAM,HALUKURU,gram_panchayat,,,,gp_head,sarpanch,SC,SC,sc_st_bc,1,SC Woman,SC(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,29,page,
andhra_pradesh/gp_head/2020,074ad2219885,Andhra Pradesh|2020|gp_head|Anantapur|AMARAPURAM|HEMEVATHI||,1,Andhra Pradesh,2020,Anantapur,AMARAPURAM,HEMEVATHI,gram_panchayat,,,,gp_head,sarpanch,SC,SC,sc_st_bc,0,SC Other than Woman,SC-G,all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,3,page,
andhra_pradesh/gp_head/2020,a2768a7e07c6,Andhra Pradesh|2020|gp_head|Anantapur|AMARAPURAM|MADDANAKUNTA||,1,Andhra Pradesh,2020,Anantapur,AMARAPURAM,MADDANAKUNTA,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR-G,all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,3,page,
andhra_pradesh/gp_head/2020,cfccc0f2a21e,Andhra Pradesh|2020|gp_head|Anantapur|AMARAPURAM|THAMMADEPALLI||,1,Andhra Pradesh,2020,Anantapur,AMARAPURAM,THAMMADEPALLI,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,1,BC Woman,BC-W,all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,3,page,
andhra_pradesh/gp_head/2020,3002b383c281,Andhra Pradesh|2020|gp_head|Anantapur|AMARAPURAM|VALASA .||,1,Andhra Pradesh,2020,Anantapur,AMARAPURAM,VALASA .,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,1,Woman,UR-W,all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,3,page,
andhra_pradesh/gp_head/2020,371624728b68,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Akkampalli||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Akkampalli,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,1,BC Woman,BC(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,3,page,
andhra_pradesh/gp_head/2020,e876d83121a4,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Anantapur Rural||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Anantapur Rural,gram_panchayat,,,,gp_head,sarpanch,SC,SC,sc_st_bc,0,SC Other than Woman,SC(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,3,page,
andhra_pradesh/gp_head/2020,a8c7d84135ec,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Chinnampalli||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Chinnampalli,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,3,page,
andhra_pradesh/gp_head/2020,80a872a55d82,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Chiyyedu||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Chiyyedu,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,30,page,
andhra_pradesh/gp_head/2020,8b80373468e4,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Itikalapalli||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Itikalapalli,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,3,page,
andhra_pradesh/gp_head/2020,6767dc8cc7c2,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Kakkalapalli Colony||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Kakkalapalli Colony,gram_panchayat,,,,gp_head,sarpanch,SC,SC,sc_st_bc,1,SC Woman,SC(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,3,page,
andhra_pradesh/gp_head/2020,813dccc015e4,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Kamarupalli||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Kamarupalli,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,1,Woman,UR(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,30,page,
andhra_pradesh/gp_head/2020,47f609ad9008,"Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Kandukur ,||",1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,"Kandukur ,",gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,0,BC Other than Woman,BC(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,7205903ade0f,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Katiganikalva||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Katiganikalva,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,1,Woman,UR(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,4c81515e9bf5,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Kattakindapalli||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Kattakindapalli,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,1,Woman,UR(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,28c587303020,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Kodimi||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Kodimi,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,30,page,
andhra_pradesh/gp_head/2020,e569412d855b,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Kurugunta||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Kurugunta,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,1,BC Woman,BC(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,aee1210ca5fb,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Mannila||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Mannila,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,468f5a002ba0,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Narasanayuni kunta||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Narasanayuni kunta,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,1,Woman,UR(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,bf203da64b57,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Papampeta||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Papampeta,gram_panchayat,,,,gp_head,sarpanch,SC,SC,sc_st_bc,1,SC Woman,SC(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,30,page,
andhra_pradesh/gp_head/2020,5e172160b163,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Pulakunta||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Pulakunta,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,68f1e5a1f3d3,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Rachanapalli _||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Rachanapalli _,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,0,BC Other than Woman,BC(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,6432932d1b85,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Rajiv Colony||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Rajiv Colony,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,1,BC Woman,BC(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,9d53c21d5c7e,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Rudrampeta||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Rudrampeta,gram_panchayat,,,,gp_head,sarpanch,ST,ST,sc_st_bc,1,ST Woman,ST(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,86eef7b7beb3,Andhra Pradesh|2020|gp_head|Anantapur|Anantapur Rural|Upparapalli||,1,Andhra Pradesh,2020,Anantapur,Anantapur Rural,Upparapalli,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,1,BC Woman,BC(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,935f3d6d3486,Andhra Pradesh|2020|gp_head|Anantapur|Atmakur|Rangampeta||,1,Andhra Pradesh,2020,Anantapur,Atmakur,Rangampeta,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,d5d47f7653ea,Andhra Pradesh|2020|gp_head|Anantapur|B.KSamudram|Chadulla||,1,Andhra Pradesh,2020,Anantapur,B.KSamudram,Chadulla,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,URG,all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,4,page,
andhra_pradesh/gp_head/2020,5ea4f002f585,Andhra Pradesh|2020|gp_head|Anantapur|Bathalapalli|Dampetla||,1,Andhra Pradesh,2020,Anantapur,Bathalapalli,Dampetla,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR (G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,33,page,
andhra_pradesh/gp_head/2020,6fa0793f2d0a,Andhra Pradesh|2020|gp_head|Anantapur|Bathalapalli|Edula Musturu||,1,Andhra Pradesh,2020,Anantapur,Bathalapalli,Edula Musturu,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,0,BC Other than Woman,BC (G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,5,page,
andhra_pradesh/gp_head/2020,bb3bfa2eee9e,Andhra Pradesh|2020|gp_head|Anantapur|Bathalapalli|Gariselapalli||,1,Andhra Pradesh,2020,Anantapur,Bathalapalli,Gariselapalli,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,1,Woman,UR(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,33,page,
andhra_pradesh/gp_head/2020,99404c5fc482,Andhra Pradesh|2020|gp_head|Anantapur|Bathalapalli|Malyavantham||,1,Andhra Pradesh,2020,Anantapur,Bathalapalli,Malyavantham,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,1,BC Woman,BC (W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,33,page,
andhra_pradesh/gp_head/2020,6bf6cfee217b,Andhra Pradesh|2020|gp_head|Anantapur|Bathalapalli|Nallaboyanapalli||,1,Andhra Pradesh,2020,Anantapur,Bathalapalli,Nallaboyanapalli,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR (G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,33,page,
andhra_pradesh/gp_head/2020,308479a1d4f3,Andhra Pradesh|2020|gp_head|Anantapur|Bathalapalli|Obulapuram||,1,Andhra Pradesh,2020,Anantapur,Bathalapalli,Obulapuram,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,1,BC Woman,BC (W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,33,page,
andhra_pradesh/gp_head/2020,06c94b82c474,Andhra Pradesh|2020|gp_head|Anantapur|Bathalapalli|Sanjeevapuram||,1,Andhra Pradesh,2020,Anantapur,Bathalapalli,Sanjeevapuram,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,1,Woman,UR(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,33,page,
andhra_pradesh/gp_head/2020,c3b21391d410,Andhra Pradesh|2020|gp_head|Anantapur|Bathalapalli|Thambapuram||,1,Andhra Pradesh,2020,Anantapur,Bathalapalli,Thambapuram,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR (G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,5,page,
andhra_pradesh/gp_head/2020,97473f3d5dea,Andhra Pradesh|2020|gp_head|Anantapur|Beluguppa|Ankampalli||,1,Andhra Pradesh,2020,Anantapur,Beluguppa,Ankampalli,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,0,BC Other than Woman,BC(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,5,page,
andhra_pradesh/gp_head/2020,9d8f9e898902,Andhra Pradesh|2020|gp_head|Anantapur|Beluguppa|Avulenna||,1,Andhra Pradesh,2020,Anantapur,Beluguppa,Avulenna,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,34,page,
andhra_pradesh/gp_head/2020,fdc4b8b4bada,Andhra Pradesh|2020|gp_head|Anantapur|Beluguppa|Duddekunta||,1,Andhra Pradesh,2020,Anantapur,Beluguppa,Duddekunta,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,1,BC Woman,BC(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,34,page,
andhra_pradesh/gp_head/2020,1170cc4da01b,Andhra Pradesh|2020|gp_head|Anantapur|Beluguppa|Gangavaram||,1,Andhra Pradesh,2020,Anantapur,Beluguppa,Gangavaram,gram_panchayat,,,,gp_head,sarpanch,SC,SC,sc_st_bc,1,SC Woman,SC(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,34,page,
andhra_pradesh/gp_head/2020,09daecac2cdc,Andhra Pradesh|2020|gp_head|Anantapur|Beluguppa|Hanimereddypalli||,1,Andhra Pradesh,2020,Anantapur,Beluguppa,Hanimereddypalli,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,1,BC Woman,BC(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,5,page,
andhra_pradesh/gp_head/2020,918da2d8babd,Andhra Pradesh|2020|gp_head|Anantapur|Beluguppa|Jeedipalli||,1,Andhra Pradesh,2020,Anantapur,Beluguppa,Jeedipalli,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,34,page,
andhra_pradesh/gp_head/2020,6e52f6716432,Andhra Pradesh|2020|gp_head|Anantapur|Beluguppa|Kalvapalli SsC(G) 11? Beluguppa Nakkalapalli||,1,Andhra Pradesh,2020,Anantapur,Beluguppa,Kalvapalli SsC(G) 11? Beluguppa Nakkalapalli,gram_panchayat,,,,gp_head,sarpanch,NONE,NONE,sc_st_bc,0,Other than Woman,UR(G),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,5,page,
andhra_pradesh/gp_head/2020,dae38ee1afc9,Andhra Pradesh|2020|gp_head|Anantapur|Beluguppa|Narasapuram||,1,Andhra Pradesh,2020,Anantapur,Beluguppa,Narasapuram,gram_panchayat,,,,gp_head,sarpanch,BC,BC,sc_st_bc,1,BC Woman,BC(W),all_seats,seat,,,,,,,latin,local_elections,b48c48b73973-dirty,data/ap/2020_res_gp/atp_res_gp.pdf,34,page,
