DISTRICT,DISTRICT CODE,BLOCK,BLOCK CODE,PANCHAYAT NAME,PANCHAYAT CODE,Total_Pop,Sc_Pop,St_Pop,Obc_Pop,Reserved_2010,caste_reserved_2010,sc_reserved_2010,st_reserved_2010,obc_reserved_2010,female_reserved_2010
GIRIDIH,7,BIRANI,6,KHARKHARI,70614,5150,803,43,3309,1,1,0,0,1,0
GIRIDIH,7,BIRANI,6,SHAKHABAARA,70615,3781,33,0,3122,1,1,0,0,1,0
GIRIDIH,7,BIRANI,6,MANJHILADIH,70616,4732,982,0,2728,1,0,0,0,0,1
GIRIDIH,7,BIRANI,6,BAARADIH,70617,5751,756,0,4490,1,1,0,0,1,1
GIRIDIH,7,BIRANI,6,KUSHMAI,70618,4021,110,0,3054,1,0,0,0,0,1
GIRIDIH,7,BIRANI,6,TULSITAND,70619,4586,777,0,2110,0,0,0,0,0,0
GIRIDIH,7,BIRANI,6,GAADI,70620,4115,528,70,2311,0,0,0,0,0,0
GIRIDIH,7,BIRANI,6,PESHAM,70621,4270,397,162,2842,0,0,0,0,0,0
GIRIDIH,7,BIRANI,6,CHONGAKHAR,70622,5836,1043,394,3390,1,1,0,0,1,0
GIRIDIH,7,BIRANI,6,PADARAMNIYA,70623,5297,357,36,4747,1,1,0,0,1,1
GIRIDIH,7,BIRANI,6,BALIYA,70624,4861,439,162,3310,1,1,0,0,1,1
GIRIDIH,7,BIRANI,6,KHEBVAARA,70625,4469,504,1117,2538,0,0,0,0,0,0
GIRIDIH,7,BIRANI,6,BALGO,70626,5565,1121,0,3445,1,1,1,0,0,0
GIRIDIH,7,BIRANI,6,MANAKDIHA,70627,4484,539,0,2852,0,0,0,0,0,0
GIRIDIH,7,BIRANI,6,KESHODIH,70628,3967,475,0,2912,0,0,0,0,0,0
GIRIDIH,7,SARIYA,7,GHUDIYAPESARA,70701,4194,440,0,3746,1,1,0,0,1,0
GIRIDIH,7,SARIYA,7,AMNARI,70702,4311,431,41,3206,0,0,0,0,0,0
GIRIDIH,7,SARIYA,7,PARSIYA,70703,5164,916,458,2251,1,1,1,0,0,1
GIRIDIH,7,SARIYA,7,NAGAR KESHVAARI,70704,4996,464,0,3768,1,1,0,0,1,1
GIRIDIH,7,SARIYA,7,KESHVAARI,70705,4925,449,158,4318,1,1,0,0,1,1
GIRIDIH,7,SARIYA,7,BARVADIH,70706,4746,302,0,4328,1,1,0,0,1,0
GIRIDIH,7,SARIYA,7,SARIYA KHURD,70707,4253,618,0,2544,0,0,0,0,0,0
GIRIDIH,7,SARIYA,7,MANDRAMO WEST,70708,4236,860,170,2904,1,0,0,0,0,1
GIRIDIH,7,SARIYA,7,MANDRAMO EAST,70709,4175,685,344,2932,0,0,0,0,0,0
GIRIDIH,7,SARIYA,7,SARIYA WEST,70710,5640,834,0,3492,1,0,0,0,0,1
GIRIDIH,7,SARIYA,7,SARIYA EAST,70711,6344,105,74,4648,1,1,0,0,1,1
GIRIDIH,7,SARIYA,7,SARIYA NORTH,70712,4656,397,0,3724,1,1,0,0,1,1
GIRIDIH,7,SARIYA,7,NAVADIH,70713,6157,1432,0,3353,1,1,1,0,0,1
GIRIDIH,7,SARIYA,7,SABALPUR,70714,5179,937,11,3309,1,1,1,0,0,0
GIRIDIH,7,SARIYA,7,BAGODIH,70715,6007,902,244,2831,1,0,0,0,0,1
GIRIDIH,7,SARIYA,7,MOKAAMO,70716,5105,353,191,3448,1,0,0,0,0,1
GIRIDIH,7,SARIYA,7,PURNIDIH,70717,5347,619,668,3622,0,0,0,0,0,0
GIRIDIH,7,SARIYA,7,KOYARIDIH,70718,5254,560,833,2780,1,1,0,1,0,1
GIRIDIH,7,SARIYA,7,KUSMADIH,70719,5603,725,0,3596,0,0,0,0,0,0
GIRIDIH,7,SARIYA,7,KAILATAND,70720,5199,497,0,2989,0,0,0,0,0,0
GIRIDIH,7,SARIYA,7,CHICHAKI,70721,4325,561,60,3130,1,0,0,0,0,1
GIRIDIH,7,SARIYA,7,BANDKHARO,70722,3475,454,0,2067,1,0,0,0,0,1
GIRIDIH,7,SARIYA,7,CHIRUAWA,70723,5709,561,0,3854,1,1,0,0,1,0
GIRIDIH,7,BAGODAR,8,KUDAR,70801,3675,725,45,2087,0,0,0,0,0,0
GIRIDIH,7,BAGODAR,8,DHARGULLI,70802,4399,187,587,3263,0,0,0,0,0,0
GIRIDIH,7,BAGODAR,8,ATAKA WEST,70803,5944,420,0,4960,1,1,0,0,1,1
GIRIDIH,7,BAGODAR,8,ATAKA EAST,70804,5828,997,321,3596,1,1,1,0,0,0
GIRIDIH,7,BAGODAR,8,MANDARO,70805,5716,384,302,3471,0,0,0,0,0,0
GIRIDIH,7,BAGODAR,8,ADAWAARA,70806,5453,359,1229,3790,1,0,0,0,0,1
GIRIDIH,7,BAGODAR,8,JARMUNE WEST,70807,6398,1436,127,3292,1,1,1,0,0,1
GIRIDIH,7,BAGODAR,8,JARMUNE EAST,70808,6280,839,0,4848,1,1,0,0,1,1
GIRIDIH,7,BAGODAR,8,BAGODAR WEST,70809,6554,445,21,5300,1,1,0,0,1,1
GIRIDIH,7,BAGODAR,8,BAGODAR EAST,70810,6049,288,0,5266,1,1,0,0,1,0
GIRIDIH,7,BAGODAR,8,DONDALO,70811,5608,907,0,3026,1,0,0,0,0,1
GIRIDIH,7,BAGODAR,8,DEVARADIH,70812,4066,80,0,2990,1,0,0,0,0,1
GIRIDIH,7,BAGODAR,8,CHAUDHARIBANDH,70813,5970,849,0,4060,1,1,0,0,1,0
GIRIDIH,7,BAGODAR,8,HESALA,70814,4940,328,11,3780,1,0,0,0,0,1
GIRIDIH,7,BAGODAR,8,TIRLA,70815,5682,342,1,5017,1,1,0,0,1,0
GIRIDIH,7,BAGODAR,8,ALAGDIHA,70816,5829,504,0,4095,1,0,0,0,0,1
GIRIDIH,7,BAGODAR,8,AAURA,70817,6395,715,0,4752,0,0,0,0,0,0
GIRIDIH,7,BAGODAR,8,KUSHMARJA,70818,6447,850,0,4893,0,0,0,0,0,0
GIRIDIH,7,BAGODAR,8,BEKO EAST,70819,6049,288,0,5266,1,1,0,0,1,0
GIRIDIH,7,BAGODAR,8,BEKO WEST,70820,6554,445,21,5300,1,1,0,0,1,1
GIRIDIH,7,BAGODAR,8,POKHARIYA,70821,5250,569,0,3895,1,1,0,0,1,1
GIRIDIH,7,BAGODAR,8,KHETAKO,70822,4734,213,0,3825,1,0,0,0,0,1
GIRIDIH,7,DUMARI,9,SASARAKHO,70901,5275,137,624,3879,0,0,0,0,0,0
GIRIDIH,7,DUMARI,9,NAAGBAAD,70902,5310,805,407,3527,1,0,0,0,0,1
GIRIDIH,7,DUMARI,9,KHUDISAAR,70903,4629,1290,527,2378,1,1,1,0,0,1
GIRIDIH,7,DUMARI,9,JEETKUNDI,70904,4289,130,2048,1975,1,1,0,1,0,1
GIRIDIH,7,DUMARI,9,JARIDIH,70905,4545,112,1668,2449,1,1,0,1,0,1
GIRIDIH,7,DUMARI,9,BADAKIBERAGI,70906,4618,601,705,3244,1,0,0,0,0,1
GIRIDIH,7,DUMARI,9,BERAHASUIYADIH,70907,5012,526,0,4153,1,1,0,0,1,1
GIRIDIH,7,DUMARI,9,PARSABEDA,70908,4742,431,500,3426,1,0,0,0,0,1
GIRIDIH,7,DUMARI,9,ATAKI,70909,4777,256,1153,3096,1,1,0,1,0,0
GIRIDIH,7,DUMARI,9,CHHCHNDO,70910,4392,126,3207,367,1,1,0,1,0,1
GIRIDIH,7,DUMARI,9,CHAINPUR,70911,5613,669,597,4011,1,0,0,0,0,1
GIRIDIH,7,DUMARI,9,KALHAVAR,70912,4916,424,840,3337,0,0,0,0,0,0
GIRIDIH,7,DUMARI,9,CHEGARO,70913,5216,532,52,4236,1,1,0,0,1,1
GIRIDIH,7,DUMARI,9,CHINO,70914,5860,295,0,5456,1,0,0,0,0,1
GIRIDIH,7,DUMARI,9,KULGO NORTH,70915,4110,103,0,2762,0,0,0,0,0,0
GIRIDIH,7,DUMARI,9,KULGO SOUTH,70916,4102,352,0,2202,1,0,0,0,0,1
GIRIDIH,7,DUMARI,9,DUMARI,70917,5265,774,16,4278,1,1,0,0,1,1
GIRIDIH,7,DUMARI,9,AAMRA,70918,5108,208,973,3295,1,0,0,0,0,1
GIRIDIH,7,DUMARI,9,BHARKHAR,70919,4433,499,1120,2404,0,0,0,0,0,0
GIRIDIH,7,DUMARI,9,TENGRA KHURD,70920,5587,574,599,3651,1,1,0,0,1,0
GIRIDIH,7,DUMARI,9,ASURBANDH,70921,5146,745,7,4006,0,0,0,0,0,0
GIRIDIH,7,DUMARI,9,DUMARCHUTIYO,70922,3571,71,0,3288,1,0,0,0,0,1
GIRIDIH,7,DUMARI,9,MADHGOPALI,70923,4922,459,594,3649,0,0,0,0,0,0
GIRIDIH,7,DUMARI,9,JAAMTARA,70924,5606,373,17,5149,1,1,0,0,1,0
GIRIDIH,7,DUMARI,9,ESARI BAJAR NORTH,70925,4601,91,26,4230,1,1,0,0,1,0
GIRIDIH,7,DUMARI,9,ESARI BAJAR SOUTH,70926,4203,1115,0,3088,1,1,1,0,0,1
GIRIDIH,7,DUMARI,9,RANGAMATI,70927,5040,295,217,4286,1,1,0,0,1,0
GIRIDIH,7,DUMARI,9,LAXMANTUNDA,70928,4760,51,0,4709,1,1,0,0,1,1
GIRIDIH,7,DUMARI,9,KHAIRATUNDA,70929,5313,720,389,3903,1,0,0,0,0,1
GIRIDIH,7,DUMARI,9,ROSHNATUNDA,70930,5798,932,403,3755,1,0,0,0,0,1
GIRIDIH,7,DUMARI,9,BALUTUNDA,70931,4386,614,17,3380,1,0,0,0,0,1
GIRIDIH,7,DUMARI,9,LOHEDIH,70932,4754,947,6,3252,1,1,1,0,0,0
GIRIDIH,7,DUMARI,9,NAGARI,70933,4688,1229,745,2274,1,1,1,0,0,0
GIRIDIH,7,DUMARI,9,PORAIYA,70934,4616,531,328,3530,0,0,0,0,0,0
GIRIDIH,7,DUMARI,9,BALATHRIYA,70935,4595,115,0,4205,1,1,0,0,1,0
GIRIDIH,7,DUMARI,9,SHANKARDIH,70936,4150,792,176,2692,0,0,0,0,0,0
GIRIDIH,7,DUMARI,9,THAKUR CHAK,70937,5268,675,342,3898,0,0,0,0,0,0
GIRIDIH,7,PIRTAND,10,KUMHARLA LO,71001,4777,993,1685,1414,1,1,0,1,0,1
GIRIDIH,7,PIRTAND,10,BHARTI CHALKARI,71002,5368,225,3295,1617,1,1,0,1,0,1
GIRIDIH,7,PIRTAND,10,CHIRKI,71003,6266,284,3003,2979,1,1,0,1,0,0
GIRIDIH,7,PIRTAND,10,MADHUBAN,71004,6624,1321,2036,1736,1,1,1,0,0,1
GIRIDIH,7,PIRTAND,10,BANDH,71005,3948,107,2870,876,1,1,0,1,0,1
GIRIDIH,7,PIRTAND,10,CHILGA,71006,4464,291,2457,937,0,0,0,0,0,0
GIRIDIH,7,PIRTAND,10,PALGANJ,71007,4722,936,494,2222,1,0,0,0,0,1
GIRIDIH,7,PIRTAND,10,NAVADIH,71008,4484,459,1462,1632,1,0,0,0,0,1
GIRIDIH,7,PIRTAND,10,VISHUNPUR,71009,5429,1324,1154,1503,1,0,0,0,0,1
GIRIDIH,7,PIRTAND,10,KHARPOKA,71010,6634,374,1416,3511,0,0,0,0,0,0
GIRIDIH,7,PIRTAND,10,SIMRAKODHI,71011,5393,228,2727,1413,0,0,0,0,0,0
GIRIDIH,7,PIRTAND,10,HARLADIH,71012,5331,216,3262,1844,1,1,0,1,0,0
GIRIDIH,7,PIRTAND,10,MANDARO,71013,3105,143,1564,1183,0,0,0,0,0,0
GIRIDIH,7,PIRTAND,10,KHUKHRA,71014,4140,358,410,2755,1,0,0,0,0,1
GIRIDIH,7,PIRTAND,10,TUEYO,71015,5254,11,2667,2149,1,1,0,1,0,0
GIRIDIH,7,PIRTAND,10,BADGAWA,71016,4925,66,1399,3272,1,0,0,0,0,1
GIRIDIH,7,PIRTAND,10,KUNDAKO,71017,6391,238,3190,2325,1,1,0,1,0,1
GIRIDIH,7,GIRIDIH,11,PAHADPUR,71101,4953,411,1692,2319,1,1,0,1,0,1
GIRIDIH,7,GIRIDIH,11,SINDVARIYA,71102,4919,300,954,2674,1,0,0,0,0,1
GIRIDIH,7,GIRIDIH,11,LEDA,71103,5063,712,895,3010,0,0,0,0,0,0
GIRIDIH,7,GIRIDIH,11,BAJTO,71104,4706,571,380,3040,0,0,0,0,0,0
GIRIDIH,7,GIRIDIH,11,ALGUNDA,71105,4581,519,1123,2547,0,0,0,0,0,0
GIRIDIH,7,GIRIDIH,11,SENADONO,71106,4072,410,580,1923,0,0,0,0,0,0
GIRIDIH,7,GIRIDIH,11,JEETPUR,71107,4716,375,1291,2813,1,0,0,0,0,1
GIRIDIH,7,GIRIDIH,11,BADGUNDA KHURD,71108,3890,266,2430,919,1,1,0,1,0,1
GIRIDIH,7,GIRIDIH,11,BERDOGA,71109,3076,774,1649,481,1,1,0,1,0,0
GIRIDIH,7,GIRIDIH,11,PALMO,71110,3976,511,290,2924,0,0,0,0,0,0
GIRIDIH,7,GIRIDIH,11,BARHAMORIYA,71111,5026,571,1264,2769,1,0,0,0,0,1
GIRIDIH,7,GIRIDIH,11,KARHARBAARI,71112,6373,946,1499,3832,1,1,0,0,1,0
GIRIDIH,7,GIRIDIH,11,TELODIH,71113,5503,215,0,5142,1,1,0,0,1,1
GIRIDIH,7,GIRIDIH,11,KHAVA,71114,5118,754,180,3569,1,1,0,0,1,0
GIRIDIH,7,GIRIDIH,11,PINDATAND,71115,5192,531,40,4160,1,1,0,0,1,1
GIRIDIH,7,GIRIDIH,11,SIVUDARDIH,71116,4465,1479,21,1532,1,0,0,0,0,1
GIRIDIH,7,GIRIDIH,11,PARSATAND,71117,4812,775,41,2789,0,0,0,0,0,0
GIRIDIH,7,GIRIDIH,11,MAHESHLUNDI,71118,6416,1582,129,1850,1,0,0,0,0,1
GIRIDIH,7,GIRIDIH,11,AKDONIKALA,71119,4982,1231,79,2888,1,0,0,0,0,1
GIRIDIH,7,GIRIDIH,11,MATRUKHA,71120,6644,946,672,3502,0,0,0,0,0,0
GIRIDIH,7,GIRIDIH,11,PURNANAGAR,71121,5721,850,1001,3061,1,1,0,0,1,0
GIRIDIH,7,GIRIDIH,11,CHUJANKA,71122,5281,1640,343,2808,1,1,1,0,0,1
GIRIDIH,7,GIRIDIH,11,AKDONIKHURD,71123,5451,2322,664,1246,1,1,1,0,0,0
GIRIDIH,7,GIRIDIH,11,YOGITAND,71124,3090,1380,46,1148,1,1,1,0,0,1
GIRIDIH,7,GIRIDIH,11,BAKSIDIH,71125,3949,1892,119,1918,0,0,0,0,0,0
GIRIDIH,7,GIRIDIH,11,CHITADIH,71126,4473,1476,0,2711,1,1,1,0,0,0
GIRIDIH,7,GIRIDIH,11,BHANDARIDIH,71127,5778,967,110,3499,1,0,0,0,0,1
GIRIDIH,7,GIRIDIH,11,SIHODIH,71128,4019,917,46,2370,1,0,0,0,0,1
GIRIDIH,7,GIRIDIH,11,SIRSIYA,71129,5215,1839,566,1693,1,1,1,0,0,1
GIRIDIH,7,GIRIDIH,11,PANDEYDIH ,71130,3732,756,711,1929,1,0,0,0,0,1
GIRIDIH,7,GIRIDIH,11,MANGARODIH,71131,5262,628,3,3625,0,0,0,0,0,0
GIRIDIH,7,GIRIDIH,11,PARATDIH,71132,6645,474,22,4403,1,1,0,0,1,0
GIRIDIH,7,GIRIDIH,11,PATRODIH,71133,5897,1813,13,3323,1,1,1,0,0,0
GIRIDIH,7,GIRIDIH,11,DANDIDIH,71134,5907,1387,0,3787,1,1,0,0,1,1
GIRIDIH,7,GIRIDIH,11,HARSINGRAYDIH,71135,5382,2464,208,2048,1,1,1,0,0,1
GIRIDIH,7,GIRIDIH,11,UDANABAAD,71136,5824,942,575,3561,1,1,0,0,1,1
GIRIDIH,7,GIRIDIH,11,MOHANPUR,71137,5528,396,593,2472,1,0,0,0,0,1
GIRIDIH,7,GIRIDIH,11,GADISRIRAMPUR,71138,5655,607,1101,1837,0,0,0,0,0,0
GIRIDIH,7,GIRIDIH,11,JASHPUR,71139,4121,835,1330,640,1,1,0,1,0,1
GIRIDIH,7,GIRIDIH,11,PHULCHI,71140,3777,438,1995,575,1,1,0,1,0,0
GIRIDIH,7,BENGABAAD,12,BADVAARA,71201,4493,255,650,2744,1,0,0,0,0,1
GIRIDIH,7,BENGABAAD,12,GOLGO,71202,5065,1065,1452,1750,0,0,0,0,0,0
GIRIDIH,7,BENGABAAD,12,BHARKUDAR,71203,3580,106,1943,1425,1,1,0,1,0,0
GIRIDIH,7,BENGABAAD,12,LUPPI,71204,4688,622,1055,2820,1,0,0,0,0,1
GIRIDIH,7,BENGABAAD,12,GENRO,71205,3949,73,2216,1471,1,1,0,1,0,1
GIRIDIH,7,BENGABAAD,12,CHITAMADIH,71206,4632,109,274,4177,1,1,0,0,1,0
GIRIDIH,7,BENGABAAD,12,HARILA,71207,4528,1047,0,3033,0,0,0,0,0,0
GIRIDIH,7,BENGABAAD,12,CHHOTAKI KHARGDIH,71208,5117,971,24,3727,1,1,0,0,1,0
GIRIDIH,7,BENGABAAD,12,BADKITAND,71209,3739,685,1320,1655,0,0,0,0,0,0
GIRIDIH,7,BENGABAAD,12,OJHADIH,71210,4170,92,1132,2880,1,0,0,0,0,1
GIRIDIH,7,BENGABAAD,12,TARATAND,71211,4540,1351,67,2840,1,1,1,0,0,0
GIRIDIH,7,BENGABAAD,12,TELONAARI,71212,4864,884,336,3328,0,0,0,0,0,0
GIRIDIH,7,BENGABAAD,12,MAHUAAR,71213,6020,1534,561,3805,1,1,1,0,0,1
GIRIDIH,7,BENGABAAD,12,KARNPURA,71214,4689,1227,0,3370,1,0,0,0,0,1
GIRIDIH,7,BENGABAAD,12,MOTILEDA,71215,6425,396,166,5374,1,1,0,0,1,1
GIRIDIH,7,BENGABAAD,12,SONBAAD,71216,4268,246,559,3283,0,0,0,0,0,0
GIRIDIH,7,BENGABAAD,12,BHANDARIDIH,71217,4724,934,554,2646,1,0,0,0,0,1
GIRIDIH,7,BENGABAAD,12,MADHVIDIH,71218,3867,330,135,1933,1,0,0,0,0,1
GIRIDIH,7,BENGABAAD,12,MANJORI,71219,5964,590,734,3772,1,1,0,0,1,1
GIRIDIH,7,BENGABAAD,12,FITKORIYA,71220,5814,1293,194,3420,1,1,1,0,0,1
GIRIDIH,7,BENGABAAD,12,BENGABAAD,71221,6048,891,159,3993,0,0,0,0,0,0
GIRIDIH,7,BENGABAAD,12,TAARAJORI,71222,3649,97,3207,84,1,1,0,1,0,1
GIRIDIH,7,BENGABAAD,12,CHAPUADIH,71223,5692,562,1324,3080,1,1,0,1,0,1
GIRIDIH,7,BENGABAAD,12,JHALAKDIH,71224,4277,156,2598,898,1,1,0,1,0,0
GIRIDIH,7,BENGABAAD,12,JARUADIH,71225,4112,310,855,2608,1,0,0,0,0,1
GIRIDIH,7,GANDEY,13,BADAKITAND,71301,5529,985,1595,2092,1,1,1,0,0,0
GIRIDIH,7,GANDEY,13,JHARGHATTA,71302,5639,523,1127,2266,0,0,0,0,0,0
GIRIDIH,7,GANDEY,13,DAASDIH,71303,5822,492,843,4115,1,0,0,0,0,1
GIRIDIH,7,GANDEY,13,BARMASIYA,71304,5921,1011,1241,3228,1,1,1,0,0,1
GIRIDIH,7,GANDEY,13,FULJORI,71305,5273,183,789,4198,1,1,0,0,1,0
GIRIDIH,7,GANDEY,13,GHATKUL,71306,4967,62,446,4160,1,1,0,0,1,1
GIRIDIH,7,GANDEY,13,MEDANISAARE,71307,5230,195,2597,1056,1,1,0,1,0,1
GIRIDIH,7,GANDEY,13,GANDEY,71308,5216,281,835,3144,0,0,0,0,0,0
GIRIDIH,7,GANDEY,13,UDAYPUR,71309,4700,272,3277,632,1,1,0,1,0,1
GIRIDIH,7,GANDEY,13,CHAMPAPUR,71310,4892,121,1859,2267,1,0,0,0,0,1
GIRIDIH,7,GANDEY,13,DOKIDIH,71311,3748,74,538,977,1,0,0,0,0,1
GIRIDIH,7,GANDEY,13,KARRIVANK,71312,5270,279,1938,2310,1,1,0,1,0,0
GIRIDIH,7,GANDEY,13,BARMSIYA 2,71313,4991,473,2189,1614,1,1,0,1,0,1
GIRIDIH,7,GANDEY,13,FULCHI,71314,5599,302,2212,2289,1,1,0,1,0,0
GIRIDIH,7,GANDEY,13,PANDARI,71315,5469,307,3267,1382,1,1,0,1,0,0
GIRIDIH,7,GANDEY,13,TARATAND,71316,5432,979,828,3504,1,0,0,0,0,1
GIRIDIH,7,GANDEY,13,KUNDALVADAH,71317,4869,219,1381,2411,1,0,0,0,0,1
GIRIDIH,7,GANDEY,13,BADGUNDA  ,71318,5599,348,1222,3306,0,0,0,0,0,0
GIRIDIH,7,GANDEY,13,PARVATPUR,71319,4927,814,373,3164,1,0,0,0,0,1
GIRIDIH,7,GANDEY,13,AHILYAPUR,71320,5239,854,1207,2737,1,1,0,0,1,1
GIRIDIH,7,GANDEY,13,BUDHUDIH,71321,5396,210,736,4210,0,0,0,0,0,0
GIRIDIH,7,GANDEY,13,JAAMJORI,71322,5107,142,1224,3157,0,0,0,0,0,0
GIRIDIH,7,GANDEY,13,RASANJORI,71323,5663,870,523,2927,1,0,0,0,0,1
GIRIDIH,7,GANDEY,13,GAJKUNDA,71324,5443,479,66,4278,1,1,0,0,1,0
GIRIDIH,7,GANDEY,13,FULJHARIYA,71325,4670,318,346,3580,0,0,0,0,0,0
GIRIDIH,7,GANDEY,13,BANKIKALA,71326,5684,189,230,4819,1,1,0,0,1,1
DEOGHAR,8,DEOGHAR,1,KHORIPANAN,80101,5218,516,406,3686,1,1,0,0,1,1
DEOGHAR,8,DEOGHAR,1,JHILUA CHANDDIH,80102,4612,320,756,2980,0,0,0,0,0,0
DEOGHAR,8,DEOGHAR,1,GWALBADIYA,80103,5022,444,723,3483,1,1,0,0,1,1
DEOGHAR,8,DEOGHAR,1,PUNASI,80104,4465,1244,401,994,1,0,0,0,0,1
DEOGHAR,8,DEOGHAR,1,ANDHARIGADAR,80105,5323,1260,831,2432,1,1,1,0,0,1
DEOGHAR,8,DEOGHAR,1,KENMANKADHI,80106,5696,1414,573,2887,1,1,1,0,0,0
DEOGHAR,8,DEOGHAR,1,MANIKPUR,80107,5785,709,24,4023,1,1,0,0,1,1
DEOGHAR,8,DEOGHAR,1,SARSA,80108,5372,966,866,1653,0,0,0,0,0,0
DEOGHAR,8,DEOGHAR,1,SHANKARI,80109,4613,1119,56,2386,1,1,1,0,0,0
DEOGHAR,8,DEOGHAR,1,GIDHANI,80110,5517,1202,115,3095,0,0,0,0,0,0
DEOGHAR,8,DEOGHAR,1,TABHAGHAT,80111,5170,1110,1,2811,0,0,0,0,0,0
DEOGHAR,8,DEOGHAR,1,KOKARIBANK,80112,5324,727,1100,2022,1,1,0,1,0,1
DEOGHAR,8,DEOGHAR,1,GHARVADIH,80113,5294,1165,1071,1482,1,1,0,1,0,0
DEOGHAR,8,DEOGHAR,1,NAVADIH,80114,4309,909,0,2614,1,0,0,0,0,1
DEOGHAR,8,DEOGHAR,1,SANGARAMLODHIYA,80115,4677,1050,0,2208,1,0,0,0,0,1
DEOGHAR,8,DEOGHAR,1,UDAYPURA (Matodeeh Udaipura),80116,4408,816,0,1731,1,0,0,0,0,1
DEOGHAR,8,DEOGHAR,1,KHARPOS (Satarkherpos),80117,4207,943,0,2360,1,1,1,0,0,1
DEOGHAR,8,DEOGHAR,1,GAURIPUR,80118,4510,522,0,3756,1,1,0,0,1,1
DEOGHAR,8,DEOGHAR,1,CHANDDIH,80119,5064,1162,0,3587,1,1,0,0,1,1
DEOGHAR,8,DEOGHAR,1,KHASPAIKA,80120,4737,919,0,3016,0,0,0,0,0,0
DEOGHAR,8,DEOGHAR,1,MASANJORA,80121,4797,754,303,3079,1,0,0,0,0,1
DEOGHAR,8,DEOGHAR,1,BASVARIYA,80122,4303,620,399,2732,0,0,0,0,0,0
DEOGHAR,8,DEOGHAR,1,PICHHADIBAAD,80123,4232,671,826,1930,1,0,0,0,0,1
DEOGHAR,8,MOHANPUR,2,BAARA ,80201,4918,640,106,3851,1,1,0,0,1,0
DEOGHAR,8,MOHANPUR,2,RADHIYA,80202,5118,478,927,3459,0,0,0,0,0,0
DEOGHAR,8,MOHANPUR,2,BEECHGADHA,80203,4689,222,416,3122,1,0,0,0,0,1
DEOGHAR,8,MOHANPUR,2,BANKA,80204,4638,546,997,2843,1,0,0,0,0,1
DEOGHAR,8,MOHANPUR,2,TARABAAD,80205,4993,978,415,3577,0,0,0,0,0,0
DEOGHAR,8,MOHANPUR,2,NAYA CHITKATH,80206,4933,673,185,3387,1,1,0,0,1,1
DEOGHAR,8,MOHANPUR,2,SARASANI,80207,5121,0,0,0,1,1,1,0,0,1
DEOGHAR,8,MOHANPUR,2,MALHARA,80208,5248,1726,0,3161,1,1,1,0,0,0
DEOGHAR,8,MOHANPUR,2,MEDANIDIH,80209,4857,416,128,3654,0,0,0,0,0,0
DEOGHAR,8,MOHANPUR,2,BHIKHANA,80210,5379,996,0,3208,0,0,0,0,0,0
DEOGHAR,8,MOHANPUR,2,JHARKHANDI,80211,5180,636,64,4051,1,1,0,0,1,0
DEOGHAR,8,MOHANPUR,2,HARKATTA,80212,5444,543,197,3772,1,0,0,0,0,1
DEOGHAR,8,MOHANPUR,2,KATVAN,80213,4828,342,118,3983,1,1,0,0,1,0
DEOGHAR,8,MOHANPUR,2,DAHIJOR,80214,3684,453,159,2686,1,0,0,0,0,1
DEOGHAR,8,MOHANPUR,2,CHAKRAMA,80215,5069,1273,298,2990,1,1,1,0,0,1
DEOGHAR,8,MOHANPUR,2,BAGHMAARI KITAAKHRAVA,80216,4756,848,43,3532,0,0,0,0,0,0
DEOGHAR,8,MOHANPUR,2,POSTVAARI,80217,4449,771,498,2959,0,0,0,0,0,0
DEOGHAR,8,MOHANPUR,2,SUARDEHI,80218,4709,186,1061,3248,1,0,0,0,0,1
DEOGHAR,8,MOHANPUR,2,BALTHAR,80219,4826,260,299,3993,1,1,0,0,1,1
DEOGHAR,8,MOHANPUR,2,JAMUNIYA,80220,4525,788,1774,1635,1,1,0,1,0,0
DEOGHAR,8,MOHANPUR,2,TADHIYAARA,80221,4445,524,2552,1016,1,1,0,1,0,1
DEOGHAR,8,MOHANPUR,2,DHUTIYA BADAASAHNA,80222,4633,69,1195,2968,1,1,0,1,0,1
DEOGHAR,8,MOHANPUR,2,MORNE,80223,5110,388,771,3883,1,1,0,0,1,1
DEOGHAR,8,MOHANPUR,2,TUMBABEL,80224,4957,756,415,3601,1,0,0,0,0,1
DEOGHAR,8,MOHANPUR,2,GHONGHA,80225,4791,191,649,3211,0,0,0,0,0,0
DEOGHAR,8,MOHANPUR,2,BANK,80226,5491,385,615,4238,1,1,0,0,1,1
DEOGHAR,8,MOHANPUR,2,JHALAR,80227,5504,1163,143,3377,1,1,1,0,0,0
DEOGHAR,8,MOHANPUR,2,RAGHUNATHPUR,80228,5097,283,490,3126,1,0,0,0,0,1
DEOGHAR,8,SARVA,3,BAIJUKURA,80301,5027,398,392,3522,1,1,0,0,1,1
DEOGHAR,8,SARVA,3,NARANGI,80302,5167,720,10,2437,1,0,0,0,0,1
DEOGHAR,8,SARVA,3,PAHADIYA,80303,5341,656,149,3884,1,1,0,0,1,1
DEOGHAR,8,SARVA,3,SARVA,80304,4747,345,10,2924,1,0,0,0,0,1
DEOGHAR,8,SARVA,3,KUSHMAHA,80305,5041,1098,211,2076,0,0,0,0,0,0
DEOGHAR,8,SARVA,3,RAKTI,80306,5454,863,0,3277,0,0,0,0,0,0
DEOGHAR,8,SARVA,3,BHANDARO,80307,5757,927,0,4133,1,1,0,0,1,1
