sr_no,district,municipal_board_council_corp,name,ward_no,elected_member_name,elected_member_educ
1532,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,22,ABDUL MALIQ,10th
1533,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,23,MANFUL DEVI,LITERATE
1534,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,24,RAGHUNATH DAS MOTH,B.Com 2nd year
1535,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,25,VISAL SAINI,12th
1536,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,26,PANCHI DEVI,LITERATE
1537,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,27,RAKESH KUMAR,10th
1538,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,28,SURESH KUMAR,10th
1539,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,29,PARVATI DEVI,LITERATE
1540,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,30,SADAM GOURI,GRADUATE
1541,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,31,KAILASH CHAND,GRADUATE
1542,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,32,SHARDA,8th
1543,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,33,NEHA SAINI,POST GRADUATION
1544,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,34,MO. RAFIQ,LITERATE
1545,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,35,NAWAJ SAREEF,9th
1546,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,36,DURGARAM,10th
1547,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,37,ANKIT,GRADUATE
1548,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,38,NAJIYA BANO,ILLITERA TE
1549,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,39,ANURADHA DEVI,5th
1550,NAGAUR,MUNICIP AL COUNCIL,DIDWANA,40,GOPAL RAM,12th
1551,PALI,MUNICIP AL COUNCIL,PALI,1,VITTHAL DAS,GRADUATE
1552,PALI,MUNICIP AL COUNCIL,PALI,2,OMPRAKASH SWAMI,GRADUATE
1553,PALI,MUNICIP AL COUNCIL,PALI,3,PRAVEEN KUMAR AARYA,10th
1554,PALI,MUNICIP AL COUNCIL,PALI,4,DILIP KUMAR,10th
1555,PALI,MUNICIP AL COUNCIL,PALI,5,SUKHIYA KANWAR,LITERATE
1556,PALI,MUNICIP AL COUNCIL,PALI,6,MAHENDRA KUMAR,10th
1557,PALI,MUNICIP AL COUNCIL,PALI,7,PANI DEVI,LITERATE
1558,PALI,MUNICIP AL COUNCIL,PALI,8,LUN SINGH,10th
1559,PALI,MUNICIP AL COUNCIL,PALI,9,PRAKASH KUMAR,"BA,B.ED."
1560,PALI,MUNICIP AL COUNCIL,PALI,10,FULI DEVI,LITERATE
1561,PALI,MUNICIP AL COUNCIL,PALI,11,MOINUDDEEN,10th
1562,PALI,MUNICIP AL COUNCIL,PALI,12,JYOTI,9th
1563,PALI,MUNICIP AL COUNCIL,PALI,13,RAKHI,POST GRADUATION
1564,PALI,MUNICIP AL COUNCIL,PALI,14,LALIT,LITERATE
1565,PALI,MUNICIP AL COUNCIL,PALI,15,JAY,10th
1566,PALI,MUNICIP AL COUNCIL,PALI,16,SANTOKH SINGH BAJW A,POST GRADUATION
1567,PALI,MUNICIP AL COUNCIL,PALI,17,JASHODA KANWAR,8th
1568,PALI,MUNICIP AL COUNCIL,PALI,18,MO RAFIK,LITERATE
1569,PALI,MUNICIP AL COUNCIL,PALI,19,MOHANLAL,LITERATE
1570,PALI,MUNICIP AL COUNCIL,PALI,20,CHAIN KANW AR,LITERATE
1571,PALI,MUNICIP AL COUNCIL,PALI,21,DEEPA RAM,LITERATE
1572,PALI,MUNICIP AL COUNCIL,PALI,22,RAMESH,8th
1573,PALI,MUNICIP AL COUNCIL,PALI,23,DEVIDAS MOTU BHAI,10th
1574,PALI,MUNICIP AL COUNCIL,PALI,24,SULTAN SINGH,10th
1575,PALI,MUNICIP AL COUNCIL,PALI,25,LEEL A,8TH
1576,PALI,MUNICIP AL COUNCIL,PALI,26,NARESH KUMAR MEHTA,8TH
1577,PALI,MUNICIP AL COUNCIL,PALI,27,RAMESH KUMAR,M.A. M.ED
1578,PALI,MUNICIP AL COUNCIL,PALI,28,MOHAMAAD AKRAM,BA LLB
1579,PALI,MUNICIP AL COUNCIL,PALI,29,SEHNAJ BANO,LITERATE
1580,PALI,MUNICIP AL COUNCIL,PALI,30,RASIDA BANO,8TH
1581,PALI,MUNICIP AL COUNCIL,PALI,31,RAKESH BHATI,12th
1582,PALI,MUNICIP AL COUNCIL,PALI,32,REKHA BHATI,12th
1583,PALI,MUNICIP AL COUNCIL,PALI,33,RADHESHY AM,10th
1584,PALI,MUNICIP AL COUNCIL,PALI,34,NATEL MEWADA,POST GRADUATION
1585,PALI,MUNICIP AL COUNCIL,PALI,35,NAJMA,10th
1586,PALI,MUNICIP AL COUNCIL,PALI,36,MEHBOOB,10th
1587,PALI,MUNICIP AL COUNCIL,PALI,37,VIKAS KUMAR,GRADUATE
1588,PALI,MUNICIP AL COUNCIL,PALI,38,HAKIM,10th
1589,PALI,MUNICIP AL COUNCIL,PALI,39,RIKABH CHAND,B.COM1ST
1590,PALI,MUNICIP AL COUNCIL,PALI,40,PUSHPA,MA B.ED
1591,PALI,MUNICIP AL COUNCIL,PALI,41,HEENA,"B.A., B.Ed."
1592,PALI,MUNICIP AL COUNCIL,PALI,42,USHA,12th
1593,PALI,MUNICIP AL COUNCIL,PALI,43,DILIP,POST GRADUATION
1594,PALI,MUNICIP AL COUNCIL,PALI,44,OM PARKASH,"BA,LLB, BED"
1595,PALI,MUNICIP AL COUNCIL,PALI,45,KHUSBHU,7th
1596,PALI,MUNICIP AL COUNCIL,PALI,46,TEJA RAM,12th
1597,PALI,MUNICIP AL COUNCIL,PALI,47,VIKRAMPAL SINGH,POST GRADUATION
1598,PALI,MUNICIP AL COUNCIL,PALI,48,TALIB ALI,9TH
1599,PALI,MUNICIP AL COUNCIL,PALI,49,MISHRI LAL,5TH
1600,PALI,MUNICIP AL COUNCIL,PALI,50,NIRMAL TEJI,GRADUATE
1601,PALI,MUNICIP AL COUNCIL,PALI,51,LALITA,10th
1602,PALI,MUNICIP AL COUNCIL,PALI,52,ASHOK KUMAR,GRADUATE
1603,PALI,MUNICIP AL COUNCIL,PALI,53,SURDARSHAN,BA BED
1604,PALI,MUNICIP AL COUNCIL,PALI,54,OMA CHOUDHARY,BA Ist YEAR
1605,PALI,MUNICIP AL COUNCIL,PALI,55,BHANWAR RAO,GRADUATE
1606,PALI,MUNICIP AL COUNCIL,PALI,56,HEERA DEVI,5TH
1607,PALI,MUNICIP AL COUNCIL,PALI,57,KAILASHCHAND,"BA,BED, MA"
1608,PALI,MUNICIP AL COUNCIL,PALI,58,BABULAL,10th
1609,PALI,MUNICIP AL COUNCIL,PALI,59,BHAVANA KANWAR,GRADUATE
1610,PALI,MUNICIP AL COUNCIL,PALI,60,MOHAN LAL,"B.COM, LLB"
1611,PALI,MUNICIP AL COUNCIL,PALI,61,BHARAT,9TH
1612,PALI,MUNICIP AL COUNCIL,PALI,62,GANPAT LAL,10th
1613,PALI,MUNICIP AL COUNCIL,PALI,63,RADHA RAO,LITERATE
1614,PALI,MUNICIP AL COUNCIL,PALI,64,SHOBHA PRIHAR,GRADUATE
1615,PALI,MUNICIP AL COUNCIL,PALI,65,OM PARKASH,LITERATE
1616,PALI,NAGAR PALIKA,SUMERPUR,1,KANEHIY ALAL,10th
1617,PALI,NAGAR PALIKA,SUMERPUR,2,SONAL,LITERATE
1618,PALI,NAGAR PALIKA,SUMERPUR,3,PREMCHAND,LITERATE
1619,PALI,NAGAR PALIKA,SUMERPUR,4,CHHOTU DAN,7th
1620,PALI,NAGAR PALIKA,SUMERPUR,5,SADNA DEVASI,LITERATE
1621,PALI,NAGAR PALIKA,SUMERPUR,6,MANCHHARAM KACHHAVAHA,10th
1622,PALI,NAGAR PALIKA,SUMERPUR,7,CHATRARAM,LITERATE
1623,PALI,NAGAR PALIKA,SUMERPUR,8,SATWANT SINGH,GRADUATE
1624,PALI,NAGAR PALIKA,SUMERPUR,9,GOVIND RAM,5th
1625,PALI,NAGAR PALIKA,SUMERPUR,10,KAMLA,12th
1626,PALI,NAGAR PALIKA,SUMERPUR,11,MANJU,POST GRADUATION
1627,PALI,NAGAR PALIKA,SUMERPUR,12,DILIP KUMAR,9th
1628,PALI,NAGAR PALIKA,SUMERPUR,13,NARANGI DEVI SUTHAR,5th
1629,PALI,NAGAR PALIKA,SUMERPUR,14,RAMESH KUMAR,10th
1630,PALI,NAGAR PALIKA,SUMERPUR,15,RAMJU BHATI,9th
1631,PALI,NAGAR PALIKA,SUMERPUR,16,USHA KUNWAR,LITERATE
1632,PALI,NAGAR PALIKA,SUMERPUR,17,POONAMSINGH,12th
1633,PALI,NAGAR PALIKA,SUMERPUR,18,PARMINDAR KOUR,GRADUATE
1634,PALI,NAGAR PALIKA,SUMERPUR,19,KHOOBCHAND,5th
1635,PALI,NAGAR PALIKA,SUMERPUR,20,GEETA,GRADUATE
1636,PALI,NAGAR PALIKA,SUMERPUR,21,SARDAR KHAN,7th
1637,PALI,NAGAR PALIKA,SUMERPUR,22,USHA DEVI,8th
1638,PALI,NAGAR PALIKA,SUMERPUR,23,GOVIND KUMAR,GRADUATE
1639,PALI,NAGAR PALIKA,SUMERPUR,24,RAKHI BHATI,12th
1640,PALI,NAGAR PALIKA,SUMERPUR,25,PARBAT SINGH,8th
1641,PALI,NAGAR PALIKA,SUMERPUR,26,NARENDRA KUMAR,9th
1642,PALI,NAGAR PALIKA,SUMERPUR,27,PEPI BAI,LITERATE
1643,PALI,NAGAR PALIKA,SUMERPUR,28,FULARAM,10th
1644,PALI,NAGAR PALIKA,SUMERPUR,29,VEENA,7th
1645,PALI,NAGAR PALIKA,SUMERPUR,30,CHATRABHUJ,10th
1646,PALI,NAGAR PALIKA,SUMERPUR,31,BAHARAT KUMAR,GRADUATE
1647,PALI,NAGAR PALIKA,SUMERPUR,32,GUDIYA,12th
1648,PALI,NAGAR PALIKA,SUMERPUR,33,SUMER,POST GRADUATION
1649,PALI,NAGAR PALIKA,SUMERPUR,34,MAHENDRA,GRADUATE
1650,PALI,NAGAR PALIKA,SUMERPUR,35,YASHODA,12th
1651,RAJSAMAND,NAGAR PALIKA,AMET,1,RADHESHYAM KHATIK,12th
1652,RAJSAMAND,NAGAR PALIKA,AMET,2,PINKI URF CHINKI,10th
1653,RAJSAMAND,NAGAR PALIKA,AMET,3,PRAKASH CHANDRA KHATIK,POST GRADUATION
1654,RAJSAMAND,NAGAR PALIKA,AMET,4,DINESH KUMAR LAXKAR,12th
1655,RAJSAMAND,NAGAR PALIKA,AMET,5,KAILASH MEWARA,10th
1656,RAJSAMAND,NAGAR PALIKA,AMET,6,PARMOD SHAKDVIPIY A,POST GRADUATION
1657,RAJSAMAND,NAGAR PALIKA,AMET,7,PRAKASH CHANDR,LITERATE
1658,RAJSAMAND,NAGAR PALIKA,AMET,8,SURESH SINGH KHICHI,POST GRADUATION
1659,RAJSAMAND,NAGAR PALIKA,AMET,9,JAYA KUWAR,POST GRADUATION
1660,RAJSAMAND,NAGAR PALIKA,AMET,10,NILAM TELAR,POST GRADUATION
1661,RAJSAMAND,NAGAR PALIKA,AMET,11,CHANDRIKA TAILOR,GRADUATE
1662,RAJSAMAND,NAGAR PALIKA,AMET,12,REKHA LOHAR,12th
1663,RAJSAMAND,NAGAR PALIKA,AMET,13,NEELAM MEWARA,GRADUATE
1664,RAJSAMAND,NAGAR PALIKA,AMET,14,TEENA KHATIK,GRADUATE
1665,RAJSAMAND,NAGAR PALIKA,AMET,15,RAMAN KANSARA,GRADUATE
1666,RAJSAMAND,NAGAR PALIKA,AMET,16,DINESH CHANDRA SARNOT,12th
1667,RAJSAMAND,NAGAR PALIKA,AMET,17,RAJENDRA KUMR JAIN,12th
1668,RAJSAMAND,NAGAR PALIKA,AMET,18,LALIT MEW ARA,POST GRADUATION
1669,RAJSAMAND,NAGAR PALIKA,AMET,19,JITENDRA SINGH PANWAR,GRADUATE
1670,RAJSAMAND,NAGAR PALIKA,AMET,20,HEMLATA REGAR,LITERATE
1671,RAJSAMAND,NAGAR PALIKA,AMET,21,MANGI LAL REBARI,12th
1672,RAJSAMAND,NAGAR PALIKA,AMET,22,POONAM PALIWAL,8TH
1673,RAJSAMAND,NAGAR PALIKA,AMET,23,MUKESH KUMAR REGAR,10th
1674,RAJSAMAND,NAGAR PALIKA,AMET,24,VARDU KUMAWAT,LITERATE
1675,RAJSAMAND,NAGAR PALIKA,AMET,25,MEERU KHA MANSURI,LITERATE
1676,RAJSAMAND,NAGAR PALIKA,NATHDWARA,1,CHUNNI LAL,8th
1677,RAJSAMAND,NAGAR PALIKA,NATHDWARA,2,SURENDRA SINGH DASANA,10th
1678,RAJSAMAND,NAGAR PALIKA,NATHDWARA,3,ASHISH SAINI,12th
1679,RAJSAMAND,NAGAR PALIKA,NATHDWARA,4,MANORAMA DABI,10th
1680,RAJSAMAND,NAGAR PALIKA,NATHDWARA,5,YAMUNA PALIWAL,GRADUATE
1681,RAJSAMAND,NAGAR PALIKA,NATHDWARA,6,VINOD UPADHYAY,12th
1682,RAJSAMAND,NAGAR PALIKA,NATHDWARA,7,VANDANA PALIWAL,12th
1683,RAJSAMAND,NAGAR PALIKA,NATHDWARA,8,RITIKA GURJAR,10th
1684,RAJSAMAND,NAGAR PALIKA,NATHDWARA,9,SHYAM LAL GURJAR,GRADUATE
1685,RAJSAMAND,NAGAR PALIKA,NATHDWARA,10,SHEELA GURJAR,10th
1686,RAJSAMAND,NAGAR PALIKA,NATHDWARA,11,PRAMOD KUMAR GURJAR,POST GRADUATION
1687,RAJSAMAND,NAGAR PALIKA,NATHDWARA,12,NATWAR LAL MEENA,12th
1688,RAJSAMAND,NAGAR PALIKA,NATHDWARA,13,RATAN DAS,10th
1689,RAJSAMAND,NAGAR PALIKA,NATHDWARA,14,LAXMI DEVI SHNWARIYA,POST GRADUATION
1690,RAJSAMAND,NAGAR PALIKA,NATHDWARA,15,KAPIL YADAV,10th
1691,RAJSAMAND,NAGAR PALIKA,NATHDWARA,16,SURESH CHHAPARWAL,10th
1692,RAJSAMAND,NAGAR PALIKA,NATHDWARA,17,PARESH SONI,10th
1693,RAJSAMAND,NAGAR PALIKA,NATHDWARA,18,VISHWAS PRAJAPAT,GRADUATE
1694,RAJSAMAND,NAGAR PALIKA,NATHDWARA,19,KAILASH TANWAR,12th
1695,RAJSAMAND,NAGAR PALIKA,NATHDWARA,20,RAMESH RATHORE,10th
1696,RAJSAMAND,NAGAR PALIKA,NATHDWARA,21,MANISH RATHI,10th
1697,RAJSAMAND,NAGAR PALIKA,NATHDWARA,22,DINESH M. JOSHI,12th
1698,RAJSAMAND,NAGAR PALIKA,NATHDWARA,23,GOPESH BAGORA,12th
1699,RAJSAMAND,NAGAR PALIKA,NATHDWARA,24,BHARAT LODHA,POST GRADUATION
1700,RAJSAMAND,NAGAR PALIKA,NATHDWARA,25,MOHAMMAD SHAFI,12th
1701,RAJSAMAND,NAGAR PALIKA,NATHDWARA,26,REKHA MEENA,12th
1702,RAJSAMAND,NAGAR PALIKA,NATHDWARA,27,PRADEEP KABRA,10th
1703,RAJSAMAND,NAGAR PALIKA,NATHDWARA,28,YASHODA DEVI KUMAWAT,POST GRADUATION
1704,RAJSAMAND,NAGAR PALIKA,NATHDWARA,29,PRAKASH LOHAR,10th
1705,RAJSAMAND,NAGAR PALIKA,NATHDWARA,30,SHESHNARAYAN MALI,10th
1706,RAJSAMAND,NAGAR PALIKA,NATHDWARA,31,ROHIT KUMWAT,10th
1707,RAJSAMAND,NAGAR PALIKA,NATHDWARA,32,DIVYA GEHLOT,POST GRADUATION
1708,RAJSAMAND,NAGAR PALIKA,NATHDWARA,33,KAMLESH KUMAWAT,GRADUATE
1709,RAJSAMAND,NAGAR PALIKA,NATHDWARA,34,LALITA KABRA,12th
1710,RAJSAMAND,NAGAR PALIKA,NATHDWARA,35,UJJWAL LAWATI,10th
1711,RAJSAMAND,NAGAR PALIKA,NATHDWARA,36,ISHWAR LAL MEENA,POST GRADUATION
1712,RAJSAMAND,NAGAR PALIKA,NATHDWARA,37,SHEETAL PALIWAL,12th
1713,RAJSAMAND,NAGAR PALIKA,NATHDWARA,38,PURAN PRAKASH SHRIMALI,12th
1714,RAJSAMAND,NAGAR PALIKA,NATHDWARA,39,CHANDRA KALA MALI,GRADUATE
1715,RAJSAMAND,NAGAR PALIKA,NATHDWARA,40,KANCHAN DEVI,10th
1716,SIKAR,NAGAR PARISAD,SIKAR,1,DAYA SHANKAR,POST GRADUATION
1717,SIKAR,NAGAR PARISAD,SIKAR,2,ABRAR AHMED,10th
1718,SIKAR,NAGAR PARISAD,SIKAR,3,SABINA BANO,LITERATE
1719,SIKAR,NAGAR PARISAD,SIKAR,4,CHHOTE LAL,LITERATE
1720,SIKAR,NAGAR PARISAD,SIKAR,5,ANISHA,LITERATE
1721,SIKAR,NAGAR PARISAD,SIKAR,6,MOHAMMED UMED,LITERATE
1722,SIKAR,NAGAR PARISAD,SIKAR,7,LAXMI DEVI,LITERATE
1723,SIKAR,NAGAR PARISAD,SIKAR,8,NA VEEN,12th
1724,SIKAR,NAGAR PARISAD,SIKAR,9,NEMICHAND SAIN,8th
1725,SIKAR,NAGAR PARISAD,SIKAR,10,SHAMUNA BANO,12th
1726,SIKAR,NAGAR PARISAD,SIKAR,11,WAHIDA BANO,LITERATE
1727,SIKAR,NAGAR PARISAD,SIKAR,12,NEETU,8th
1728,SIKAR,NAGAR PARISAD,SIKAR,13,NAZAMA BANO,LITERATE
1729,SIKAR,NAGAR PARISAD,SIKAR,14,MUBARIK,LITERATE
1730,SIKAR,NAGAR PARISAD,SIKAR,15,SIKANDAR,LITERATE
1731,SIKAR,NAGAR PARISAD,SIKAR,16,ABDUL JABBAR,LITERATE
1732,SIKAR,NAGAR PARISAD,SIKAR,17,ABID HASAN,BBA
1733,SIKAR,NAGAR PARISAD,SIKAR,18,PARMESHWARI,LITERATE
1734,SIKAR,NAGAR PARISAD,SIKAR,19,INDRA SINGH,12th
1735,SIKAR,NAGAR PARISAD,SIKAR,20,ANKIT,9th
1736,SIKAR,NAGAR PARISAD,SIKAR,21,SA VITRI,LITERATE
1737,SIKAR,NAGAR PARISAD,SIKAR,22,NAGENDRA PRATAP SINGH,GRADUATE
1738,SIKAR,NAGAR PARISAD,SIKAR,23,PARDEEP,8th
1739,SIKAR,NAGAR PARISAD,SIKAR,24,SHAYARA BANO,LITERATE
1740,SIKAR,NAGAR PARISAD,SIKAR,25,VINAY SHARMA,LITERATE
1741,SIKAR,NAGAR PARISAD,SIKAR,26,PARMESHWAR LAL SAINI,10th
1742,SIKAR,NAGAR PARISAD,SIKAR,27,ASHOK CHOUDHARY,POST GRADUATION
1743,SIKAR,NAGAR PARISAD,SIKAR,28,SHASHI,PRIMARY
1744,SIKAR,NAGAR PARISAD,SIKAR,29,PAYAL SHARMA,POST GRADUATION
1745,SIKAR,NAGAR PARISAD,SIKAR,30,MUKESH,MCOM LLB
1746,SIKAR,NAGAR PARISAD,SIKAR,31,BHAWANI SINGH,8th
1747,SIKAR,NAGAR PARISAD,SIKAR,32,RAJKUMAR SWAMI,12th
1748,SIKAR,NAGAR PARISAD,SIKAR,33,RAHUL BILKHIWAL,POST GRADUATION
1749,SIKAR,NAGAR PARISAD,SIKAR,34,KHATIJA BANO,10th
1750,SIKAR,NAGAR PARISAD,SIKAR,35,MO. YUNUS,LITERATE
1751,SIKAR,NAGAR PARISAD,SIKAR,36,SABIR HUSSAIN,10th
1752,SIKAR,NAGAR PARISAD,SIKAR,37,ABDUL RAJJAK,12th
1753,SIKAR,NAGAR PARISAD,SIKAR,38,TASLIM,LITERATE
1754,SIKAR,NAGAR PARISAD,SIKAR,39,FARJANA BANO,LITERATE
1755,SIKAR,NAGAR PARISAD,SIKAR,40,JEEWAN KHAN,10th
1756,SIKAR,NAGAR PARISAD,SIKAR,41,GOPAL SINGH,POST GRADUATION
1757,SIKAR,NAGAR PARISAD,SIKAR,42,KAKALA DEVI MISHRA,8th
1758,SIKAR,NAGAR PARISAD,SIKAR,43,ANIL CHOUDHARY,POST GRADUATION
1759,SIKAR,NAGAR PARISAD,SIKAR,44,ASHOK KUMAR CHOUDHARY,10th
1760,SIKAR,NAGAR PARISAD,SIKAR,45,REKHA BIJARNIYA,GRADUATE
1761,SIKAR,NAGAR PARISAD,SIKAR,46,NARU RAM,12th
1762,SIKAR,NAGAR PARISAD,SIKAR,47,SAROJ KANWAR,LITERATE
1763,SIKAR,NAGAR PARISAD,SIKAR,48,GOPAL,GRADUATE
1764,SIKAR,NAGAR PARISAD,SIKAR,49,KOMAL SAINI,10th
1765,SIKAR,NAGAR PARISAD,SIKAR,50,SURESH KUMAR SAINI,12th
1766,SIKAR,NAGAR PARISAD,SIKAR,51,MANJU DEVI,10th
1767,SIKAR,NAGAR PARISAD,SIKAR,52,MOHAR SINGH,10th
1768,SIKAR,NAGAR PARISAD,SIKAR,53,NIRMALA DEVI,GRADUATE
1769,SIKAR,NAGAR PARISAD,SIKAR,54,MUKESH,12th
1770,SIKAR,NAGAR PARISAD,SIKAR,55,VIMAL,12th
1771,SIKAR,NAGAR PARISAD,SIKAR,56,HARI RAM,12th
1772,SIKAR,NAGAR PARISAD,SIKAR,57,VIJAYPAL SINGH,GRADUATE
1773,SIKAR,NAGAR PARISAD,SIKAR,58,MANISH KUMAR,GRADUATE
1774,SIKAR,NAGAR PARISAD,SIKAR,59,MAYA SHARMA,10th
1775,SIKAR,NAGAR PARISAD,SIKAR,60,SARLA DEVI,LITERATE
1776,SIKAR,NAGAR PARISAD,SIKAR,61,MOHMMED TOFIK,DIPLOMA
1777,SIKAR,NAGAR PARISAD,SIKAR,62,MOHAMMED AKRAM KHATRI,12th
1778,SIKAR,NAGAR PARISAD,SIKAR,63,ABDUL LATIF CHOUHAN,LITERATE
1779,SIKAR,NAGAR PARISAD,SIKAR,64,SUGANI,LITERATE
1780,SIKAR,NAGAR PARISAD,SIKAR,65,MO. IQBAL CHOUHAN,LITERATE
1781,SIKAR,NAGAR PALIKA,NEEMKATHANA,1,KRISHAN SAIN,12th
1782,SIKAR,NAGAR PALIKA,NEEMKATHANA,2,REKHA,GRADUATE
1783,SIKAR,NAGAR PALIKA,NEEMKATHANA,3,MAHENDRA GOYAL,GRADUATE
1784,SIKAR,NAGAR PALIKA,NEEMKATHANA,4,SARITA DEWAN,10th
1785,SIKAR,NAGAR PALIKA,NEEMKATHANA,5,GIRDHARI,10th
1786,SIKAR,NAGAR PALIKA,NEEMKATHANA,6,BIMLA,10th
1787,SIKAR,NAGAR PALIKA,NEEMKATHANA,7,MAHESH CHAND MEGOTIA,GRADUATE
1788,SIKAR,NAGAR PALIKA,NEEMKATHANA,8,SANJAY SANGHI,12th
1789,SIKAR,NAGAR PALIKA,NEEMKATHANA,9,CHANDRA SHEKHAR,10th
1790,SIKAR,NAGAR PALIKA,NEEMKATHANA,10,CHAMPA DEVI SHARMA,POST GRADUATION
1791,SIKAR,NAGAR PALIKA,NEEMKATHANA,11,SOMVATI,10th
1792,SIKAR,NAGAR PALIKA,NEEMKATHANA,12,SANTOSH,10th
1793,SIKAR,NAGAR PALIKA,NEEMKATHANA,13,VEENA DEVI,10th
1794,SIKAR,NAGAR PALIKA,NEEMKATHANA,14,POONAM KHAPARWAL,12th
1795,SIKAR,NAGAR PALIKA,NEEMKATHANA,15,VEENA,12th
1796,SIKAR,NAGAR PALIKA,NEEMKATHANA,16,KISHOR,POST GRADUATION
1797,SIKAR,NAGAR PALIKA,NEEMKATHANA,17,PREM SWROOP,GRADUATE
1798,SIKAR,NAGAR PALIKA,NEEMKATHANA,18,JAWAHAR LAL,10th
1799,SIKAR,NAGAR PALIKA,NEEMKATHANA,19,ABHAY SINGH,10th
1800,SIKAR,NAGAR PALIKA,NEEMKATHANA,20,LEKHARAJ,10th
1801,SIKAR,NAGAR PALIKA,NEEMKATHANA,21,SHAKIR ALI,10th
1802,SIKAR,NAGAR PALIKA,NEEMKATHANA,22,MADAN LAL,10th
1803,SIKAR,NAGAR PALIKA,NEEMKATHANA,23,KRISHAN KUMAR,12th
1804,SIKAR,NAGAR PALIKA,NEEMKATHANA,24,MUKTILAL,10th
1805,SIKAR,NAGAR PALIKA,NEEMKATHANA,25,SARVAN KUMAR,GRADUATE
1806,SIKAR,NAGAR PALIKA,NEEMKATHANA,26,KAVITA,POST GRADUATION
1807,SIKAR,NAGAR PALIKA,NEEMKATHANA,27,KAMLESH DEVI,12th
1808,SIKAR,NAGAR PALIKA,NEEMKATHANA,28,SANTOSH SAINI,10th
1809,SIKAR,NAGAR PALIKA,NEEMKATHANA,29,RANJNA,10th
1810,SIKAR,NAGAR PALIKA,NEEMKATHANA,30,SANJEEV MODI,GRADUATE
1811,SIKAR,NAGAR PALIKA,NEEMKATHANA,31,KRISHAN SAINI,12th
1812,SIKAR,NAGAR PALIKA,NEEMKATHANA,32,SA VITRI,10th
1813,SIKAR,NAGAR PALIKA,NEEMKATHANA,33,UMESH KUMAR,GRADUATE
1814,SIKAR,NAGAR PALIKA,NEEMKATHANA,34,ATRAJ,10th
1815,SIKAR,NAGAR PALIKA,NEEMKATHANA,35,RAKESH KUMAR,12th
1816,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,1,GEETA DEVI,8TH
1817,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,2,RAJENDRA SHARMA,8TH
1818,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,3,PRATAP SINGH,9TH
1819,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,4,PURUSHOTTAM,GRADUATE
1820,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,5,MAMTA DEVI,POST GRADUATION
1821,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,6,MAMTA DEVI,LITERATE
1822,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,7,MUKESH KUMAR GADHAWAL,12th
1823,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,8,RAJVEER SINGH,GRADUATE
1824,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,9,PREM NARAYAN VERMA,GRADUATE
1825,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,10,SANGITA,9TH
1826,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,11,ANOKHI,LITERATE
1827,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,12,RA VI SHANKAR,GRADUATE
1828,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,13,LALITA,10th
1829,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,14,SHY AM SUNDAR PUNIY A,10th
1830,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,15,NARENDRA KUMAR MEENA,POST GRADUATION
1831,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,16,DAMODAR PRASAD VERMA,GRADUATE
1832,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,17,PURAN MAL,8TH
1833,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,18,GEETA DEVI,LITERATE
1834,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,19,ANIL SHARMA,LITERATE
1835,SIKAR,NAGAR PALIKA,KHATUSHYAMJI,20,SURESH,10th
1836,SIROHI,NAGAR PALIKA,ABU PARVAT,1,VIKAS AGARWAL,POST GRADUATION
1837,SIROHI,NAGAR PALIKA,ABU PARVAT,2,TINA KUMARI,7th
1838,SIROHI,NAGAR PALIKA,ABU PARVAT,3,NARAYAN SINGH,7th
