sr_no,district,municipal_board_council_corp,name,ward_no,ward_category,elected_member_name,age,party,gender,cand_category
1107,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,47,GEN WOMEN,RANI',58,BJP,FEMALE,GENERAL
1108,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,48,OBC,KOUR SINGH,52,INC,MALE,OBC
1109,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,49,GEN WOMEN,ANJANA,35,INC,FEMALE,GENERAL
1110,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,50,GEN WOMEN,RANJEET KOUR,31,INC,FEMALE,OBC
1111,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,51,GENERAL,SURESH CHANDRA DHAMEEJA,44,BJP,MALE,GENERAL
1112,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,52,GEN WOMEN,BHAGWANI DEVI,44,INC,FEMALE,OBC
1113,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,53,GENERAL,HEMSINGH,44,INC,MALE,GENERAL
1114,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,54,GENERAL,SUNIL KUMAR,23,IND,MALE,OBC
1115,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,55,GENERAL,SINGARAM,30,BJP,MALE,OBC
1116,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,56,SC,VIKAS,25,INC,MALE,SC
1117,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,57,GENERAL,RAJENDRA KUMAR,43,BJP,MALE,OBC
1118,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,58,OBC WOMEN,KURESHA BIBI,31,INC,FEMALE,OBC
1119,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,59,SC WOMEN,REKHA,24,IND,FEMALE,SC
1120,HANUMANGARH,NAGARP ARISHAD,HANUMANGRH,60,GENERAL,ASHOK KUMAR,38,INC,MALE,OBC
1121,JAISALMER,NAGARP ARISHAD,JAISALMER,1,GENERAL,NIRMAL,34,INC,MALE,GENERAL
1122,JAISALMER,NAGARP ARISHAD,JAISALMER,2,GEN WOMEN,RAJ KANWAR,29,BJP,FEMALE,GENERAL
1123,JAISALMER,NAGARP ARISHAD,JAISALMER,3,OBC,Charan singh,30,BJP,MALE,OBC
1124,JAISALMER,NAGARP ARISHAD,JAISALMER,4,GENERAL,Khivsingh,50,INC,MALE,GENERAL
1125,JAISALMER,NAGARP ARISHAD,JAISALMER,5,GENERAL,P urkharam,26,BJP,MALE,OBC
1126,JAISALMER,NAGARP ARISHAD,JAISALMER,6,GENERAL,Motilal,60,BJP,MALE,GENERAL
1127,JAISALMER,NAGARP ARISHAD,JAISALMER,7,ST,ASHOK RAM,32,BJP,MALE,ST
1128,JAISALMER,NAGARP ARISHAD,JAISALMER,8,SC WOMEN,Sakhina,37,IND,FEMALE,SC
1129,JAISALMER,NAGARP ARISHAD,JAISALMER,9,SC,Prakash Kumar,22,INC,MALE,SC
1130,JAISALMER,NAGARP ARISHAD,JAISALMER,10,GENERAL,GIRDHAR SINGH,44,BJP,MALE,GENERAL
1131,JAISALMER,NAGARP ARISHAD,JAISALMER,11,OBC,DEVI SINGH,42,IND,MALE,OBC
1132,JAISALMER,NAGARP ARISHAD,JAISALMER,12,GEN WOMEN,Shanti,43,BJP,FEMALE,OBC
1133,JAISALMER,NAGARP ARISHAD,JAISALMER,13,GENERAL,kamlesh kumar,47,INC,MALE,GENERAL
1134,JAISALMER,NAGARP ARISHAD,JAISALMER,14,GEN WOMEN,Gomati devi,56,BJP,FEMALE,GENERAL
1135,JAISALMER,NAGARP ARISHAD,JAISALMER,15,OBC,SARLA,48,BJP,FEMALE,OBC
1136,JAISALMER,NAGARP ARISHAD,JAISALMER,16,GEN WOMEN,seema,40,BJP,FEMALE,GENERAL
1137,JAISALMER,NAGARP ARISHAD,JAISALMER,17,GEN WOMEN,Neha,33,INC,FEMALE,GENERAL
1138,JAISALMER,NAGARP ARISHAD,JAISALMER,18,GEN WOMEN,Durga devi,50,INC,FEMALE,OBC
1139,JAISALMER,NAGARP ARISHAD,JAISALMER,19,GENERAL,Sodhi khatun,28,INC,FEMALE,OBC
1140,JAISALMER,NAGARP ARISHAD,JAISALMER,20,GENERAL,HARIVALLABHA KALLA,43,INC,MALE,GENERAL
1141,JAISALMER,NAGARP ARISHAD,JAISALMER,21,OBC,gopa ram,28,BJP,MALE,OBC
1142,JAISALMER,NAGARP ARISHAD,JAISALMER,22,GENERAL,KAILASH,24,INC,MALE,OBC
1143,JAISALMER,NAGARP ARISHAD,JAISALMER,23,GENERAL,SUMAR KHAN,57,INC,MALE,OBC
1144,JAISALMER,NAGARP ARISHAD,JAISALMER,24,GENERAL,Praveen kumar,40,INC,MALE,GENERAL
1145,JAISALMER,NAGARP ARISHAD,JAISALMER,25,OBC,arun,30,BJP,MALE,OBC
1146,JAISALMER,NAGARP ARISHAD,JAISALMER,26,GEN WOMEN,Mrinalini Joshi,27,INC,FEMALE,GENERAL
1147,JAISALMER,NAGARP ARISHAD,JAISALMER,27,OBC WOMEN,FIRDOS,34,INC,FEMALE,OBC
1148,JAISALMER,NAGARP ARISHAD,JAISALMER,28,GENERAL,Updesh kumar,61,INC,MALE,OBC
1149,JAISALMER,NAGARP ARISHAD,JAISALMER,29,SC,GHANSHYAM RAM,21,INC,MALE,SC
1150,JAISALMER,NAGARP ARISHAD,JAISALMER,30,ST WOMEN,RUKHI,45,INC,FEMALE,ST
1151,JAISALMER,NAGARP ARISHAD,JAISALMER,31,SC,paras,29,BJP,MALE,SC
1152,JAISALMER,NAGARP ARISHAD,JAISALMER,32,OBC WOMEN,Praveen Boravat,33,BJP,FEMALE,OBC
1153,JAISALMER,NAGARP ARISHAD,JAISALMER,33,GENERAL,Om prakash,49,BJP,MALE,GENERAL
1154,JAISALMER,NAGARP ARISHAD,JAISALMER,34,GENERAL,sikandar khan,35,INC,MALE,OBC
1155,JAISALMER,NAGARP ARISHAD,JAISALMER,35,GENERAL,NARENDRA KUMAR,24,BJP,MALE,OBC
1156,JAISALMER,NAGARP ARISHAD,JAISALMER,36,GENERAL,LEELADHAR,43,INC,MALE,OBC
1157,JAISALMER,NAGARP ARISHAD,JAISALMER,37,GEN WOMEN,CHANCHAL,42,INC,FEMALE,GENERAL
1158,JAISALMER,NAGARP ARISHAD,JAISALMER,38,GENERAL,DURGESH,36,INC,MALE,OBC
1159,JAISALMER,NAGARP ARISHAD,JAISALMER,39,SC WOMEN,Mamta,28,IND,FEMALE,SC
1160,JAISALMER,NAGARP ARISHAD,JAISALMER,40,OBC WOMEN,PUSHPA KANWAR,22,BJP,FEMALE,OBC
1161,JAISALMER,NAGARP ARISHAD,JAISALMER,41,GEN WOMEN,PREM KUMAR,55,INC,FEMALE,GENERAL
1162,JAISALMER,NAGARP ARISHAD,JAISALMER,42,GENERAL,Vikram Singh,42,BJP,MALE,GENERAL
1163,JAISALMER,NAGARP ARISHAD,JAISALMER,43,GENERAL,NARSINGH,31,BJP,MALE,OBC
1164,JAISALMER,NAGARP ARISHAD,JAISALMER,44,OBC,Jagdaan,44,BJP,MALE,OBC
1165,JAISALMER,NAGARP ARISHAD,JAISALMER,45,GENERAL,Pinku kanwar,24,IND,FEMALE,GENERAL
1166,JALORE,NAGAR PARISHAD,JALORE,1,OBC WOMEN,CHANDRAVATI,27,BJP,FEMALE,OBC
1167,JALORE,NAGAR PARISHAD,JALORE,2,SC WOMEN,MAMATA KUMARI,30,INC,FEMALE,SC
1168,JALORE,NAGAR PARISHAD,JALORE,3,GENERAL,DINESH KUMAR,32,IND,MALE,OBC
1169,JALORE,NAGAR PARISHAD,JALORE,4,GEN WOMEN,GEETA,26,INC,FEMALE,OBC
1170,JALORE,NAGAR PARISHAD,JALORE,5,OBC WOMEN,PALLAVI,22,BJP,FEMALE,OBC
1171,JALORE,NAGAR PARISHAD,JALORE,6,GENERAL,MADANRAM,36,BJP,MALE,ST
1172,JALORE,NAGAR PARISHAD,JALORE,7,GENERAL,VIKESH KUMAR,30,BJP,MALE,OBC
1173,JALORE,NAGAR PARISHAD,JALORE,8,SC WOMEN,SUSHILA DEVI,32,IND,FEMALE,SC
1174,JALORE,NAGAR PARISHAD,JALORE,9,GENERAL,AMJAD KHAN,35,IND,MALE,GENERAL
1175,JALORE,NAGAR PARISHAD,JALORE,10,GENERAL,MADANRAJ,60,BJP,MALE,GENERAL
1176,JALORE,NAGAR PARISHAD,JALORE,11,GEN WOMEN,AFROJA,52,INC,FEMALE,OBC
1177,JALORE,NAGAR PARISHAD,JALORE,12,GENERAL,METHI DEVI,49,BJP,FEMALE,OBC
1178,JALORE,NAGAR PARISHAD,JALORE,13,GENERAL,ABDUL RAJAK,35,INC,MALE,OBC
1179,JALORE,NAGAR PARISHAD,JALORE,14,OBC,DEVARAM,49,BJP,MALE,OBC
1180,JALORE,NAGAR PARISHAD,JALORE,15,OBC,BASANT KUMAR,33,INC,MALE,OBC
1181,JALORE,NAGAR PARISHAD,JALORE,16,GEN WOMEN,AFROZA,40,INC,FEMALE,GENERAL
1182,JALORE,NAGAR PARISHAD,JALORE,17,SC,JAGDISH SOLANKI,28,IND,MALE,SC
1183,JALORE,NAGAR PARISHAD,JALORE,18,SC,GOVIND,35,BJP,MALE,SC
1184,JALORE,NAGAR PARISHAD,JALORE,19,OBC,NAND KISHOR,45,IND,MALE,OBC
1185,JALORE,NAGAR PARISHAD,JALORE,20,GEN WOMEN,BHARATI,57,INC,FEMALE,GENERAL
1186,JALORE,NAGAR PARISHAD,JALORE,21,GENERAL,LAXMAN SINGH,29,INC,MALE,OBC
1187,JALORE,NAGAR PARISHAD,JALORE,22,GEN WOMEN,MANISHA GEHLOT,28,BJP,FEMALE,OBC
1188,JALORE,NAGAR PARISHAD,JALORE,23,SC,DINESH KUMAR,48,IND,MALE,SC
1189,JALORE,NAGAR PARISHAD,JALORE,24,SC WOMEN,KIRAN DEVI,30,INC,FEMALE,SC
1190,JALORE,NAGAR PARISHAD,JALORE,25,OBC,CHOUTH SINGH,36,BJP,MALE,OBC
1191,JALORE,NAGAR PARISHAD,JALORE,26,SC,KALU RAM,38,INC,MALE,SC
1192,JALORE,NAGAR PARISHAD,JALORE,27,ST WOMEN,TULASI DEVI,25,BJP,FEMALE,ST (WOMEN)
1193,JALORE,NAGAR PARISHAD,JALORE,28,ST,GEETA KUMARI,22,BJP,FEMALE,ST
1194,JALORE,NAGAR PARISHAD,JALORE,29,ST,OMA RAM,23,IND,MALE,ST
1195,JALORE,NAGAR PARISHAD,JALORE,30,OBC WOMEN,SUKI DEVI,52,INC,FEMALE,OBC
1196,JALORE,NAGAR PARISHAD,JALORE,31,SC,RAJENDRA SOLANKI,47,INC,MALE,SC
1197,JALORE,NAGAR PARISHAD,JALORE,32,GENERAL,MAHESH BHATT,38,BJP,MALE,GENERAL
1198,JALORE,NAGAR PARISHAD,JALORE,33,GENERAL,AMBALAL,43,BJP,MALE,GENERAL
1199,JALORE,NAGAR PARISHAD,JALORE,34,GENERAL,RAJENDRA KUMAR,46,BJP,MALE,OBC
1200,JALORE,NAGAR PARISHAD,JALORE,35,GENERAL,SANWALA RAM,61,IND,MALE,OBC
1201,JALORE,NAGAR PARISHAD,JALORE,36,GENERAL,MISHRIMAL,48,INC,MALE,OBC
1202,JALORE,NAGAR PARISHAD,JALORE,37,OBC,DINESH MHAWAR,33,BJP,MALE,OBC
1203,JALORE,NAGAR PARISHAD,JALORE,38,GENERAL,HIRA RAM,27,BJP,MALE,OBC
1204,JALORE,NAGAR PARISHAD,JALORE,39,GEN WOMEN,MORKI,64,INC,FEMALE,SC
1205,JALORE,NAGAR PARISHAD,JALORE,40,GEN WOMEN,NITU,30,BJP,FEMALE,GENERAL
1206,JALORE,NAGAR PARISHAD,BHINMAL,1,ST,RAMESH KUMAR,27,BJP,MALE,ST
1207,JALORE,NAGAR PARISHAD,BHINMAL,2,ST,VIRARAM,67,BJP,MALE,ST
1208,JALORE,NAGAR PARISHAD,BHINMAL,3,GENERAL,DEEPARAM,25,BJP,MALE,GENERAL
1209,JALORE,NAGAR PARISHAD,BHINMAL,4,GENERAL,GUMANMAL,31,IND,MALE,GENERAL
1210,JALORE,NAGAR PARISHAD,BHINMAL,5,GEN WOMEN,FALU,43,BJP,FEMALE,GEN (WOMEN)
1211,JALORE,NAGAR PARISHAD,BHINMAL,6,OBC,JAYSINGH,39,BJP,MALE,OBC
1212,JALORE,NAGAR PARISHAD,BHINMAL,7,SC,BAGARAM,49,INC,MALE,SC
1213,JALORE,NAGAR PARISHAD,BHINMAL,8,GEN WOMEN,SAMDAR KANWAR,46,BJP,FEMALE,GEN (WOMEN)
1214,JALORE,NAGAR PARISHAD,BHINMAL,9,GENERAL,PREMRAJ,55,INC,MALE,GENERAL
1215,JALORE,NAGAR PARISHAD,BHINMAL,10,SC,PRAKASH KUMAR,22,IND,MALE,SC
1216,JALORE,NAGAR PARISHAD,BHINMAL,11,GENERAL,PRAVIN KUMAR,45,BJP,MALE,GENERAL
1217,JALORE,NAGAR PARISHAD,BHINMAL,12,GEN WOMEN,MANJU DEVI,30,BJP,FEMALE,GEN (WOMEN)
1218,JALORE,NAGAR PARISHAD,BHINMAL,13,OBC,IQBAL KHAN,27,INC,MALE,OBC
1219,JALORE,NAGAR PARISHAD,BHINMAL,14,GENERAL,HAKIM KHAN,61,INC,MALE,GENERAL
1220,JALORE,NAGAR PARISHAD,BHINMAL,15,SC,TALAKA RAM,35,INC,MALE,SC
1221,JALORE,NAGAR PARISHAD,BHINMAL,16,SC WOMEN,SHRIMATI PAWANI,47,IND,FEMALE,SC(WOMEN)
1222,JALORE,NAGAR PARISHAD,BHINMAL,17,GENERAL,MAMTA KANWAR,33,BJP,FEMALE,GENERAL
1223,JALORE,NAGAR PARISHAD,BHINMAL,18,OBC,GOMATI DEVI,34,BJP,FEMALE,OBC
1224,JALORE,NAGAR PARISHAD,BHINMAL,19,GENERAL,VIMLA,56,INC,FEMALE,GENERAL
1225,JALORE,NAGAR PARISHAD,BHINMAL,20,GENERAL,SHANKARLAL,70,INC,MALE,GENERAL
1226,JALORE,NAGAR PARISHAD,BHINMAL,21,GENERAL,HANSA DEVI,23,BJP,FEMALE,GENERAL
1227,JALORE,NAGAR PARISHAD,BHINMAL,22,GENERAL,REKHA KUMARI,27,BJP,FEMALE,GENERAL
1228,JALORE,NAGAR PARISHAD,BHINMAL,23,GEN WOMEN,BHA V ANA,25,INC,FEMALE,GEN (WOMEN)
1229,JALORE,NAGAR PARISHAD,BHINMAL,24,GENERAL,TEJARAM,62,BJP,MALE,GENERAL
1230,JALORE,NAGAR PARISHAD,BHINMAL,25,GEN WOMEN,HEENA DEVI,22,IND,FEMALE,GEN (WOMEN)
1231,JALORE,NAGAR PARISHAD,BHINMAL,26,GENERAL,SANGITA,46,IND,FEMALE,GENERAL
1232,JALORE,NAGAR PARISHAD,BHINMAL,27,OBC WOMEN,VANDANA SHARMA,28,BJP,FEMALE,OBC (WOMEN)
1233,JALORE,NAGAR PARISHAD,BHINMAL,28,GEN WOMEN,SANTOSH KANWAR,39,INC,FEMALE,GEN (WOMEN)
1234,JALORE,NAGAR PARISHAD,BHINMAL,29,OBC,BHOMARAM,63,BJP,MALE,OBC
1235,JALORE,NAGAR PARISHAD,BHINMAL,30,ST WOMEN,BHAVNA KUMARI,22,BJP,FEMALE,ST (WOMEN)
1236,JALORE,NAGAR PARISHAD,BHINMAL,31,OBC,MUSHTAQ ALI,36,INC,MALE,OBC
1237,JALORE,NAGAR PARISHAD,BHINMAL,32,SC WOMEN,SAVITA DEVI,54,INC,FEMALE,SC(WOMEN)
1238,JALORE,NAGAR PARISHAD,BHINMAL,33,SC,CHUNILAL,42,INC,MALE,SC
1239,JALORE,NAGAR PARISHAD,BHINMAL,34,OBC WOMEN,DIMPAL KUMARI,23,INC,FEMALE,OBC (WOMEN)
1240,JALORE,NAGAR PARISHAD,BHINMAL,35,SC,GOUTAM KUMAR,30,INC,MALE,SC
1241,JALORE,NAGAR PARISHAD,BHINMAL,36,GENERAL,RIYA DOSHI,25,IND,FEMALE,GENERAL
1242,JALORE,NAGAR PARISHAD,BHINMAL,37,GENERAL,SHEELA,60,BJP,FEMALE,GENERAL
1243,JALORE,NAGAR PARISHAD,BHINMAL,38,OBC WOMEN,PUSHPA DEVI,47,IND,FEMALE,OBC (WOMEN)
1244,JALORE,NAGAR PARISHAD,BHINMAL,39,GENERAL,SHANKARLAL MAHESHWARI,61,BJP,MALE,GENERAL
1245,JALORE,NAGAR PARISHAD,BHINMAL,40,GEN WOMEN,REKHA DEVI,23,IND,FEMALE,GEN (WOMEN)
1246,JHUNJHUNU,NAGARPALIKA,PILANI,1,OBC WOMEN,DINESH,43,IND,FEMALE,OBC
1247,JHUNJHUNU,NAGARPALIKA,PILANI,2,GEN WOMEN,SUMAN,53,BJP,FEMALE,GENERAL
1248,JHUNJHUNU,NAGARPALIKA,PILANI,3,SC WOMEN,VINOD,38,IND,FEMALE,SC
1249,JHUNJHUNU,NAGARPALIKA,PILANI,4,OBC,SALIM,46,IND,MALE,OBC
1250,JHUNJHUNU,NAGARPALIKA,PILANI,5,OBC WOMEN,MANJU,32,IND,FEMALE,OBC
1251,JHUNJHUNU,NAGARPALIKA,PILANI,6,SC,VISHAL NAYAK,36,IND,MALE,SC
1252,JHUNJHUNU,NAGARPALIKA,PILANI,7,SC,KAMALKANT,40,IND,MALE,SC
1253,JHUNJHUNU,NAGARPALIKA,PILANI,8,GENERAL,PUNIT,33,IND,MALE,GENERAL
1254,JHUNJHUNU,NAGARPALIKA,PILANI,9,OBC,VIKRAM ROHILA,41,IND,MALE,OBC
1255,JHUNJHUNU,NAGARPALIKA,PILANI,10,GENERAL,PANKAJ BHOMIYA,39,IND,MALE,GENERAL
1256,JHUNJHUNU,NAGARPALIKA,PILANI,11,GENERAL,VINOD KUMAR,53,IND,MALE,GENERAL
1257,JHUNJHUNU,NAGARPALIKA,PILANI,12,GENERAL,KISHANLAL,69,IND,MALE,GENERAL
1258,JHUNJHUNU,NAGARPALIKA,PILANI,13,GEN WOMEN,SARITA,40,IND,female,OBC
1259,JHUNJHUNU,NAGARPALIKA,PILANI,14,SC,MANOJ KUMAR,38,IND,MALE,SC
1260,JHUNJHUNU,NAGARPALIKA,PILANI,15,GENERAL,HIRALAL,63,INC,MALE,SC
1261,JHUNJHUNU,NAGARPALIKA,PILANI,16,GENERAL,PARDEEP KUMAR CHOTIYA,46,IND,MALE,GENERAL
1262,JHUNJHUNU,NAGARPALIKA,PILANI,17,GEN WOMEN,POONAM,26,IND,FEMALE,SC
1263,JHUNJHUNU,NAGARPALIKA,PILANI,18,GENERAL,ASHOK KUMAR,40,IND,MALE,OBC
1264,JHUNJHUNU,NAGARPALIKA,PILANI,19,SC,RAJKUMAR,44,BJP,MALE,SC
1265,JHUNJHUNU,NAGARPALIKA,PILANI,20,GEN WOMEN,DIPIKA,41,IND,female,GENERAL
1266,JHUNJHUNU,NAGARPALIKA,PILANI,21,GENERAL,RAJESH KUMAR,45,IND,MALE,GENERAL
1267,JHUNJHUNU,NAGARPALIKA,PILANI,22,GENERAL,VIKASH JAKHODIY A,41,IND,MALE,GENERAL
1268,JHUNJHUNU,NAGARPALIKA,PILANI,23,SC,MAHAVIR,62,IND,MALE,SC
1269,JHUNJHUNU,NAGARPALIKA,PILANI,24,GENERAL,DR HARI SINGH SANKHALA,56,IND,MALE,SC
1270,JHUNJHUNU,NAGARPALIKA,PILANI,25,GEN WOMEN,MAINA,42,IND,female,OBC
1271,JHUNJHUNU,NAGARPALIKA,PILANI,26,GEN WOMEN,SAROJ,39,IND,female,OBC
1272,JHUNJHUNU,NAGARPALIKA,PILANI,27,OBC,OMPARKASH,35,IND,MALE,OBC
1273,JHUNJHUNU,NAGARPALIKA,PILANI,28,GENERAL,CHANDAN,37,IND,MALE,OBC
1274,JHUNJHUNU,NAGARPALIKA,PILANI,29,GENERAL,DEVENDAR SIHAG,31,IND,MALE,OBC
1275,JHUNJHUNU,NAGARPALIKA,PILANI,30,GENERAL,SANDEEP KUMAR,35,IND,MALE,GENERAL
1276,JHUNJHUNU,NAGARPALIKA,PILANI,31,OBC,DHARMENDAR NEHRA,42,BJP,MALE,OBC
1277,JHUNJHUNU,NAGARPALIKA,PILANI,32,GENERAL,T ARACHAND,61,INC,MALE,OBC
1278,JHUNJHUNU,NAGARPALIKA,PILANI,33,SC WOMEN,SARITA NAYAK,35,IND,female,SC
1279,JHUNJHUNU,NAGARPALIKA,PILANI,34,OBC,BHAGWATI PARSHAD,46,IND,MALE,OBC
1280,JHUNJHUNU,NAGARPALIKA,PILANI,35,GEN WOMEN,KRISHANA,34,IND,female,OBC
1281,JHUNJHUNU,NAGARPALIKA,BISAAU,1,GENERAL,KHUSHI MOHAMMAD,65,INC,MALE,GENERAL
1282,JHUNJHUNU,NAGARPALIKA,BISAAU,2,GENERAL,MO. HASEEM KHATRI,31,BJP,MALE,GENERAL
1283,JHUNJHUNU,NAGARPALIKA,BISAAU,3,GENERAL,AKBAR KHAN,66,INC,MALE,GENERAL
1284,JHUNJHUNU,NAGARPALIKA,BISAAU,4,GEN WOMEN,RABIYA,65,INC,FEMALE,GENERAL
1285,JHUNJHUNU,NAGARPALIKA,BISAAU,5,GEN WOMEN,JULEKHA BANO,46,BJP,FEMALE,GENERAL
1286,JHUNJHUNU,NAGARPALIKA,BISAAU,6,GENERAL,MOHAMMAD SALIM,30,INC,MALE,GENERAL
1287,JHUNJHUNU,NAGARPALIKA,BISAAU,7,GENERAL,MOHAMMAD ILIYAS,28,INC,MALE,OBC
1288,JHUNJHUNU,NAGARPALIKA,BISAAU,8,GENERAL,HARUN KHARTI,50,BJP,MALE,GENERAL
1289,JHUNJHUNU,NAGARPALIKA,BISAAU,9,GENERAL,RAMGOPAL,39,INC,MALE,GENERAL
1290,JHUNJHUNU,NAGARPALIKA,BISAAU,10,ST,SHARWAN KUMAR,51,INC,MALE,ST
1291,JHUNJHUNU,NAGARPALIKA,BISAAU,11,GEN WOMEN,LALITA JAKHODIYA,27,IND,FEMALE,GENERAL
1292,JHUNJHUNU,NAGARPALIKA,BISAAU,12,OBC,MUSTAQ ALI,32,INC,MALE,OBC
1293,JHUNJHUNU,NAGARPALIKA,BISAAU,13,SC WOMEN,MANOJ DEVI,30,INC,FEMALE,SC
1294,JHUNJHUNU,NAGARPALIKA,BISAAU,14,GENERAL,RAMA VT AR,23,IND,MALE,OBC
1295,JHUNJHUNU,NAGARPALIKA,BISAAU,15,GENERAL,YUSUF ALI,45,INC,MALE,GENERAL
1296,JHUNJHUNU,NAGARPALIKA,BISAAU,16,OBC WOMEN,NASREEN,64,INC,FEMALE,OBC
1297,JHUNJHUNU,NAGARPALIKA,BISAAU,17,OBC WOMEN,SUMAN DEVI,51,BJP,FEMALE,OBC
1298,JHUNJHUNU,NAGARPALIKA,BISAAU,18,GEN WOMEN,SULOCHANA,50,IND,FEMALE,GENERAL
1299,JHUNJHUNU,NAGARPALIKA,BISAAU,19,GEN WOMEN,MANJU,53,BJP,FEMALE,GENERAL
1300,JHUNJHUNU,NAGARPALIKA,BISAAU,20,GEN WOMEN,DR. KAMALA,39,INC,FEMALE,GENERAL
1301,JHUNJHUNU,NAGARPALIKA,BISAAU,21,OBC,MOHMMAD SADIQ,59,INC,MALE,OBC
1302,JHUNJHUNU,NAGARPALIKA,BISAAU,22,SC,NEMICHAND,37,INC,MALE,SC
1303,JHUNJHUNU,NAGARPALIKA,BISAAU,23,GENERAL,ABDUL KAREEM,65,INC,MALE,OBC
1304,JHUNJHUNU,NAGARPALIKA,BISAAU,24,GENERAL,MO. SAVEER,29,INC,MALE,OBC
1305,JHUNJHUNU,NAGARPALIKA,BISAAU,25,OBC,PARMESHWAR LAL PRAJAPATI,33,INC,MALE,OBC
1306,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,1,SC,NAVEEN KUMAR,31,INC,MALE,SC
1307,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,2,GENERAL,ISHAK,54,INC,MALE,GENERAL
1308,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,3,WOMEN,NAJIMA,56,INC,FEMALE,GEN (WOMEN)
1309,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,4,OBC WOMEN,SHIV ANGI,30,INC,FEMALE,OBC (WOMEN)
1310,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,5,OBC WOMEN,SUNITA REWAR,37,INC,FEMALE,OBC (WOMEN)
1311,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,6,WOMEN,BATULLA,69,IND,FEMALE,GEN (WOMEN)
1312,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,7,WOMEN,SARDA,44,INC,FEMALE,GEN (WOMEN)
1313,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,8,GENERAL,SUMAN,39,BJP,FEMALE,GEN (WOMEN)
1314,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,9,WOMEN,RENU JHAJHARIA,41,INC,FEMALE,GEN (WOMEN)
1315,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,10,obc,SUMAN JANU,39,BJP,FEMALE,OBC (WOMEN)
1316,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,11,GENERAL,MANJU DEVI,30,INC,FEMALE,GEN (WOMEN)
1317,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,12,GENERAL,PRAMOD BUDANIA,23,BJP,MALE,OBC
1318,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,13,GENERAL,PREM SINGH,37,INC,MALE,GENERAL
1319,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,14,obc,RAKESH KUMAR,39,INC,MALE,OBC
1320,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,15,GENERAL,NEELAM,37,BJP,FEMALE,GEN (WOMEN)
1321,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,16,WOMEN,HEENA KOSHAR,23,INC,FEMALE,GEN (WOMEN)
1322,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,17,WOMEN,SAKIRA,38,INC,FEMALE,GEN (WOMEN)
1323,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,18,GENERAL,ADNAN,27,INC,MALE,OBC
1324,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,19,OBC WOMEN,SABINA,36,INC,FEMALE,OBC (WOMEN)
1325,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,20,GENERAL,BHANWAR ALI,64,INC,MALE,GENERAL
1326,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,21,SC WOMEN,POOJA,31,INC,FEMALE,SC(WOMEN)
1327,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,22,obc,ASHOK,29,IND,MALE,OBC
1328,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,23,WOMEN,DHARMA DEVI,55,IND,FEMALE,GEN (WOMEN)
1329,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,24,GENERAL,ANITA AGARWAL,50,BJP,FEMALE,GEN (WOMEN)
1330,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,25,SC,SURAJ,38,IND,MALE,SC
1331,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,26,obc,SAJJID HUSSAIN,33,INC,MALE,OBC
1332,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,27,GENERAL,YUNUS ALI,32,IND,MALE,OBC
1333,JHUNJHUNU,NAGARP ARISHAD,JHUNJHUNU,28,SC WOMEN,KUSUMLA T A,32,IND,FEMALE,SC(WOMEN)
