state,year,district,block,body,gram_panchayat,ward_no,ward_name,tier,tier_local,reservation,caste_reservation,woman_reserved,reservation_raw,listing_scope,script,sc_reserved_ward_count,st_reserved_ward_count,women_reserved_ward_count,source_path,source_page,source_pdf,source_url,source_capture
Assam,2025,Kamrup Metropolitan,Chandrapur,Chandrapur,Chandrapur,,,gp_head,Gaon Panchayat President,Other than Woman,NONE,0,Unreserved,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Kamarkuchi,Kamarkuchi,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Women,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Digaru,Digaru,,,gp_head,Gaon Panchayat President,ST Other than Woman,ST,0,ST,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Barkhat,Barkhat,,,gp_head,Gaon Panchayat President,ST Woman,ST,1,ST(Women),all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Baruabari,Baruabari,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Women,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Hahara,Hahara,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Women,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Sonapur,Sonapur,,,gp_head,Gaon Panchayat President,Other than Woman,NONE,0,Unreserved,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Tetelia,Tetelia,,,gp_head,Gaon Panchayat President,Other than Woman,NONE,0,Unreserved,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Nartap,Nartap,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Women,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Khetri,Khetri,,,gp_head,Gaon Panchayat President,Other than Woman,NONE,0,Unreserved,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Maloibari,Maloibari,,,gp_head,Gaon Panchayat President,SC Woman,SC,1,SC(Women),all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Dhupguri,Dhupguri,,,gp_head,Gaon Panchayat President,Other than Woman,NONE,0,Unreserved,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Kamrup Metropolitan,Dimoria,Topatoli,Topatoli,,,gp_head,Gaon Panchayat President,SC Other than Woman,SC,0,SC,all_seats,latin,,,,data/assam/2025_reservation/reservation_kamrup_m.pdf,2,reservation_kamrup_m.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/reservation-kamrup-m.pdf,
Assam,2025,Hailakandi,Hailakandi,Uttar Kanchanpur,Uttar Kanchanpur,,,gp_head,Gaon Panchayat President,SC Woman,SC,1,SC (Woman),reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,2,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Hailakandi,Kalinagar,Kalinagar,,,gp_head,Gaon Panchayat President,SC Woman,SC,1,SC (Woman),reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,2,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Hailakandi,Paikan Tupkhana,Paikan Tupkhana,,,gp_head,Gaon Panchayat President,SC Other than Woman,SC,0,SC,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,2,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Hailakandi,Burnie Brease,Burnie Brease,,,gp_head,Gaon Panchayat President,SC Woman,SC,1,SC (Woman),reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,2,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,South Hailakandi,Gharmura Ramnathpur,Gharmura Ramnathpur,,,gp_head,Gaon Panchayat President,SC Other than Woman,SC,0,SC,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,South Hailakandi,Niskar,Niskar,,,gp_head,Gaon Panchayat President,SC Other than Woman,SC,0,SC,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Katlicherra,Lalchorra,Lalchorra,,,gp_head,Gaon Panchayat President,SC Woman,SC,1,SC (Woman),reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Lala,Joykrishnapur,Joykrishnapur,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Algapur,Rangauti,Rangauti,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Katlicherra,Rangabak,Rangabak,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Hailakandi,Gaglacherra Joshnabad,Gaglacherra Joshnabad,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Algapur,Bashbari,Bashbari,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Algapur,Bowerghat,Bowerghat,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Hailakandi,Umednagar Chandrapur,Umednagar Chandrapur,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Lala,Mohammadpur Sahabad,Mohammadpur Sahabad,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Algapur,Seriespore,Seriespore,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Algapur,Narayanpur Bakrihawar,Narayanpur Bakrihawar,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Lala,Pachim Kitterbond,Pachim Kitterbond,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Katlicherra,Ayenakhal,Ayenakhal,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,South Hailakandi,Dholai Bagan,Dholai Bagan,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Katlicherra,Lalacherra Vernerpur,Lalacherra Vernerpur,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Hailakandi,Rajyeswarpur,Rajyeswarpur,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Lala,Kanchanpur,Kanchanpur,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Algapur,Algapur Mohanpur,Algapur Mohanpur,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
Assam,2025,Hailakandi,Algapur,Nitainagar,Nitainagar,,,gp_head,Gaon Panchayat President,Woman,NONE,1,Woman,reserved_only,latin,,,,data/assam/2025_reservation/notification_reservation_hailakandi.pdf,3,notification_reservation_hailakandi.pdf,https://sec.assam.gov.in/pdf/panchayat-election/reservation/Notification reservation hailakandi.pdf,
