ElectionType,ElectionDuration,District,PanchayatSamiti,SrNo,NameOfGramPanchyat,CategoryOfGramPanchyat,TotalNoOfContestingCandidate,ElectedUnoppose,TotalElectorateVotes,TotalPolledVotes,RejectedVotes,TotalValidVotes,PollPercent,WinnerCandidateName,ViewPledge,VoteSecureByWinner,RunnerupCandidateName,VoteSecureByRunnerup,TotalNoOfNOTACount,TenderedVotes
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,32,NOKHA CHANDAWATA,General,4,NO,3565,3133,0,3133,87.88,SHIVRAM SINGH,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20223P01P51PM.pdf,1612,PRABHURAM,1151,19,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,33,OLADAN,General,2,NO,3506,3189,0,3189,90.96,BHANWARSINGH,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20223P02P23PM.pdf,1736,RAMVILAS,1421,32,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,34,PUNDALU,General (Woman),3,NO,4721,4202,0,4202,89.01,MUNNI DEVI,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20223P03P09PM.pdf,2041,BABU DEVI,1064,79,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,35,REN,SC,10,NO,8497,6436,0,6436,75.74,RAMKISHOR MEGHWAL,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20223P03P23PM.pdf,2246,JETHARAM,1759,63,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,36,RIYA SHYAMDAS,SC (Woman),3,NO,4273,3520,0,3520,82.38,MAMTA TANWAR,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P56P33PM.pdf,1403,SAYARI,1206,50,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,37,ROL CHANDAWATA,General,6,NO,4447,3835,0,3835,86.24,ARJUN RAM,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_3K3K20223P43P33PM.pdf,1403,HANSA KANWAR,739,41,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,38,SATLWAS,General,7,NO,1866,1709,0,1709,91.59,PUNA RAM,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P56P48PM.pdf,634,SHARWAN RAM LATIYAL,564,8,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,39,SOGAWAS,SC,6,NO,4187,3621,0,3621,86.48,CHHOTURAM,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P57P02PM.pdf,1226,PARMA DEVI,1041,34,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,40,TALNPUR,SC,4,NO,3636,3127,0,3127,86.0,BHAKAR RAM,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20222P57P17PM.pdf,1737,MAITHEE DEVI,964,33,0
General Election,SEP-OCT 2020,NAGAUR,MERTA PANCHAYAT SAMITI,41,TUKALIYA,OBC,5,NO,4046,3469,0,3469,85.74,RAMSWAROOP,https://sec.rajasthan.gov.in/Nominations/187_SARPANCH_EROMERT1_2K18K20223P04P39PM.pdf,1036,GOPARAM,933,54,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,1,BADBAR,General,9,NO,4421,3328,0,3328,75.28,VINOD KUMAR,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P13P32PM.pdf,898,MUKESH KUMAR YADAV,817,21,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,2,BHALOTH,General (Woman),3,NO,2658,2254,0,2254,84.8,SANTOSH,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P14P29PM.pdf,879,GYARSI,732,16,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,3,BHIRR,OBC,5,NO,3512,2742,0,2742,78.08,SHEES RAM,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P14P40PM.pdf,951,ISHWAR SINGH,873,11,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,4,BUHANA,General,7,NO,7541,5978,0,5978,79.27,DASRATH SINGH,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P14P50PM.pdf,1461,ROHITASH SINGH,1372,58,1
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,5,DEVLAWAS,SC,4,NO,2838,2223,0,2223,78.33,TULA RAM,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P23P19PM.pdf,1216,RAJENDER KUMAR,656,10,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,6,DHANI BHALOTH,General,7,NO,4159,3209,0,3209,77.16,OM PRAKASH,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P15P04PM.pdf,1285,ROSHAN LAL,730,0,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,7,DHOOLWA,OBC,5,NO,3404,2733,0,2733,80.29,GIRDHARI LAL MAWAT,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P15P17PM.pdf,875,RATAN LAL,829,22,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,8,GADLI,OBC (Woman),8,NO,3337,2745,0,2745,82.26,SURESH,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P23P05PM.pdf,540,SANTRA,486,19,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,9,GHASERA,General,5,NO,3570,2812,0,2812,78.77,PARDEEP KUMAR,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P15P29PM.pdf,996,RANJANA DEVI,778,0,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,10,GUNTI,General,5,NO,3407,2938,0,2938,86.23,NIRAJ KUMAR,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P15P42PM.pdf,1100,KALISH CHAND,811,19,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,11,JHANJHA,OBC (Woman),3,NO,4367,3575,0,3575,81.86,VIDHYA DEVI,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P15P56PM.pdf,1793,MURTI DEVI,1560,25,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,12,JHARODA,General (Woman),8,NO,3919,3018,0,3018,77.01,POONAM,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P16P11PM.pdf,767,NIRMLA,555,11,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,13,KAJLA,SC,9,NO,4806,3549,0,3549,73.85,YOGESH KUMAR,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P16P26PM.pdf,823,ISHWAR SINGH,761,15,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,14,KALAKHARI,General,11,NO,4303,3361,0,3361,78.11,VIRENDER SINGH YADAV,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P16P54PM.pdf,1011,RAJ KUMAR,853,16,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,15,KHANDWA,General (Woman),7,NO,3097,2604,0,2604,84.08,SUNITA,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P17P19PM.pdf,727,RAM RATI,687,14,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,16,KUHARWAS,OBC,6,NO,3117,2451,0,2451,78.63,KAVITA,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P19P27PM.pdf,762,MEER SINGH,676,22,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,17,Lalamandi,SC (Woman),4,NO,3193,2554,0,2554,79.99,SUNITA DEVI,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P22P55PM.pdf,1040,GEETA DEVI,862,10,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,18,LAMBI AHEER,General (Woman),6,NO,4238,3368,0,3368,79.47,NEERU YADAV,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P19P41PM.pdf,1240,SALMA KUMARI,1195,15,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,19,PACHERI KALAN,General (Woman),3,NO,4406,3532,0,3532,80.16,SAVITA,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P20P11PM.pdf,1800,CHAND KANWAR,1207,59,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,20,PANTHROLI,General (Woman),2,NO,3667,3095,0,3095,84.4,SUNITA,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P20P26PM.pdf,1776,RAJ DEVI,1291,28,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,21,RAIPUR AHEERAN,SC (Woman),5,NO,3500,2438,0,2438,69.66,MAMTA,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P24P44PM.pdf,812,KRISHANA,727,23,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,22,SANTOR,General,4,NO,4073,3353,0,3353,82.32,SUNIT KUMAR,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P22P06PM.pdf,1583,VIKRAM SINGH,1106,11,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,23,SOHLI,General (Woman),6,NO,3155,2602,0,2602,82.47,RISHAL DEVI,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P22P19PM.pdf,903,BHARTHO,552,19,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,24,SULTANA AHEERAN,SC,3,NO,3480,2778,0,2778,79.83,KARMVEER,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P22P32PM.pdf,1529,CHOTE LAL,858,29,0
General Election,SEP-OCT 2020,JHUNJHUNU,BUHANA PANCHAYAT SAMITI,25,UDAMANDI,General (Woman),7,NO,3553,2962,0,2962,83.37,HAWA KOR,https://sec.rajasthan.gov.in/Nominations/154_SARPANCH_DEOJHUN1_2K25K20221P22P42PM.pdf,1451,MAYA KOR,779,12,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,1,ALSISAR,General,4,NO,4525,3524,0,3524,77.88,HARUN BHATI,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P03P41PM.pdf,1542,KULDEEP KUMAR POONIA,1219,40,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,2,BADET,SC (Woman),4,NO,3438,2760,0,2760,80.28,SANTOSH DEVI,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P03P49PM.pdf,1557,MANI,1102,22,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,3,BAJLA,General (Woman),4,NO,2764,2410,0,2410,87.19,VIMLA,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P03P58PM.pdf,1317,SUSHILA,1060,7,1
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,4,BHUDA KA BAS,General,3,NO,2915,2498,0,2498,85.69,SITARAM SHARMA,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P04P13PM.pdf,1260,ANIL KUMAR KHICHAR,1064,19,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,5,CHANDWA,SC,5,NO,2582,2107,0,2107,81.6,SOHAN LAL,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P02P40PM.pdf,997,MOOLCHAND,844,21,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,6,CHURELA,General (Woman),4,NO,2314,2042,0,2042,88.25,BIMILA,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P04P25PM.pdf,1159,MAMTA,680,4,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,7,DABRI DHEERSINGH,OBC (Woman),3,NO,3369,2409,0,2409,71.5,SUSHILA,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P04P37PM.pdf,1202,SAYAR,940,31,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,8,DHANURI,OBC (Woman),2,NO,3529,2984,0,2984,84.56,RUKSHANA BANO,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P04P48PM.pdf,1842,SULTANA BANO,1126,0,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,9,DHEELSAR,OBC,2,NO,3063,2553,0,2553,83.35,ROHITASH,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P04P57PM.pdf,1642,AMAR CHAND,892,19,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,10,GANGIYASAR,OBC (Woman),7,NO,5066,3867,0,3867,76.33,TAJ BANO,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P05P07PM.pdf,1287,KESHAR DEVI,932,16,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,11,GOKHRI,General (Woman),3,NO,1997,1745,0,1745,87.38,LALITA DEVI,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P05P57PM.pdf,1177,BIMLA,539,14,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,12,HAMEERI KALAN,General,7,NO,2503,2089,0,2089,83.46,DEEPAK JANU,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P06P08PM.pdf,798,RESHMI,719,8,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,13,HANSASAR,General (Woman),3,NO,2823,2340,0,2340,82.89,SHUSHILA CHOUDHARY,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P06P21PM.pdf,1144,YOGITA JAKHAR,1119,19,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,14,HANSASARI,SC,5,NO,2485,2029,0,2029,81.65,SILOCHANA,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P03P31PM.pdf,723,SANJAY,621,0,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,15,HARIPURA,General (Woman),3,NO,3223,2675,0,2675,83.0,SUMAN DEVI,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P06P32PM.pdf,1256,Maya kor,1096,16,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,16,JABASAR,General,5,NO,3036,2441,0,2441,80.4,IRSHAD ALI,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P06P48PM.pdf,1419,MOHD. ISHMAIL KHAN,604,6,1
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,17,JHATAWA KHURD,OBC,4,NO,3331,2652,0,2652,79.62,SUMAR SINGH,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P07P00PM.pdf,1377,BADRI PRASAD,722,8,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,18,KAKREU KALAN,General,7,NO,4081,3372,0,3372,82.63,RAMPRATAP SINGH,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P07P12PM.pdf,1642,POOJA KUMARI,1040,14,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,19,KALIYASAR,SC (Woman),4,NO,3136,2496,0,2496,79.59,BAHWARI ROLAN,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P07P26PM.pdf,904,MANJU DEVI,900,19,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,20,KANT,General (Woman),4,NO,3102,2511,0,2511,80.95,PRAMESHWARI,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P08P11PM.pdf,1366,KALSUM BANO,1027,9,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,21,KODESAR,General,3,NO,2704,2267,0,2267,83.84,VIKAS KUMAR,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P08P51PM.pdf,1271,TARAMANI,671,17,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,22,KOLINDA,General (Woman),6,NO,2901,2542,0,2542,87.62,RAJEEDA BANO,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P12P51PM.pdf,765,NITU,702,8,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,23,LADUSAR,SC,4,NO,4177,3084,0,3084,73.83,BALBIR SINGH,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P13P30PM.pdf,1051,DURGA RAM,1016,20,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,24,LOONA,General (Woman),2,NO,2847,2404,0,2404,84.44,VINOD DEVI,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P13P54PM.pdf,1538,SHAKUNTLA SHARMA,855,0,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,25,LOOTU,ST (Woman),3,NO,2782,2016,0,2016,72.47,GEETA,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P03P01PM.pdf,1503,SAVITRI,275,46,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,26,MALSISAR,OBC,8,NO,10660,7611,0,7611,71.4,TARA CHAND,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P14P27PM.pdf,2424,BISMILLA,2140,89,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,27,NAAND,SC,3,NO,2267,1916,0,1916,84.52,RAJPAL,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P03P21PM.pdf,743,KABUL SINGH,653,7,1
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,28,NIRADHANU,General,7,NO,3539,2899,0,2899,81.92,TEJ KANWAR,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P14P39PM.pdf,942,JAGDEESH PARSAD,714,12,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,29,PEETHUSAR,SC (Woman),3,NO,2491,1973,0,1973,79.21,TARAMANI,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P02P29PM.pdf,734,GEETA,681,0,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,30,RAMPURA,OBC,3,NO,3688,3071,0,3071,83.27,DHARPAL,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P14P50PM.pdf,1440,RAGHUVEER,893,18,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,31,SONASAR,General,3,NO,4107,3622,0,3622,88.19,SAHIRAM,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P15P05PM.pdf,1914,ROHITAS,1381,23,0
General Election,SEP-OCT 2020,JHUNJHUNU,ALSISAR PANCHAYAT SAMITI,32,TAMKOR,General (Woman),5,NO,4198,3780,0,3780,90.04,SANTOSH DEVI,https://sec.rajasthan.gov.in/Nominations/153_SARPANCH_DEOJHUN1_2K28K20222P15P16PM.pdf,1591,MEERA DEVI,1530,0,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,1,ALIPUR,General (Woman),5,NO,4205,3483,0,3483,82.83,PARMESHWARI,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202211P56P09AM.pdf,987,PINKI KUMARI,854,27,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,2,ARDAWATA,General (Woman),4,NO,4553,3736,0,3736,82.06,SUMAN DEVI,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202211P56P20AM.pdf,1850,BASESARI DEVI,1579,29,1
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,3,BAKHTAWARPURA,General,5,NO,2841,2195,0,2195,77.26,ANIL,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202211P57P09AM.pdf,742,MAHENDRA SINGH,691,39,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,4,BHAMARWASI,General (Woman),5,NO,3724,2918,0,2918,78.36,KAMLA,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202211P57P22AM.pdf,1307,MAINA KANWAR,763,20,1
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,5,BHUKANA,SC (Woman),5,NO,3650,2863,0,2863,78.44,GEETA,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202211P57P47AM.pdf,1279,SUNITA,1176,14,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,6,BUDANIYA,General,5,NO,4815,4128,0,4128,85.73,HANUMAN SINGH,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202211P58P30AM.pdf,1518,AKSHAY KUMAR,948,58,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,7,CHANANA,OBC,9,NO,6501,5102,0,5102,78.48,CHARAN SINGH,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202211P58P54AM.pdf,1424,GURUDAYAL,1263,26,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,8,DHATARWALA,General (Woman),3,NO,3255,2646,0,2646,81.29,SUNITA,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202211P59P09AM.pdf,1397,KAUSHALYA,976,19,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,9,GIDANIYA,General (Woman),9,NO,5146,4254,0,4254,82.67,NAVINA,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202212P00P20PM.pdf,1036,TWINKAL KANWAR,904,17,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,10,GOWLA,OBC (Woman),3,NO,3716,3023,0,3023,81.35,NIRMALA DEVI,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202212P00P32PM.pdf,1383,ANUSUIYA,1127,28,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,11,KEHARPURA KALAN,General (Woman),2,NO,3549,2793,0,2793,78.7,VEDKORE,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202212P00P41PM.pdf,2416,SAROJ KUMARI,362,15,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,12,KHUDANA,SC,3,NO,4006,2834,0,2834,70.74,MAHABEER SINGH,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202212P00P53PM.pdf,1450,LACHHU RAM,784,31,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,13,KISHORPURA,ST,2,NO,4967,4109,0,4109,82.73,DIPESH MEENA,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202212P04P27PM.pdf,2367,VINOD KUMAR,1684,58,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,14,KITHANA,General (Woman),4,NO,5957,4942,0,4942,82.96,SUBHITA,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202212P07P40PM.pdf,1979,BIRALA,1715,23,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,15,LAMBA,General (Woman),7,NO,4768,3864,0,3864,81.04,KRISHANA DEVI,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202212P08P09PM.pdf,1128,SANTOSH DEVI,1008,23,0
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,16,LAMBA GOTHRI,OBC,4,NO,3520,2811,0,2811,79.86,SANJAY KUMAR SAINI,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202212P09P49PM.pdf,1366,SUNIL,1225,21,1
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,17,NARHAR,General,5,NO,5907,4994,0,4994,84.54,JAY SINGH,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202212P10P06PM.pdf,1939,SUNITA,1704,67,1
General Election,SEP-OCT 2020,JHUNJHUNU,CHIRAWA PANCHAYAT SAMITI,18,NARI,OBC (Woman),4,NO,3050,2639,0,2639,86.52,ROMIN,https://sec.rajasthan.gov.in/Nominations/155_SARPANCH_DEOJHUN1_3K4K202212P11P39PM.pdf,905,TARAMANI,845,11,0
