sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2015,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,gp_new_2010,dist,nuke
3141,CHITTORGARH,BHAINSRORGARH,BADODIYA,General,BABU MOHAMMAD,NA,General,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHbadodiya,2936,CHITTORGARH,BHENSRODGARH,BARODIA,ST,VIJAY SINGH MEENA,MALE,ST,badodiya,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHbadodiya,2873,CHITTORGARH,BHAINSRORGARH,BADODIY A,GEN,KRISHNA KANWAR,F,GENW,badodiya,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHbadodiya,0,NA,badodiya,0,0
3142,CHITTORGARH,BHAINSRORGARH,BADOLIYA,ST,KALI BAI,NA,ST,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHbadoliya,2933,CHITTORGARH,BHENSRODGARH,BADOLIA,SC,KUSHAL KUMAR BADESHA,MALE,SC,badoliya,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHbadoliya,2874,CHITTORGARH,BHAINSRORGARH,BADOLIY A,GEN,KESHAR,F,GENW,badoliya,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHbadoliya,0,NA,badoliya,0,0
3143,CHITTORGARH,BHAINSRORGARH,BALKUNDIKALAN,General (Woman),CHANDA BAI,NA,OBC,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHbalkundikalan,2934,CHITTORGARH,BHENSRODGARH,BALKUNDI KALA,SC,MOHAN LAL MEGHWAL,MALE,SC,balkundikalan,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHbalkundikalan,2875,CHITTORGARH,BHAINSRORGARH,BALKUNDIKALAN,ST,PRAKASH,M,ST,balkundikalan,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHbalkundikalan,0,NA,balkundikalan,0,0
3144,CHITTORGARH,BHAINSRORGARH,BARKHEDA,ST,CHAUTHMAL BHEEL,NA,ST,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHbarkheda,2935,CHITTORGARH,BHENSRODGARH,BARKHEDA,GEN,GIRIRAJ GUPTA,MALE,GEN,barkheda,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHbarkheda,2876,CHITTORGARH,BHAINSRORGARH,BARKHEDA,GENW,KALLU BAI REBARI,F,OBCW,barkheda,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHbarkheda,0,NA,barkheda,0,0
3145,CHITTORGARH,BHAINSRORGARH,BHAINSROADGARH,ST,KANA BHEEL,NA,ST,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHbhainsroadgarh,2937,CHITTORGARH,BHENSRODGARH,BHENSRODGARH,ST,RAM LAL,MALE,ST,bhainsroadgarh,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHbhainsroadgarh,2877,CHITTORGARH,BHAINSRORGARH,BHAINSROADGARH,GENW,URMILA GOAR,F,GENW,bhainsroadgarh,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHbhainsroadgarh,0,NA,bhainsroadgarh,0,0
3146,CHITTORGARH,BHAINSRORGARH,BORAV,General (Woman),NIRMALA DHAKAR,NA,OBC,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHborav,2938,CHITTORGARH,BHENSRODGARH,BORAV,GEN W,SHANTI DEVI,FEMALE,GEN,borav,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHborav,2878,CHITTORGARH,BHAINSRORGARH,BORAV,STW,KAMLA BAI MEENA,F,STW,borav,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHborav,0,NA,borav,0,0
3147,CHITTORGARH,BHAINSRORGARH,DEVPURA,ST (Woman),ANIT A,NA,ST,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHdevpura,2939,CHITTORGARH,BHENSRODGARH,DEVPURA,GEN,SAGAR MAL PUROHIT,MALE,GEN,devpura,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHdevpura,2879,CHITTORGARH,BHAINSRORGARH,DEVPURA,GEN,SAGAR MAL,M,GEN,devpura,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHdevpura,0,NA,devpura,0,0
3148,CHITTORGARH,BHAINSRORGARH,DHANGADMAUKALAN,OBC,SURESH KUMAR,NA,OBC,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHdhangadmaukalan,2940,CHITTORGARH,BHENSRODGARH,DHANGADMAU KALA,GEN,CHAND MAL JAIN,MALE,GEN,dhangadmaukalan,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHdhangadmaukalan,2880,CHITTORGARH,BHAINSRORGARH,DHANGADMAUKALAN,STW,GANGA BAI BHEEL,F,STW,dhangadmaukalan,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHdhangadmaukalan,0,NA,dhangadmaukalan,0,0
3150,CHITTORGARH,BHAINSRORGARH,EKLINGPURA,General,SATYANARAYAN,NA,OBC,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHeklingpura,2942,CHITTORGARH,BHENSRODGARH,EAKLINGPURA,ST,DURGA SHANKER BHEEL,MALE,ST,eklingpura,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHeklingpura,2882,CHITTORGARH,BHAINSRORGARH,EKLINGPURA,SCW,SONU,F,SCW,eklingpura,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHeklingpura,0,NA,eklingpura,0,0
3152,CHITTORGARH,BHAINSRORGARH,JALKHEDA,General (Woman),KAILASH BAI DHAKAR,NA,OBC,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHjalkheda,2944,CHITTORGARH,BHENSRODGARH,JALKHEDA,GEN,HUKAM CHAND GUPTA,MALE,GEN,jalkheda,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHjalkheda,2884,CHITTORGARH,BHAINSRORGARH,JALKHEDA,ST,OM PRAKASH MEENA,M,ST,jalkheda,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHjalkheda,0,NA,jalkheda,0,0
3153,CHITTORGARH,BHAINSRORGARH,JAWADA,ST,GANGARAM BHEEL,NA,ST,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHjawada,2945,CHITTORGARH,BHENSRODGARH,JAWADA,GEN W,GATTU KANWAR,FEMALE,GEN,jawada,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHjawada,2885,CHITTORGARH,BHAINSRORGARH,JAW ADA,SC,SHAMBHU LAL,M,SC,jawada,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHjawada,0,NA,jawada,0,0
3154,CHITTORGARH,BHAINSRORGARH,JHARJHANI,ST (Woman),BEENA KUMARI,NA,ST,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHjharjhani,2947,CHITTORGARH,BHENSRODGARH,JHARJHANI,SC W,LAXMI BAI,FEMALE,SC,jharjhani,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHjharjhani,2886,CHITTORGARH,BHAINSRORGARH,JHARJHANI,OBC,RAJENDRA KUMAR,M,OBC,jharjhani,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHjharjhani,0,NA,jharjhani,0,0
3156,CHITTORGARH,BHAINSRORGARH,KUAKHEDA (JAWAHAR NAGAR),ST,NANDLAL MEENA,NA,ST,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHkuakheda (jawahar nagar),2946,CHITTORGARH,BHENSRODGARH,JAWAHAR NAGAR (KUA KHERA),GEN,ONKAR LAL MEENA,MALE,ST,kuakheda (jawahar nagar),CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHkuakheda (jawahar nagar),2888,CHITTORGARH,BHAINSRORGARH,KUAKHEDA (JAWAHAR NAGAR),GENW,GYARASI BAI,F,OBCW,kuakheda (jawahar nagar),CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHkuakheda (jawahar nagar),0,NA,kuakheda (jawahar nagar),0,0
3157,CHITTORGARH,BHAINSRORGARH,LUHARIYA,SC,KAMAD MEGHWAL,NA,SC,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHluhariya,2949,CHITTORGARH,BHENSRODGARH,LUHARIA,GEN W,GEETA BAI,FEMALE,OBC,luharia,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHluharia,2889,CHITTORGARH,BHAINSRORGARH,LUHARIYA,STW,KESAR BAI,F,STW,luhariya,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHluhariya,1,NA,luhariya,0,0
3158,CHITTORGARH,BHAINSRORGARH,MANDESRA,General,BANSHI LAL BHEEL,NA,ST,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHmandesra,2950,CHITTORGARH,BHENSRODGARH,MANDESARA,ST W,KAMLI,FEMALE,ST,mandesra,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHmandesra,2890,CHITTORGARH,BHAINSRORGARH,MANDESRA,STW,NARI,F,STW,mandesra,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHmandesra,0,NA,mandesra,0,0
3159,CHITTORGARH,BHAINSRORGARH,RAJPURA,General,DEVILAL BHEEL,NA,ST,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHrajpura,2951,CHITTORGARH,BHENSRODGARH,RAJPURA,OBC,DAL CHAND,MALE,OBC,rajpura,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHrajpura,2891,CHITTORGARH,BHAINSRORGARH,RAJPURA,ST,KANA BHEEL,M,ST,rajpura,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHrajpura,0,NA,rajpura,0,0
3160,CHITTORGARH,BHAINSRORGARH,RENKHEDA,General (Woman),MAMTA GURJAR,NA,OBC,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHrenkheda,2952,CHITTORGARH,BHENSRODGARH,RENKHEDA,GEN W,KAILASH KANWAR RAJPUT,FEMALE,GEN,renkheda,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHrenkheda,2892,CHITTORGARH,BHAINSRORGARH,RENKHEDA,GEN,RATAN SINGH,M,GEN,renkheda,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHrenkheda,0,NA,renkheda,0,0
3161,CHITTORGARH,BHAINSRORGARH,SHRIPURA,General (Woman),HEMA JAYASWAL,NA,OBC,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHshripura,2953,CHITTORGARH,BHENSRODGARH,SRIPURA,GEN,PANKAJ KUMAR,MALE,GEN,shripura,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHshripura,2893,CHITTORGARH,BHAINSRORGARH,SHRIPURA,ST,GOVERDHAN BHEEL,M,ST,shripura,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHshripura,0,NA,shripura,0,0
3162,CHITTORGARH,BHAINSRORGARH,TAMBOLIYA,SC (Woman),SANJYA,NA,SC,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHtamboliya,2954,CHITTORGARH,BHENSRODGARH,TAMBOLIA,ST W,DHAPU BAI,FEMALE,ST,tamboliya,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHtamboliya,2894,CHITTORGARH,BHAINSRORGARH,TAMBOLIYA,GEN,SHANKAR LAL DHAKAR,M,OBC,tamboliya,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHtamboliya,0,NA,tamboliya,0,0
3163,CHITTORGARH,BHAINSRORGARH,TOLO KA LUHARIYA,SC,MUKESH KUMAR ARWAL,NA,SC,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHtolo ka luhariya,2955,CHITTORGARH,BHENSRODGARH,TOLO KA LUHARIA,ST,MANGI LAL BHIL,MALE,ST,tolo ka luhariya,CHITTORGARH,BHAINSRORGARH,NA,CHITTORGARHBHAINSRORGARHtolo ka luhariya,2895,CHITTORGARH,BHAINSRORGARH,TOLO KA LUHARIYA,GEN,AMAR SINGH,M,GEN,tolo ka luhariya,CHITTORGARH,BHAINSRORGARH,CHITTORGARHBHAINSRORGARHtolo ka luhariya,0,NA,tolo ka luhariya,0,0
3166,CHITTORGARH,BHOP ALSAGAR,AAKOLA,General,ANIL,NA,General,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARaakola,2956,CHITTORGARH,BHUPAL SAGAR,AKOLA,GEN,BHAGWATI LAL HINGAR,MALE,GEN,akola,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARakola,2896,CHITTORGARH,BHOPALSAGAR,AAKOLA,GENW,Chanda Maliwal,F,GENW,aakola,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARaakola,1,NA,aakola,0,0
3167,CHITTORGARH,BHOP ALSAGAR,ANOPPURA,ST,BABU LAL BHEEL,NA,ST,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARanoppura,2957,CHITTORGARH,BHUPAL SAGAR,ANOPPURA,SC,RAMCHANDRA BAIRWA,MALE,SC,anoppura,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARanoppura,2897,CHITTORGARH,BHOPALSAGAR,ANOPPURA,GENW,Dhapu Bai Jat,F,OBCW,anoppura,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARanoppura,0,NA,anoppura,0,0
3168,CHITTORGARH,BHOP ALSAGAR,BABARANA,General,BHAGWATI LAL,NA,OBC,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARbabarana,2958,CHITTORGARH,BHUPAL SAGAR,BABRANA,GEN W,SUNDER GURJAR,FEMALE,OBC,babrana,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARbabrana,2898,CHITTORGARH,BHOPALSAGAR,BABARANA,GENW,Lalita Vijayvergiya,F,GENW,babarana,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARbabarana,1,NA,babarana,0,0
3171,CHITTORGARH,BHOP ALSAGAR,BOOL,ST,BHERU LAL,NA,ST,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARbool,2961,CHITTORGARH,BHUPAL SAGAR,BUL,GEN,AMAR SINGH,MALE,GEN,bool,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARbool,2901,CHITTORGARH,BHOPALSAGAR,BOOL,SCW,Manju Khatik,F,SCW,bool,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARbool,0,NA,bool,0,0
3172,CHITTORGARH,BHOP ALSAGAR,CHORWADI,General (Woman),LAXMI DEVI,NA,General (Woman),CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARchorwadi,2962,CHITTORGARH,BHUPAL SAGAR,CHOKHARI,GEN W,KAILASHI DEVI MENARIA,FEMALE,GEN,chorwadi,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARchorwadi,2902,CHITTORGARH,BHOPALSAGAR,CHORW ADI,OBC,Kishanlal Gadri,M,OBC,chorwadi,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARchorwadi,0,NA,chorwadi,0,0
3173,CHITTORGARH,BHOP ALSAGAR,FALASIYA,General (Woman),MOSSUM,NA,OBC (Woman),CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARfalasiya,2963,CHITTORGARH,BHUPAL SAGAR,FALASIA,OBC,BHAGWAN LAL JAT,MALE,OBC,falasiya,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARfalasiya,2903,CHITTORGARH,BHOPALSAGAR,FALASIYA,GEN,Bhagwan Lal Jat,M,OBC,falasiya,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARfalasiya,0,NA,falasiya,0,0
3174,CHITTORGARH,BHOP ALSAGAR,GUNDALI,General (Woman),PUSHPA KANWAR BHATI,NA,General (Woman),CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARgundali,2964,CHITTORGARH,BHUPAL SAGAR,GUNDLI,ST W,LACHHU BAI BHIL,FEMALE,ST,gundli,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARgundli,2904,CHITTORGARH,BHOPALSAGAR,GUNDALI,SC,Prami Bairwa,F,SCW,gundali,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARgundali,1,NA,gundali,0,0
3175,CHITTORGARH,BHOP ALSAGAR,JASHMA,General (Woman),RAJDEVI,NA,General (Woman),CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARjashma,2965,CHITTORGARH,BHUPAL SAGAR,JASMA,GEN,VIJAY KUMAR JAIN,MALE,GEN,jashma,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARjashma,2905,CHITTORGARH,BHOPALSAGAR,JASHMA,OBCW,Rekha Davi Rao,F,OBCW,jashma,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARjashma,0,NA,jashma,0,0
3177,CHITTORGARH,BHOP ALSAGAR,KANAKHEDA,General (Woman),KAILASH DEVI,NA,OBC (Woman),CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARkanakheda,2968,CHITTORGARH,BHUPAL SAGAR,KANAR KHERA,GEN,BAGGA GADRI,MALE,OBC,kanakheda,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARkanakheda,2907,CHITTORGARH,BHOPALSAGAR,KANAKHEDA,OBC,Bherulal Gadari,M,OBC,kanakheda,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARkanakheda,0,NA,kanakheda,0,0
3180,CHITTORGARH,BHOP ALSAGAR,NILOD,OBC,HEMRAJ GAADRI,NA,OBC,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARnilod,2970,CHITTORGARH,BHUPAL SAGAR,NILOD,SC W,SOHANI BAI KHATIK,FEMALE,SC,nilod,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARnilod,2910,CHITTORGARH,BHOPALSAGAR,NILOD,ST,Babru Bhail,M,ST,nilod,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARnilod,0,NA,nilod,0,0
3181,CHITTORGARH,BHOP ALSAGAR,PARI,OBC,DESHRAJ GUJAR,NA,OBC,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARpari,2971,CHITTORGARH,BHUPAL SAGAR,PARI,SC,KALU KHATIK,MALE,SC,pari,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARpari,2911,CHITTORGARH,BHOPALSAGAR,PARI,STW,Bhanwari Bheel,F,STW,pari,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARpari,0,NA,pari,0,0
3182,CHITTORGARH,BHOP ALSAGAR,PATOLIYA,OBC (Woman),CHETANA SUTHAR,NA,OBC (Woman),CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARpatoliya,2972,CHITTORGARH,BHUPAL SAGAR,PATOLIA,ST,MANGI LAL BHIL,MALE,ST,patoliya,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARpatoliya,2912,CHITTORGARH,BHOPALSAGAR,PATOLIYA,SC,Gopu Chamar,M,SC,patoliya,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARpatoliya,0,NA,patoliya,0,0
3183,CHITTORGARH,BHOP ALSAGAR,TANA,ST (Woman),JASHODA,NA,ST (Woman),CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARtana,2973,CHITTORGARH,BHUPAL SAGAR,TANA,GEN,BHIM SINGH JHALA,MALE,GEN,tana,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARtana,2913,CHITTORGARH,BHOPALSAGAR,T ANA,GEN,Vikram Singh,M,GEN,tana,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARtana,0,NA,tana,0,0
3184,CHITTORGARH,BHOP ALSAGAR,USROL,General (Woman),VISHNU,NA,General (Woman),CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARusrol,2974,CHITTORGARH,BHUPAL SAGAR,USROLE,GEN W,KAMLA SHARMA,FEMALE,GEN,usrol,CHITTORGARH,BHOPALSAGAR,NA,CHITTORGARHBHOPALSAGARusrol,2914,CHITTORGARH,BHOPALSAGAR,USROL,OBCW,Jamna Jat,F,OBCW,usrol,CHITTORGARH,BHOPALSAGAR,CHITTORGARHBHOPALSAGARusrol,0,NA,usrol,0,0
3186,CHITTORGARH,CHITTORGARH,AMARPURA,SC (Woman),MOHANI BAI,NA,SC (Woman),CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHamarpura,3001,CHITTORGARH,CHITTORGARH,AMARPURA,OBC,GOVERDHAN LAL,MALE,OBC,amarpura,CHITTORGARH,CHHITORGARH,NA,CHITTORGARHCHHITORGARHamarpura,2916,CHITTORGARH,CHHITORGARH,AMARPURA,GEN,GOVERDHAN LAL,M,OBC,amarpura,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHamarpura,0,NA,amarpura,0,0
3187,CHITTORGARH,CHITTORGARH,ARNIYAPANTH,ST (Woman),PARMILA MEENA,NA,ST (Woman),CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHarniyapanth,3002,CHITTORGARH,CHITTORGARH,ARNIYAPATH,GEN,MITHU LAL JAT,MALE,OBC,arniyapath,CHITTORGARH,CHHITORGARH,NA,CHITTORGARHCHHITORGARHarniyapath,2917,CHITTORGARH,CHHITORGARH,ARNIYAPANTH,SC,HARI SHANKAR SALVI,M,SC,arniyapanth,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHarniyapanth,1,NA,arniyapanth,0,0
3188,CHITTORGARH,CHITTORGARH,AWANLHEDA,SC (Woman),MANJU JATIYA,NA,SC (Woman),CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHawanlheda,3003,CHITTORGARH,CHITTORGARH,AWALHEDA,GEN,KAMLESH PUROHIT,MALE,GEN,awalheda,CHITTORGARH,CHHITORGARH,NA,CHITTORGARHCHHITORGARHawalheda,2918,CHITTORGARH,CHHITORGARH,AW ANLHEDA,GEN,KAMLESH PUROHIT,M,GEN,awanlheda,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHawanlheda,1,NA,awanlheda,0,0
3189,CHITTORGARH,CHITTORGARH,BADODIYA,SC,GANESH BALAI,NA,SC,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHbadodiya,3004,CHITTORGARH,CHITTORGARH,BADODIYA,GEN,RATAN LAL LOHAR,MALE,OBC,badodiya,CHITTORGARH,CHHITORGARH,NA,CHITTORGARHCHHITORGARHbadodiya,2919,CHITTORGARH,CHHITORGARH,BADODIY A,GENW,NARANI BAI,F,OBCW,badodiya,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHbadodiya,0,NA,badodiya,0,0
3190,CHITTORGARH,CHITTORGARH,BASSI,General (Woman),ANJU KANWAR,NA,General (Woman),CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHbassi,3005,CHITTORGARH,CHITTORGARH,BASSI,GEN W,MAHENDRA KANWAR,FEMALE,GEN,bassi,CHITTORGARH,CHHITORGARH,NA,CHITTORGARHCHHITORGARHbassi,2920,CHITTORGARH,CHHITORGARH,BASSI,GENW,KAUSHLLYA KANWAR,F,GENW,bassi,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHbassi,0,NA,bassi,0,0
3192,CHITTORGARH,CHITTORGARH,CHIKSI,OBC,GANAESH,NA,OBC,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHchiksi,3006,CHITTORGARH,CHITTORGARH,CHIKSI,GEN W,SHYAMU BAI,FEMALE,OBC,chiksi,CHITTORGARH,CHHITORGARH,NA,CHITTORGARHCHHITORGARHchiksi,2922,CHITTORGARH,CHHITORGARH,CHIKSI,GENW,KUSHAAL BAI,F,OBCW,chiksi,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHchiksi,0,NA,chiksi,0,0
3193,CHITTORGARH,CHITTORGARH,DEVRI,SC,RAJENDRA DHOLI,NA,SC,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHdevri,3007,CHITTORGARH,CHITTORGARH,DEVRI,ST,BHIMA,MALE,ST,devri,CHITTORGARH,CHHITORGARH,NA,CHITTORGARHCHHITORGARHdevri,2923,CHITTORGARH,CHHITORGARH,DEVRI,OBCW,GALKU BAI,F,OBCW,devri,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHdevri,0,NA,devri,0,0
3194,CHITTORGARH,CHITTORGARH,DHANETKALAN,General (Woman),DEVENDRA KANWAR,NA,General (Woman),CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHdhanetkalan,3008,CHITTORGARH,CHITTORGARH,DHANETAKALAN,GEN W,DAVENDRA KUNWAR BHATI,FEMALE,GEN,dhanetkalan,CHITTORGARH,CHHITORGARH,NA,CHITTORGARHCHHITORGARHdhanetkalan,2924,CHITTORGARH,CHHITORGARH,DHANETKALAN,GEN,RANJEET SINGH,M,GEN,dhanetkalan,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHdhanetkalan,0,NA,dhanetkalan,0,0
3196,CHITTORGARH,CHITTORGARH,GHATIYAWALI,General,AJAY SINGH,NA,General,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHghatiyawali,3009,CHITTORGARH,CHITTORGARH,GHATIYAVALI,SC,SHYAM LAL RAIGAR,MALE,SC,ghatiyawali,CHITTORGARH,CHHITORGARH,NA,CHITTORGARHCHHITORGARHghatiyawali,2926,CHITTORGARH,CHHITORGARH,GHATIYAWALI,STW,BHAGWANI BAI,F,STW,ghatiyawali,CHITTORGARH,CHHITORGARH,CHITTORGARHCHHITORGARHghatiyawali,0,NA,ghatiyawali,0,0
