sl_no_2015,dist_name_2015,samiti_name_2015,gp_2015,reservation_2015,name_2015,sex_2015,category_2015,dist_name_new_2015,samiti_name_new_2015,key_2015,sl_no_2005,dist_name_2005,samiti_name_2005,gp_2005,reservation_2005,name_2005,sex_2005,category_2005,gp_new_2005,dist_name_new_2005,samiti_name_new_2005,dist_2010_2005,key_2005,sl_no_2010,dist_name_2010,samiti_name_2010,gp_2010,reservation_2010,name_2010,sex_2010,category_2010,gp_new_2015,dist_name_new_2010,samiti_name_new_2010,key_2010,dist_05_10,nuke_05_10,gp_new_2010,dist,nuke
3084,CHITTORGARH,BARISADRI,VINAYAKA,General (Woman),KRISHANA KUNWAR,NA,General (Woman),CHITTORGARH,BARISADRI,CHITTORGARHBARISADRIvinayaka,2876,CHITTORGARH,BADI SADRI,VINAYAKA,ST,MAGNA RAM,MALE,ST,vinayaka,CHITTORGARH,BARISADRI,NA,CHITTORGARHBARISADRIvinayaka,2816,CHITTORGARH,BARISADRI,VINAYAKA,OBC,BABU LAL JAT,M,OBC,vinayaka,CHITTORGARH,BARISADRI,CHITTORGARHBARISADRIvinayaka,0,NA,vinayaka,0,0
3085,CHITTORGARH,BEGUN,ANOPPURA,General (Woman),HEMA AMETA,NA,General (Woman),CHITTORGARH,BEGUN,CHITTORGARHBEGUNanoppura,2878,CHITTORGARH,BEGUN,ANOPPURA,GEN W,SOHINI BRAHMAN,FEMALE,GEN,anoppura,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNanoppura,2817,CHITTORGARH,BEGUN,ANOPPURA,GENW,PREMI,F,OBCW,anoppura,CHITTORGARH,BEGUN,CHITTORGARHBEGUNanoppura,0,NA,anoppura,0,0
3087,CHITTORGARH,BEGUN,BARNIYAS,SC,SHAMBHULAL CHAMAR,NA,SC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNbarniyas,2879,CHITTORGARH,BEGUN,BARNIYAS,OBC W,CHHAU BAI KUMAWAT,FEMALE,OBC,barniyas,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNbarniyas,2819,CHITTORGARH,BEGUN,BARNIY AS,GEN,SHANKER LAL KUMAWAT,M,OBC,barniyas,CHITTORGARH,BEGUN,CHITTORGARHBEGUNbarniyas,0,NA,barniyas,0,0
3088,CHITTORGARH,BEGUN,BICHOR,General,RAGHVENDRA SINGH,NA,General,CHITTORGARH,BEGUN,CHITTORGARHBEGUNbichor,2880,CHITTORGARH,BEGUN,BICHHOR,SC W,LALI KHATIK,FEMALE,SC,bichhor,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNbichhor,2820,CHITTORGARH,BEGUN,BICHOR,STW,JAMBUDI,F,STW,bichor,CHITTORGARH,BEGUN,CHITTORGARHBEGUNbichor,1,NA,bichor,0,0
3089,CHITTORGARH,BEGUN,CHENCHI,General (Woman),REKHA DEVI JAIN,NA,General (Woman),CHITTORGARH,BEGUN,CHITTORGARHBEGUNchenchi,2881,CHITTORGARH,BEGUN,CHECHI,GEN,ONKAR LAL DHAKAD,MALE,OBC,chechi,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNchechi,2821,CHITTORGARH,BEGUN,CHENCHI,OBC,SHAMBHU LAL,M,OBC,chenchi,CHITTORGARH,BEGUN,CHITTORGARHBEGUNchenchi,1,NA,chenchi,0,0
3090,CHITTORGARH,BEGUN,DHAMANCHA,OBC,BHARAT KUMAR,NA,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNdhamancha,2882,CHITTORGARH,BEGUN,DHAMANCHA,GEN W,GEETA BAI KALAL,FEMALE,OBC,dhamancha,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNdhamancha,2822,CHITTORGARH,BEGUN,DHAMANCHA,SCW,HARKU BAI,F,SCW,dhamancha,CHITTORGARH,BEGUN,CHITTORGARHBEGUNdhamancha,0,NA,dhamancha,0,0
3091,CHITTORGARH,BEGUN,DOLATPURA,SC,RATANLAL,NA,SC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNdolatpura,2884,CHITTORGARH,BEGUN,DOULATPURA,GEN,SHAMBHU LAL DHADAK,MALE,GEN,dolatpura,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNdolatpura,2823,CHITTORGARH,BEGUN,DOLATPURA,GENW,TULSI BAI,F,GENW,dolatpura,CHITTORGARH,BEGUN,CHITTORGARHBEGUNdolatpura,0,NA,dolatpura,0,0
3092,CHITTORGARH,BEGUN,DORAI,SC,KAILASH CHANDRA REGAR,NA,SC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNdorai,2883,CHITTORGARH,BEGUN,DORAI,GEN,KAILASH CHANDRA SHARMA,MALE,GEN,dorai,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNdorai,2824,CHITTORGARH,BEGUN,DORAI,GENW,KANTA BAI,F,OBCW,dorai,CHITTORGARH,BEGUN,CHITTORGARHBEGUNdorai,0,NA,dorai,0,0
3093,CHITTORGARH,BEGUN,DUGAR,OBC (Woman),PRITI,NA,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNdugar,2885,CHITTORGARH,BEGUN,DUGAR,GEN,BHANWAR SINGH,MALE,GEN,dugar,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNdugar,2825,CHITTORGARH,BEGUN,DUGAR,ST,ARJUN,M,ST,dugar,CHITTORGARH,BEGUN,CHITTORGARHBEGUNdugar,0,NA,dugar,0,0
3095,CHITTORGARH,BEGUN,GOVINDPURA,General (Woman),BHAGWATI SHARMA,NA,General (Woman),CHITTORGARH,BEGUN,CHITTORGARHBEGUNgovindpura,2887,CHITTORGARH,BEGUN,GOVINDPURA,GEN,SHAMBHU LAL SHARMA,MALE,GEN,govindpura,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNgovindpura,2827,CHITTORGARH,BEGUN,GOVINDPURA,GEN,SHAMBHU LAL SHARMA,M,GEN,govindpura,CHITTORGARH,BEGUN,CHITTORGARHBEGUNgovindpura,0,NA,govindpura,0,0
3096,CHITTORGARH,BEGUN,ITAWA,General,BHERULAL GURJAR,NA,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNitawa,2888,CHITTORGARH,BEGUN,ITAWA,GEN,DEVI LAL GURJAR,MALE,OBC,itawa,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNitawa,2828,CHITTORGARH,BEGUN,ITAWA,OBCW,PYAREE,F,OBCW,itawa,CHITTORGARH,BEGUN,CHITTORGARHBEGUNitawa,0,NA,itawa,0,0
3097,CHITTORGARH,BEGUN,JAINAGARH,General (Woman),KAUSHLYA BAI DHAKAR,NA,OBC (Woman),CHITTORGARH,BEGUN,CHITTORGARHBEGUNjainagarh,2889,CHITTORGARH,BEGUN,JAINAGAR,SC,PYARCHAND JATIYAN,MALE,SC,jainagarh,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNjainagarh,2829,CHITTORGARH,BEGUN,JAINAGARH,ST,SHAMBHU LAL BHIL,M,ST,jainagarh,CHITTORGARH,BEGUN,CHITTORGARHBEGUNjainagarh,0,NA,jainagarh,0,0
3098,CHITTORGARH,BEGUN,KATUNDA,General,NAWALRAM GURJAR,NA,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNkatunda,2890,CHITTORGARH,BEGUN,KATUNDA,GEN W,BHURI BAI,FEMALE,GEN,katunda,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNkatunda,2830,CHITTORGARH,BEGUN,KATUNDA,GENW,SUDHI BAI,F,OBCW,katunda,CHITTORGARH,BEGUN,CHITTORGARHBEGUNkatunda,0,NA,katunda,0,0
3099,CHITTORGARH,BEGUN,KERPURA,General (Woman),DEVI BAI DHAKAR,NA,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNkerpura,2891,CHITTORGARH,BEGUN,KERPURA,GEN W,GOURI BAI JAT,FEMALE,OBC,kerpura,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNkerpura,2831,CHITTORGARH,BEGUN,KERPURA,OBC,SHAMBHU LAL DHAKER,M,OBC,kerpura,CHITTORGARH,BEGUN,CHITTORGARHBEGUNkerpura,0,NA,kerpura,0,0
3100,CHITTORGARH,BEGUN,KHEDI,ST (Woman),MADNI MEENA,NA,ST (Woman),CHITTORGARH,BEGUN,CHITTORGARHBEGUNkhedi,2892,CHITTORGARH,BEGUN,KHEDI,GEN W,TULSI BAI DHAKAD,FEMALE,OBC,khedi,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNkhedi,2832,CHITTORGARH,BEGUN,KHEDI,SC,SHIMLA BAI,F,SCW,khedi,CHITTORGARH,BEGUN,CHITTORGARHBEGUNkhedi,0,NA,khedi,0,0
3101,CHITTORGARH,BEGUN,MADHOPUR,General (Woman),MANJU KUMARI,NA,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNmadhopur,2893,CHITTORGARH,BEGUN,MADHOPUR,GEN,KANHIYALAL DHAKAD,MALE,OBC,madhopur,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNmadhopur,2833,CHITTORGARH,BEGUN,MADHOPUR,OBC,BHERU LAL DHAKER,M,OBC,madhopur,CHITTORGARH,BEGUN,CHITTORGARHBEGUNmadhopur,0,NA,madhopur,0,0
3102,CHITTORGARH,BEGUN,MANDAWARI,General,GHEESA LAL SHARMA,NA,General,CHITTORGARH,BEGUN,CHITTORGARHBEGUNmandawari,2894,CHITTORGARH,BEGUN,MANDAWARI,OBC,CHUNNI LAL DHAKAD,MALE,OBC,mandawari,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNmandawari,2834,CHITTORGARH,BEGUN,MANDAW ARI,GENW,PUSHPA DEVI,F,GENW,mandawari,CHITTORGARH,BEGUN,CHITTORGARHBEGUNmandawari,0,NA,mandawari,0,0
3104,CHITTORGARH,BEGUN,MEGHPURA,General,BHANWAR LAL DHAKAR,NA,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNmeghpura,2896,CHITTORGARH,BEGUN,MEGHPURA,SC,SHAMBHU LAL BALAI,MALE,SC,meghpura,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNmeghpura,2836,CHITTORGARH,BEGUN,MEGHPURA,GENW,KANKU BAI,F,OBCW,meghpura,CHITTORGARH,BEGUN,CHITTORGARHBEGUNmeghpura,0,NA,meghpura,0,0
3105,CHITTORGARH,BEGUN,MOTIPURA,General (Woman),CHANDA KANWAR,NA,General (Woman),CHITTORGARH,BEGUN,CHITTORGARHBEGUNmotipura,2897,CHITTORGARH,BEGUN,MOTIPURA,ST,NANDA BHIL,MALE,ST,motipura,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNmotipura,2837,CHITTORGARH,BEGUN,MOTIPURA,GEN,BHAWAR SINGH,M,GEN,motipura,CHITTORGARH,BEGUN,CHITTORGARHBEGUNmotipura,0,NA,motipura,0,0
3108,CHITTORGARH,BEGUN,RAJGARH,General,CHITAR LAL KUMAWAT,NA,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNrajgarh,2900,CHITTORGARH,BEGUN,RAJGARH,SC,SHIVLAL KHATIK,MALE,SC,rajgarh,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNrajgarh,2840,CHITTORGARH,BEGUN,RAJGARH,OBCW,LALI DEVI,F,OBCW,rajgarh,CHITTORGARH,BEGUN,CHITTORGARHBEGUNrajgarh,0,NA,rajgarh,0,0
3109,CHITTORGARH,BEGUN,RAMPURIA,OBC (Woman),RADHA BAI,NA,OBC (Woman),CHITTORGARH,BEGUN,CHITTORGARHBEGUNrampuria,2901,CHITTORGARH,BEGUN,RAMPURIYA,GEN,SHAMBHU LAL DHAKAD,MALE,OBC,rampuriya,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNrampuriya,2841,CHITTORGARH,BEGUN,RAMPURIA,STW,BARJI BAI,F,STW,rampuria,CHITTORGARH,BEGUN,CHITTORGARHBEGUNrampuria,1,NA,rampuria,0,0
3110,CHITTORGARH,BEGUN,RAWARDA,General (Woman),ASHA BAI,NA,OBC (Woman),CHITTORGARH,BEGUN,CHITTORGARHBEGUNrawarda,2902,CHITTORGARH,BEGUN,RAVDRA,SC W,SARJU BAI RAIGAR,FEMALE,SC,rawarda,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNrawarda,2842,CHITTORGARH,BEGUN,RAWARDA,GEN,RAJKUMAR SAIN,M,OBC,rawarda,CHITTORGARH,BEGUN,CHITTORGARHBEGUNrawarda,0,NA,rawarda,0,0
3111,CHITTORGARH,BEGUN,RAYATA,OBC,JAGDISH CHANDRA DHAKAR,NA,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNrayata,2903,CHITTORGARH,BEGUN,RAYATA,ST W,MANGI BAI BHIL,FEMALE,ST,rayata,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNrayata,2843,CHITTORGARH,BEGUN,RAYATA,SCW,MANGI BAI,F,SCW,rayata,CHITTORGARH,BEGUN,CHITTORGARHBEGUNrayata,0,NA,rayata,0,0
3112,CHITTORGARH,BEGUN,SAMARIYA KALAN,ST (Woman),PREM DEVI,NA,ST (Woman),CHITTORGARH,BEGUN,CHITTORGARHBEGUNsamariya kalan,2904,CHITTORGARH,BEGUN,SAMRIYA KALAN,GEN W,KAILASH KANWAR,FEMALE,GEN,samariya kalan,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNsamariya kalan,2844,CHITTORGARH,BEGUN,SAMARIYA KALAN,SC,DEVI LAL,M,SC,samariya kalan,CHITTORGARH,BEGUN,CHITTORGARHBEGUNsamariya kalan,0,NA,samariya kalan,0,0
3113,CHITTORGARH,BEGUN,SHADI,General,LABHCHAND,NA,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNshadi,2905,CHITTORGARH,BEGUN,SHADI,ST,NARAYAN BHIL,MALE,ST,shadi,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNshadi,2845,CHITTORGARH,BEGUN,SHADI,OBCW,URMILA DHAKER,F,OBCW,shadi,CHITTORGARH,BEGUN,CHITTORGARHBEGUNshadi,0,NA,shadi,0,0
3114,CHITTORGARH,BEGUN,SUWANIYA,General,RAMLAL,NA,OBC,CHITTORGARH,BEGUN,CHITTORGARHBEGUNsuwaniya,2906,CHITTORGARH,BEGUN,SUWANIYA,OBC,NANDLAL DHAKAD,MALE,OBC,suwaniya,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNsuwaniya,2846,CHITTORGARH,BEGUN,SUWANIYA,GENW,BARJI,F,OBCW,suwaniya,CHITTORGARH,BEGUN,CHITTORGARHBEGUNsuwaniya,0,NA,suwaniya,0,0
3115,CHITTORGARH,BEGUN,THUKARAI,SC (Woman),MAMTA KHATEEK,NA,SC (Woman),CHITTORGARH,BEGUN,CHITTORGARHBEGUNthukarai,2907,CHITTORGARH,BEGUN,THUKRAI,GEN,SHIVLAL DHAKAD,MALE,GEN,thukarai,CHITTORGARH,BEGUN,NA,CHITTORGARHBEGUNthukarai,2847,CHITTORGARH,BEGUN,THUKARAI,GEN,SANJAY KUMAR JAIN,M,GEN,thukarai,CHITTORGARH,BEGUN,CHITTORGARHBEGUNthukarai,0,NA,thukarai,0,0
3116,CHITTORGARH,BHADESAR,AAKOLA KALAN,General (Woman),MAMTA KUNWAR,NA,General (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARaakola kalan,2910,CHITTORGARH,BHADESAR,AKOLA KALA,GEN,YOGENDRA SINGH SOLANKI,MALE,GEN,aakola kalan,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARaakola kalan,2848,CHITTORGARH,BHADESAR,AAKOLA KALAN,GEN,YOGENDRA SINGH,M,GEN,aakola kalan,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARaakola kalan,0,NA,aakola kalan,0,0
3117,CHITTORGARH,BHADESAR,AAKYA,SC (Woman),DURGA BHAMBI,NA,SC (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARaakya,2908,CHITTORGARH,BHADESAR,AAKYA,GEN,RAM SINGH,MALE,GEN,aakya,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARaakya,2849,CHITTORGARH,BHADESAR,AAKYA,GENW,SUSHILA KUNWAR,F,GENW,aakya,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARaakya,0,NA,aakya,0,0
3118,CHITTORGARH,BHADESAR,AASAVARA,General,ASHOK KUMAR REBARI,NA,OBC,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARaasavara,2909,CHITTORGARH,BHADESAR,AASAVARA,SC,KALU LAL SARGADA,MALE,SC,aasavara,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARaasavara,2850,CHITTORGARH,BHADESAR,AASAVARA,OBC,RAICHAND JAT,M,OBC,aasavara,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARaasavara,0,NA,aasavara,0,0
3119,CHITTORGARH,BHADESAR,BAGUND,ST (Woman),SANVARI BAI,NA,ST (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARbagund,2911,CHITTORGARH,BHADESAR,BAGUND,GEN,BHERU SINGH SHAKTAWAT,MALE,GEN,bagund,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARbagund,2851,CHITTORGARH,BHADESAR,BAGUND,SC,SHANKAR LAL BHAMBI,M,SC,bagund,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARbagund,0,NA,bagund,0,0
3120,CHITTORGARH,BHADESAR,BANSEN,General (Woman),BHAGW ANTI,NA,General (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARbansen,2912,CHITTORGARH,BHADESAR,BANSEN,OBC,RAMESH KUMAR SWARNKAR,MALE,OBC,bansen,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARbansen,2852,CHITTORGARH,BHADESAR,BANSEN,GEN,RAKESH LADHA,M,GEN,bansen,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARbansen,0,NA,bansen,0,0
3121,CHITTORGARH,BHADESAR,BHADESAR,OBC (Woman),NEHA SONI,NA,OBC (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARbhadesar,2913,CHITTORGARH,BHADESAR,BHADESAR,SC,KALU LAL MEGHWAL,MALE,SC,bhadesar,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARbhadesar,2853,CHITTORGARH,BHADESAR,BHADESAR,GEN,NARAYAN SINGH,M,GEN,bhadesar,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARbhadesar,0,NA,bhadesar,0,0
3122,CHITTORGARH,BHADESAR,BHADSODA,General (Woman),MANJU CHANDALIYA,NA,General (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARbhadsoda,2914,CHITTORGARH,BHADESAR,BHADHSODA,SC W,SANTOSH BHAMBI,FEMALE,SC,bhadsoda,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARbhadsoda,2854,CHITTORGARH,BHADESAR,BHADSODA,OBC,PURAN MAL PURBIA,M,OBC,bhadsoda,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARbhadsoda,0,NA,bhadsoda,0,0
3123,CHITTORGARH,BHADESAR,BHALUNDI,General,ARJUN SINGH,NA,General (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARbhalundi,2915,CHITTORGARH,BHADESAR,BHALUNDI,OBC W,SOHAN BAI NATH,FEMALE,OBC,bhalundi,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARbhalundi,2855,CHITTORGARH,BHADESAR,BHALUNDI,GENW,LOKENDRA KUNWAR,F,GENW,bhalundi,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARbhalundi,0,NA,bhalundi,0,0
3124,CHITTORGARH,BHADESAR,DHEERJI KA KHEDA,General (Woman),SEEMA KUMARI,NA,OBC (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARdheerji ka kheda,2916,CHITTORGARH,BHADESAR,DHIRJI KA KHEDA,GEN,KALU SINGH,MALE,GEN,dheerji ka kheda,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARdheerji ka kheda,2856,CHITTORGARH,BHADESAR,DHEERJI KA KHEDA,GEN,RATAN LAL GADRI,M,OBC,dheerji ka kheda,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARdheerji ka kheda,0,NA,dheerji ka kheda,0,0
3125,CHITTORGARH,BHADESAR,GARDANA,OBC,HARISH CHANDRA JAT,NA,OBC,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARgardana,2917,CHITTORGARH,BHADESAR,GARDANA,GEN W,LAD KUNWAR,FEMALE,GEN,gardana,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARgardana,2857,CHITTORGARH,BHADESAR,GARDANA,GENW,LAD KUNWAR,F,GENW,gardana,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARgardana,0,NA,gardana,0,0
3126,CHITTORGARH,BHADESAR,KANNOJ,ST,BHANWAR LAL,NA,ST,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARkannoj,2918,CHITTORGARH,BHADESAR,KANOJ,GEN,RAJ KUMAR SUKHWAL,MALE,GEN,kanoj,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARkanoj,2858,CHITTORGARH,BHADESAR,KANNOJ,SCW,SOSAR,F,SCW,kannoj,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARkannoj,1,NA,kannoj,0,0
3127,CHITTORGARH,BHADESAR,KANTHARIYA,General,KALURAM JAT,NA,OBC,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARkanthariya,2919,CHITTORGARH,BHADESAR,KANTHARIA,ST,GAMER LAL BHEEL,MALE,ST,kanthariya,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARkanthariya,2859,CHITTORGARH,BHADESAR,KANTHARIYA,SCW,ANACHHI BAI JATIYA,F,SCW,kanthariya,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARkanthariya,0,NA,kanthariya,0,0
3128,CHITTORGARH,BHADESAR,KAREDIYA,General (Woman),GUDDI DEVI,NA,OBC (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARkarediya,2920,CHITTORGARH,BHADESAR,KAREDIA,GEN,NARAYAN SINGH,MALE,GEN,karediya,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARkarediya,2860,CHITTORGARH,BHADESAR,KAREDIY A,OBC,RUKMANI,F,OBCW,karediya,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARkarediya,0,NA,karediya,0,0
3129,CHITTORGARH,BHADESAR,KHODIP,SC (Woman),SAMPAT DEVI KHATIK,NA,SC (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARkhodip,2921,CHITTORGARH,BHADESAR,KHODIP,OBC,UDAY LAL KUMAWAT,MALE,OBC,khodip,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARkhodip,2861,CHITTORGARH,BHADESAR,KHODIP,GENW,BHANI BAI KUMAWAT,F,OBCW,khodip,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARkhodip,0,NA,khodip,0,0
3132,CHITTORGARH,BHADESAR,MANDFIYA,OBC,KANHAIYA LAL,NA,OBC,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARmandfiya,2924,CHITTORGARH,BHADESAR,MANDAFIA,GEN,HAJARI RAM,MALE,OBC,mandfiya,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARmandfiya,2864,CHITTORGARH,BHADESAR,MANDFIYA,GEN,KANHAIYA LAL,M,OBC,mandfiya,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARmandfiya,0,NA,mandfiya,0,0
3133,CHITTORGARH,BHADESAR,NAHARGARH,OBC,BHOPAL SINGH RAO,NA,OBC,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARnahargarh,2925,CHITTORGARH,BHADESAR,NAHARGARH,GEN W,SOSAR JAT,FEMALE,OBC,nahargarh,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARnahargarh,2865,CHITTORGARH,BHADESAR,NAHARGARH,GENW,LAD KUNWAR,F,GENW,nahargarh,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARnahargarh,0,NA,nahargarh,0,0
3134,CHITTORGARH,BHADESAR,NANANA,SC,MITHU LAL,NA,SC,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARnanana,2926,CHITTORGARH,BHADESAR,NANNANA,GEN W,MOHNI JAT,FEMALE,OBC,nanana,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARnanana,2866,CHITTORGARH,BHADESAR,NANANA,OBCW,LAXMI DEVI,F,OBCW,nanana,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARnanana,0,NA,nanana,0,0
3135,CHITTORGARH,BHADESAR,NAPANIYA,OBC (Woman),UDI,NA,OBC (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARnapaniya,2927,CHITTORGARH,BHADESAR,NAPANIA,GEN W,SAMUNDRA KANWAR,FEMALE,GEN,napaniya,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARnapaniya,2867,CHITTORGARH,BHADESAR,NAPANIYA,SC,DALLA,M,SC,napaniya,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARnapaniya,0,NA,napaniya,0,0
3136,CHITTORGARH,BHADESAR,NAPAWALI,General,SURESH CHANDRA KEER,NA,General,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARnapawali,2928,CHITTORGARH,BHADESAR,NAPAVALI,GEN,DORAN KHA,MALE,GEN,napawali,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARnapawali,2868,CHITTORGARH,BHADESAR,NAPAWALI,OBCW,SOSAR,F,OBCW,napawali,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARnapawali,0,NA,napawali,0,0
3137,CHITTORGARH,BHADESAR,PIPLWAS,General (Woman),ANCHI,NA,General (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARpiplwas,2929,CHITTORGARH,BHADESAR,PIPALVAS,SC,SHANKER LAL KHATIK,MALE,SC,piplwas,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARpiplwas,2869,CHITTORGARH,BHADESAR,PIPLWAS,ST,RATAN LAL BHEEL,M,ST,piplwas,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARpiplwas,0,NA,piplwas,0,0
3138,CHITTORGARH,BHADESAR,POTLAKALAN,SC,DALCHAND,NA,SC,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARpotlakalan,2930,CHITTORGARH,BHADESAR,POTLA KALA,GEN,KALU RAM JAT,MALE,OBC,potlakalan,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARpotlakalan,2870,CHITTORGARH,BHADESAR,POTLAKALAN,GENW,KASTURI JAT,F,OBCW,potlakalan,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARpotlakalan,0,NA,potlakalan,0,0
3139,CHITTORGARH,BHADESAR,REVLIYA KHURD,General (Woman),PARAS DEVI,NA,OBC (Woman),CHITTORGARH,BHADESAR,CHITTORGARHBHADESARrevliya khurd,2931,CHITTORGARH,BHADESAR,REVALIA KHURD,OBC W,SHANTI DEVI JAT,FEMALE,OBC,revliya khurd,CHITTORGARH,BHADESAR,NA,CHITTORGARHBHADESARrevliya khurd,2871,CHITTORGARH,BHADESAR,REVLIYA KHURD,GEN,VINOD KUMAR BALDI,M,GEN,revliya khurd,CHITTORGARH,BHADESAR,CHITTORGARHBHADESARrevliya khurd,0,NA,revliya khurd,0,0
