state,year,district,block,halqa,ward_no,ward_name,tier,tier_local,reservation,caste_reservation,woman_reserved,listing_scope,pop_sc,pop_st,pop_oc,pop_total,reservation_raw,script,source_path,source_page,source_pdf
Jammu & Kashmir,2018,Kargil,,Barsoo,PC-I,(Barsoo/Purkichy)I,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Kargil.pdf,1,Kargil.pdf
Jammu & Kashmir,2018,Kargil,,Barsoo,PC-II,BARSOO/ PURKICHY II,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Kargil.pdf,1,Kargil.pdf
Jammu & Kashmir,2018,Kargil,,Barsoo,PC-III,(Barsoo/Singrong)III,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Kargil.pdf,1,Kargil.pdf
Jammu & Kashmir,2018,Kargil,,Barsoo,PC-IV,(Barsoo/Lababs)IV,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Kargil.pdf,1,Kargil.pdf
Jammu & Kashmir,2018,Kargil,,Barsoo,PC-V,(Barsoo/Lababs)V,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Kargil.pdf,1,Kargil.pdf
Jammu & Kashmir,2018,Kargil,,Barsoo,PC-VI,(Barsoo/Hamburthick)VI,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Kargil.pdf,1,Kargil.pdf
Jammu & Kashmir,2018,Kargil,,Barsoo,PC-VII,BARSOO TIAMA VII,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Kargil.pdf,1,Kargil.pdf
Jammu & Kashmir,2018,Kargil,,Barsoo,PC-VIII,BARSOO PATOO VIII,gp_ward,ward,ST Woman,ST,1,reserved_only,,,,,ST Women,latin,data/jk/2018/Kargil.pdf,1,Kargil.pdf
Jammu & Kashmir,2018,Kargil,,Barsoo,PC-IX,(Barsoo/Patoo)IX,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Kargil.pdf,1,Kargil.pdf
Jammu & Kashmir,2018,Kargil,,Barsoo,PC-X,(Barsoo/Yarchok)X,gp_ward,ward,ST Other than Woman,ST,0,reserved_only,,,,,ST Reserved,latin,data/jk/2018/Kargil.pdf,1,Kargil.pdf
