district_id,district_name,mandal_id,mandal_name,gpcode,gp_name,contestant,votes_received,reserved_for,total_valid_votes,rejected_votes,tendered_votes,NOTA
31,Khammam,21,Yerrupalem,10,Bheemavaram,ANUMOLU SRI DEVI,662,UR(W),1326,18,0,2
31,Khammam,21,Yerrupalem,10,Bheemavaram,SEELAM JAYALAKSHMI,664,UR(W),1326,18,0,2
31,Khammam,21,Yerrupalem,9,Banjara,BANAVATH RANGA,242,ST(G),483,5,0,1
31,Khammam,21,Yerrupalem,9,Banjara,ANGOTHU RAMACHANDU,85,ST(G),483,5,0,1
31,Khammam,21,Yerrupalem,9,Banjara,BADAVATH VEERABHADRAM,156,ST(G),483,5,0,1
31,Khammam,21,Yerrupalem,17,Banigandlapadu,PULLAREDDY JANGA,1406,UR(G),2339,29,0,3
31,Khammam,21,Yerrupalem,17,Banigandlapadu,Yaramala Bhaskar Reddy,933,UR(G),2339,29,0,3
31,Khammam,21,Yerrupalem,16,Ayyavarigudem,GOSU RAMARAO,620,UR(G),1203,15,0,3
31,Khammam,21,Yerrupalem,16,Ayyavarigudem,LAKKIREDDY  VENKATA REDDY,583,UR(G),1203,15,0,3
17,Medak,18,Yeldurthy,14,Veldurthy,ANGADIPETA ANURADHA GOUD,457,BC(W),3261,98,0,12
17,Medak,18,Yeldurthy,14,Veldurthy,CHINTHAKUNTA PUSHPLATHA,192,BC(W),3261,98,0,12
17,Medak,18,Yeldurthy,14,Veldurthy,THOTA KALAVATHI,1046,BC(W),3261,98,0,12
17,Medak,18,Yeldurthy,14,Veldurthy,KOTHA MUKTHA BAI,26,BC(W),3261,98,0,12
17,Medak,18,Yeldurthy,14,Veldurthy,AMUDA BHAGYALAXMI,1540,BC(W),3261,98,0,12
17,Medak,18,Yeldurthy,22,Uppulingapur,Gogireddi Saritha,449,UR(W),1012,23,0,6
17,Medak,18,Yeldurthy,22,Uppulingapur,VANCHA BHAGYAMMA,563,UR(W),1012,23,0,6
17,Medak,18,Yeldurthy,4,Station Masaipet,BOLLI NARSIMLU,129,BC(G),239,0,0,0
17,Medak,18,Yeldurthy,4,Station Masaipet,ERUVA SRINU,110,BC(G),239,0,0,0
17,Medak,18,Yeldurthy,20,Shettipally Kalan,KONDI LATHA,517,BC(W),1158,14,0,0
17,Medak,18,Yeldurthy,20,Shettipally Kalan,PADIGE NAGAMANI,454,BC(W),1158,14,0,0
17,Medak,18,Yeldurthy,20,Shettipally Kalan,CHANDI LAXMI,187,BC(W),1158,14,0,0
17,Medak,18,Yeldurthy,9,Shamshireddypally Thanda,RAMAVATH SHANTHI,0,ST(W),0,0,0,0
17,Medak,18,Yeldurthy,2,Ramanthapur Tanda,LAMBADI FAKEERA,165,ST(G),272,1,0,0
17,Medak,18,Yeldurthy,2,Ramanthapur Tanda,KETAVATH CHANDHAR,107,ST(G),272,1,0,0
17,Medak,18,Yeldurthy,12,Ramanthapur,BHAVANI MALLAMMA,160,UR(W),550,7,0,0
17,Medak,18,Yeldurthy,12,Ramanthapur,RENTAM PRANEETHA,333,UR(W),550,7,0,0
17,Medak,18,Yeldurthy,12,Ramanthapur,MOLLUGU LALITHAMMA,57,UR(W),550,7,0,0
17,Medak,18,Yeldurthy,10,Ramaipally,NUNE NARAYANA,0,SC(G),0,0,0,0
17,Medak,18,Yeldurthy,13,Nagsanpally,MANTHURI PENTAIAH,203,SC(G),357,2,0,0
17,Medak,18,Yeldurthy,13,Nagsanpally,MANTHURI RAJASHEKAR,152,SC(G),357,2,0,0
17,Medak,18,Yeldurthy,13,Nagsanpally,MANTOORI GOPAL,2,SC(G),357,2,0,0
17,Medak,18,Yeldurthy,7,Mohammed Nagar Tanda,MALAVATH JYOTHI,28,ST(W),248,2,0,0
17,Medak,18,Yeldurthy,7,Mohammed Nagar Tanda,MALOTH SUJATHA,120,ST(W),248,2,0,0
17,Medak,18,Yeldurthy,7,Mohammed Nagar Tanda,KOLA VIJAYA,100,ST(W),248,2,0,0
17,Medak,18,Yeldurthy,28,Mellor,PAMBALA LAKSHMI,0,SC(W),0,0,0,0
17,Medak,18,Yeldurthy,29,Masaipet,PAPANNAGARI SATHYANARAYANA,220,UR(G),2930,75,0,9
17,Medak,18,Yeldurthy,29,Masaipet,Md Masiuddin,400,UR(G),2930,75,0,9
17,Medak,18,Yeldurthy,29,Masaipet,CHERUKU SIDDIRAMULU,875,UR(G),2930,75,0,9
17,Medak,18,Yeldurthy,29,Masaipet,CHINNA CHODARI MADUSUDAN REDDY,1062,UR(G),2930,75,0,9
17,Medak,18,Yeldurthy,29,Masaipet,DONTHI KESHAVULU,329,UR(G),2930,75,0,9
17,Medak,18,Yeldurthy,29,Masaipet,GOURAGALLA GANESH,44,UR(G),2930,75,0,9
17,Medak,18,Yeldurthy,23,Mannevar Jalalpur,Surineni Laitha,341,UR(W),1035,18,0,2
17,Medak,18,Yeldurthy,23,Mannevar Jalalpur,Kaveri Susheela,131,UR(W),1035,18,0,2
17,Medak,18,Yeldurthy,23,Mannevar Jalalpur,Rangi Latha,563,UR(W),1035,18,0,2
17,Medak,18,Yeldurthy,26,Mangalparthy,Mohammad mukthar Ali,42,UR(G),1033,34,0,5
17,Medak,18,Yeldurthy,26,Mangalparthy,chinthala ashok,10,UR(G),1033,34,0,5
17,Medak,18,Yeldurthy,26,Mangalparthy,GattuKindi Chandraiah,43,UR(G),1033,34,0,5
17,Medak,18,Yeldurthy,26,Mangalparthy,balaiahgari ramakrishna rao,468,UR(G),1033,34,0,5
17,Medak,18,Yeldurthy,26,Mangalparthy,KOTAGADDA LAXMI,244,UR(G),1033,34,0,5
17,Medak,18,Yeldurthy,26,Mangalparthy,devasoth santhosha,18,UR(G),1033,34,0,5
17,Medak,18,Yeldurthy,26,Mangalparthy,kottagadda venkatesham,13,UR(G),1033,34,0,5
17,Medak,18,Yeldurthy,26,Mangalparthy,golla lingavva,184,UR(G),1033,34,0,5
17,Medak,18,Yeldurthy,26,Mangalparthy,kothapet padma rao,11,UR(G),1033,34,0,5
17,Medak,18,Yeldurthy,24,Manepally,pullaboyyani Anasuya,110,UR(W),1526,47,0,1
17,Medak,18,Yeldurthy,24,Manepally,mangali lalitha,11,UR(W),1526,47,0,1
17,Medak,18,Yeldurthy,24,Manepally,hanumangari venkatlaxmi,748,UR(W),1526,47,0,1
17,Medak,18,Yeldurthy,24,Manepally,jangam veeramani,657,UR(W),1526,47,0,1
17,Medak,18,Yeldurthy,16,Kuknoor,KARANAM RADHA,12,UR(W),1512,51,0,0
17,Medak,18,Yeldurthy,16,Kuknoor,SANDRU LAXMI,575,UR(W),1512,51,0,0
17,Medak,18,Yeldurthy,16,Kuknoor,SANDRU PREETHI,925,UR(W),1512,51,0,0
17,Medak,18,Yeldurthy,30,Koppulapally,JEEDIPALLY SHOBHA,498,UR(W),1082,11,0,4
17,Medak,18,Yeldurthy,30,Koppulapally,BOPPIDI KANAKAMMA,584,UR(W),1082,11,0,4
17,Medak,18,Yeldurthy,17,Hasthalpur,KURMA LASMAVVA,258,BC(W),704,25,0,1
17,Medak,18,Yeldurthy,17,Hasthalpur,KASHA MAMATHA,439,BC(W),704,25,0,1
17,Medak,18,Yeldurthy,17,Hasthalpur,UPPARI LAXMI DEVI,7,BC(W),704,25,0,1
17,Medak,18,Yeldurthy,11,Hakeempet,Mogili Gundla Prabhakar,134,SC(G),348,5,0,1
17,Medak,18,Yeldurthy,11,Hakeempet,dandem vittal,214,SC(G),348,5,0,1
17,Medak,18,Yeldurthy,21,Edulapally,esham Bhomaiah,269,UR(G),542,3,0,0
17,Medak,18,Yeldurthy,21,Edulapally,KANDANOORI SIDDIRAMESHWAR GOUD,8,UR(G),542,3,0,0
17,Medak,18,Yeldurthy,21,Edulapally,Sangidi Indrasena Reddy,265,UR(G),542,3,0,0
17,Medak,18,Yeldurthy,25,Dharmaram,GUNNALA DURGAREDDY,293,UR(G),697,13,0,2
17,Medak,18,Yeldurthy,25,Dharmaram,SARABUDDULA SHANKAR REDDY,404,UR(G),697,13,0,2
17,Medak,18,Yeldurthy,19,Damarancha,POTHKANI SRIKANTH,40,UR(G),1039,12,0,0
17,Medak,18,Yeldurthy,19,Damarancha,KONAYAGARI BHASKER REDDY,907,UR(G),1039,12,0,0
17,Medak,18,Yeldurthy,19,Damarancha,VELDURTHY VITTAL GOUD,92,UR(G),1039,12,0,0
17,Medak,18,Yeldurthy,5,Cherlapally,POTHULA ASHOK REDDY,0,UR(G),0,0,0,0
17,Medak,18,Yeldurthy,3,Bommaram,MATTELA RAMESH,129,BC(G),433,6,0,6
17,Medak,18,Yeldurthy,3,Bommaram,MATTELA MAISAIAH,23,BC(G),433,6,0,6
17,Medak,18,Yeldurthy,3,Bommaram,KUMMARI YELLAM,41,BC(G),433,6,0,6
17,Medak,18,Yeldurthy,3,Bommaram,DARIPALLY NARSIMLU,48,BC(G),433,6,0,6
17,Medak,18,Yeldurthy,3,Bommaram,MATTELA SHANKER,192,BC(G),433,6,0,6
17,Medak,18,Yeldurthy,8,Baswapur,Goundla Mallesham,332,BC(G),601,11,0,0
17,Medak,18,Yeldurthy,8,Baswapur,MOHAMMAD AFSAR MOHIUDDIN,269,BC(G),601,11,0,0
17,Medak,18,Yeldurthy,18,Bandaposanpally,THIRUMALA NARENDAR REDDY,0,UR(G),0,0,0,0
17,Medak,18,Yeldurthy,6,Aregudem,PALVANCHA SHEKHAR,177,BC(G),491,10,0,2
17,Medak,18,Yeldurthy,6,Aregudem,KARROLLA KUMAR,153,BC(G),491,10,0,2
17,Medak,18,Yeldurthy,6,Aregudem,ERPULA SANJIVULU,2,BC(G),491,10,0,2
17,Medak,18,Yeldurthy,6,Aregudem,KUSTHI SHEKULU,159,BC(G),491,10,0,2
17,Medak,18,Yeldurthy,15,Andugulapally,Mahhammad Bishmilla,292,UR(W),728,3,0,1
17,Medak,18,Yeldurthy,15,Andugulapally,DUNNA VINODA,333,UR(W),728,3,0,1
17,Medak,18,Yeldurthy,15,Andugulapally,NAYAKOTI SWARNALATHA,103,UR(W),728,3,0,1
17,Medak,18,Yeldurthy,1,Achampet,JULURI DURGAMMA,97,SC(W),615,16,0,6
17,Medak,18,Yeldurthy,1,Achampet,TAMTAM LAXMI,401,SC(W),615,16,0,6
17,Medak,18,Yeldurthy,1,Achampet,kateera sravanthi,117,SC(W),615,16,0,6
30,Suryapet,3,Thungathurthi,10,Yenekunta Thanda,ANGOTHU BUJJI,16,ST(W),418,1,418,0
30,Suryapet,3,Thungathurthi,10,Yenekunta Thanda,BHANOTHU BHULI,172,ST(W),418,1,418,0
30,Suryapet,3,Thungathurthi,10,Yenekunta Thanda,BHANOTHU VIJJI,230,ST(W),418,1,418,0
30,Suryapet,2,Thirumalagiri,13,Velishala,KUMBAM SATEESH,601,BC(G),1671,32,0,10
30,Suryapet,2,Thirumalagiri,13,Velishala,AKULA VEERAIAH,1055,BC(G),1671,32,0,10
30,Suryapet,2,Thirumalagiri,13,Velishala,POLOJU MADHU,15,BC(G),1671,32,0,10
30,Suryapet,7,Suryapet,11,Yerkaram,CHINTHALAPATI MOUNIKA,957,SC(W),1912,37,0,9
30,Suryapet,7,Suryapet,11,Yerkaram,VADDE YADAMMA,955,SC(W),1912,37,0,9
30,Suryapet,7,Suryapet,14,Yendlapally,DANDI SUGUNAMMA,1278,UR(W),2295,34,0,18
30,Suryapet,7,Suryapet,14,Yendlapally,PANTHANGI RENUKA,1017,UR(W),2295,34,0,18
30,Suryapet,7,Suryapet,22,Thallakhammam Pahad,MIRYALA VAMSHIDHAR REDDY,715,UR(G),1806,31,0,13
30,Suryapet,7,Suryapet,22,Thallakhammam Pahad,MUDIREDDY CHANDRAKALA,1091,UR(G),1806,31,0,13
30,Suryapet,7,Suryapet,21,Tekumatla,PINDIGA PADMA,1200,SC(W),2455,82,0,2
30,Suryapet,7,Suryapet,21,Tekumatla,VALKI SUHASINI,36,SC(W),2455,82,0,2
30,Suryapet,7,Suryapet,21,Tekumatla,CHINTA ALIVELU,1186,SC(W),2455,82,0,2
30,Suryapet,7,Suryapet,21,Tekumatla,DURGAM LACHAMMA,25,SC(W),2455,82,0,2
30,Suryapet,7,Suryapet,21,Tekumatla,SURARAPU BAGYAMMA,8,SC(W),2455,82,0,2
30,Suryapet,7,Suryapet,19,Solipet,BIRAVOLU SHOBHA RANI,459,UR(W),882,10,0,5
30,Suryapet,7,Suryapet,19,Solipet,BIRAVOLU MANEMMA,423,UR(W),882,10,0,5
30,Suryapet,7,Suryapet,6,Sapavath Thanda,RAMAVATH LALU,286,ST(G),509,7,0,0
30,Suryapet,7,Suryapet,6,Sapavath Thanda,RATHLA BHEEMA,3,ST(G),509,7,0,0
30,Suryapet,7,Suryapet,6,Sapavath Thanda,BHUKYA RAMESH,220,ST(G),509,7,0,0
30,Suryapet,7,Suryapet,1,Rathnapuram,PERELLI RAMBABU,348,SC(G),890,5,0,0
30,Suryapet,7,Suryapet,1,Rathnapuram,METTU BIXAM,542,SC(G),890,5,0,0
30,Suryapet,7,Suryapet,8,Ramla Thanda,VANKUDOTHU SWAPNA,0,ST(W),0,0,0,0
30,Suryapet,7,Suryapet,20,Ramaram,BOLLAM SUMATHI,754,UR(W),1473,19,0,9
30,Suryapet,7,Suryapet,20,Ramaram,PALARAPU SRIDEVI,719,UR(W),1473,19,0,9
30,Suryapet,7,Suryapet,23,Ramanna Gudem,CHINTHA ASHOK,126,SC(G),334,7,0,0
30,Suryapet,7,Suryapet,23,Ramanna Gudem,CHINTHA SAIDULU,2,SC(G),334,7,0,0
30,Suryapet,7,Suryapet,23,Ramanna Gudem,CHINTHAKARTHIK,60,SC(G),334,7,0,0
30,Suryapet,7,Suryapet,23,Ramanna Gudem,KATHULA MALLAIAH,146,SC(G),334,7,0,0
30,Suryapet,7,Suryapet,10,Ramachandra Puram,MANDALREDDY VENUGOPALREDDY,343,UR(G),634,6,0,0
30,Suryapet,7,Suryapet,10,Ramachandra Puram,ANTHAREDDY MALI,291,UR(G),634,6,0,0
30,Suryapet,7,Suryapet,2,Rajnaik Thanda,LUNAVATH SHANTHABAHAI,133,ST(G),633,18,0,1
30,Suryapet,7,Suryapet,2,Rajnaik Thanda,LONAVATH ASHOK,278,ST(G),633,18,0,1
30,Suryapet,7,Suryapet,2,Rajnaik Thanda,LONAVATH SHANKAR,219,ST(G),633,18,0,1
30,Suryapet,7,Suryapet,2,Rajnaik Thanda,RATLA RAMURTHY NAYAK,3,ST(G),633,18,0,1
30,Suryapet,7,Suryapet,13,Pinnai Palem,MODUGU PRAVEENA,0,UR(G),0,0,0,0
30,Suryapet,7,Suryapet,3,Laxmi Thanda,RAVI KUMAR LONAVATH,150,ST(G),393,9,0,1
30,Suryapet,7,Suryapet,3,Laxmi Thanda,LUNAVATH SURYA,158,ST(G),393,9,0,1
30,Suryapet,7,Suryapet,3,Laxmi Thanda,JATOTH SURESH,85,ST(G),393,9,0,1
30,Suryapet,7,Suryapet,17,Konkathimmani Annaram,KARASANI PUSHPALATHA,323,UR(W),668,5,0,2
30,Suryapet,7,Suryapet,17,Konkathimmani Annaram,BAIREDDY ALIVELAMMA,345,UR(W),668,5,0,2
30,Suryapet,7,Suryapet,15,Kesaram,MENTHABOINA NAGAIAH,736,BC(G),1204,35,0,6
30,Suryapet,7,Suryapet,15,Kesaram,BATHULA SRINIVASULU,460,BC(G),1204,35,0,6
30,Suryapet,7,Suryapet,15,Kesaram,NIMMANAGOTI KANTHAMMA,8,BC(G),1204,35,0,6
30,Suryapet,7,Suryapet,18,Kasarabad,BANTU NAGAMMA,789,BC(W),1909,46,0,15
30,Suryapet,7,Suryapet,18,Kasarabad,KOLLU RENUKA,1120,BC(W),1909,46,0,15
30,Suryapet,7,Suryapet,9,Jatoth Thanda,JATOTHU NAGESHWARRAO,5,UR(G),412,6,0,0
30,Suryapet,7,Suryapet,9,Jatoth Thanda,DARAVATH SHANKAR,1,UR(G),412,6,0,0
30,Suryapet,7,Suryapet,9,Jatoth Thanda,JATOTH SRINIVAS,2,UR(G),412,6,0,0
30,Suryapet,7,Suryapet,9,Jatoth Thanda,JATOTH HEMA LATHA,204,UR(G),412,6,0,0
30,Suryapet,7,Suryapet,9,Jatoth Thanda,DARAVATH PARVATHI,144,UR(G),412,6,0,0
30,Suryapet,7,Suryapet,9,Jatoth Thanda,GOPA DARAVATH,56,UR(G),412,6,0,0
30,Suryapet,7,Suryapet,9,Jatoth Thanda,DHARAVATH JAMLA,0,UR(G),412,6,0,0
30,Suryapet,7,Suryapet,16,Imampet,BOILLA RAVINDER,791,SC(G),1725,0,0,7
