state,year,district,block,gram_panchayat,ward_no,tier,tier_local,reservation,caste_reservation,woman_reserved,winner,winner_basis,unopposed,reservation_raw,script,source_path,source_page
Telangana,2019,Adilabad,Adilabad Rural,Khanapur,,gp_head,sarpanch,ST Other than Woman,ST,0,RATHOD MAMATHA,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Khandala,,gp_head,sarpanch,ST Other than Woman,ST,0,MADAVI ASHOK,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Kumbhajhari,,gp_head,sarpanch,Woman,NONE,1,INDABAI MANNE,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Landasangvi,,gp_head,sarpanch,BC Woman,BC,1,ANKATH SUVARNA,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Linguguda,,gp_head,sarpanch,ST Other than Woman,ST,0,SEDAM LAXMAN,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Lohara,,gp_head,sarpanch,ST Woman,ST,1,ATHRAM ANUSUYABAI,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Lokari,,gp_head,sarpanch,ST Woman,ST,1,PENDOR KALPANA,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Mamidiguda,,gp_head,sarpanch,ST Other than Woman,ST,0,ATHRAM YADHAV RAO,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,New Rampur,,gp_head,sarpanch,Woman,NONE,1,DORUSHETTI KAVITHA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Pedda Maleborigaon,,gp_head,sarpanch,ST Woman,ST,1,KUMRA GANGADEVI,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Pippaldhari,,gp_head,sarpanch,ST Woman,ST,1,TEKAM PARVATHI,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Pochera,,gp_head,sarpanch,Woman,NONE,1,MAMATHA KANDI,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Ramai,,gp_head,sarpanch,BC Other than Woman,BC,0,KARLA VITAL,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Tantholi,,gp_head,sarpanch,ST Woman,ST,1,MADAVI LAXMI,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Tippa,,gp_head,sarpanch,ST Other than Woman,ST,0,MADAVI KISHAN,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Wanwat,,gp_head,sarpanch,ST Woman,ST,1,KODAPA THURU BAI,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Yapalguda,,gp_head,sarpanch,ST Other than Woman,ST,0,PENDUR GANGARAM,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Adilabad Rural,Yeshwanthguda,,gp_head,sarpanch,ST Other than Woman,ST,0,DURVA RAMCHANDER,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Ananthapur,,gp_head,sarpanch,Other than Woman,NONE,0,PENDUR NAGESHWAR,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Andhuguda,,gp_head,sarpanch,ST Other than Woman,ST,0,Arka Shankar,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Bazarhathnoor,,gp_head,sarpanch,ST Woman,ST,1,Paracha Lavanya,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Bhosra,,gp_head,sarpanch,Other than Woman,NONE,0,Sontake Nandishwar,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Bhuthai - B,,gp_head,sarpanch,BC Other than Woman,BC,0,Pad Gnaneshwar,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Bhuthai - K,,gp_head,sarpanch,ST Other than Woman,ST,0,Thodasam Maruthi,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Burkapally,,gp_head,sarpanch,ST Woman,ST,1,Pendur Chandrakala,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Chandunaik Thanda,,gp_head,sarpanch,BC Woman,BC,1,Padwal Anitha,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Chintalsangive,,gp_head,sarpanch,ST Other than Woman,ST,0,Madavi Prakash,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Dahegaon,,gp_head,sarpanch,ST Other than Woman,ST,0,Durva Laxman,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Dedra,,gp_head,sarpanch,ST Other than Woman,ST,0,Kudimetha Bheemrao,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Dharampuri,,gp_head,sarpanch,ST Woman,ST,1,Mesram Kavitha,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Dignoor,,gp_head,sarpanch,BC Woman,BC,1,Fud Bhagya Laxmi,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Gangapur,,gp_head,sarpanch,ST Other than Woman,ST,0,Ade Sriram,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Girjai,,gp_head,sarpanch,ST Woman,ST,1,Sangeetha Kumra,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Girnoor,,gp_head,sarpanch,ST Other than Woman,ST,0,Gedam Krishna,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Gokonda,,gp_head,sarpanch,ST Woman,ST,1,Sidam Rukmini,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Gulab Thanda,,gp_head,sarpanch,ST Other than Woman,ST,0,Jadav Vidyasagar,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Harkai,,gp_head,sarpanch,Other than Woman,NONE,0,D Anand Rao,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Jatharla,,gp_head,sarpanch,ST Woman,ST,1,Atram Laxmibai,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Kandly,,gp_head,sarpanch,Other than Woman,NONE,0,MADAVI SHEK RAO,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Kinnerpally,,gp_head,sarpanch,SC Other than Woman,SC,0,Sagure Keshav,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Kolahari,,gp_head,sarpanch,Woman,NONE,1,Shedke Ganga,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Manjram Thanda,,gp_head,sarpanch,BC Other than Woman,BC,0,Kasavat Chandar Singh,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Mankapur,,gp_head,sarpanch,Woman,NONE,1,Chowhan Priyanka,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Morkhandi,,gp_head,sarpanch,ST Woman,ST,1,Thodasam Anitha,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Pippri,,gp_head,sarpanch,Woman,NONE,1,Alluri Kavitha,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Rampur,,gp_head,sarpanch,ST Other than Woman,ST,0,Durva Subhash,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Tembi,,gp_head,sarpanch,Other than Woman,NONE,0,Somu Ramulu,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bazarhathnoor,Warthamannoor,,gp_head,sarpanch,Woman,NONE,1,Kurme Naramma,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Awalpur,,gp_head,sarpanch,Woman,NONE,1,Pushpalatha minika,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Bela,,gp_head,sarpanch,Other than Woman,NONE,0,VATTIPELLI INDRASHEKAR,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Bhadi,,gp_head,sarpanch,ST Woman,ST,1,Sidam Laxmi bai,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Bhavaniguda,,gp_head,sarpanch,ST Other than Woman,ST,0,D Keshav,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Bhedoa Kapsi,,gp_head,sarpanch,ST Woman,ST,1,ANUSUYA GEDAM,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Bhedoda,,gp_head,sarpanch,BC Woman,BC,1,Balerao Archana,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Chandpally,,gp_head,sarpanch,ST Other than Woman,ST,0,Korange Jangshav,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Chaprala,,gp_head,sarpanch,ST Other than Woman,ST,0,MESRAM DOULAT,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Dahegaon,,gp_head,sarpanch,Woman,NONE,1,Varade Ambuthai,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Dhoptala,,gp_head,sarpanch,BC Other than Woman,BC,0,B Rakesh,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Downa,,gp_head,sarpanch,ST Other than Woman,ST,0,Vinod,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Dubbaguda,,gp_head,sarpanch,ST Other than Woman,ST,0,Jadav Rohidas,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Ekori,,gp_head,sarpanch,ST Woman,ST,1,Naitham Nanu bai,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Ganeshpur,,gp_head,sarpanch,ST Woman,ST,1,Madavi Bheembai,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Guda,,gp_head,sarpanch,BC Woman,BC,1,Beby tai,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Junoni,,gp_head,sarpanch,BC Other than Woman,BC,0,Vadai Vivek,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Khara,,gp_head,sarpanch,ST Woman,ST,1,Mesram Gangubai,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Khogdur,,gp_head,sarpanch,ST Other than Woman,ST,0,Deepak,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Maniyarpur,,gp_head,sarpanch,Other than Woman,NONE,0,Tejrao Wadkar,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Masala- B,,gp_head,sarpanch,ST Other than Woman,ST,0,KOTNAK BHEEMRAO,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Masala- K,,gp_head,sarpanch,ST Other than Woman,ST,0,Chandarshav,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Patan,,gp_head,sarpanch,Other than Woman,NONE,0,Faizulla Khan,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Pitgaon(L),,gp_head,sarpanch,ST Woman,ST,1,Nagubai Jadav,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Pohar,,gp_head,sarpanch,ST Other than Woman,ST,0,Ade Shanker,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Ponnala,,gp_head,sarpanch,ST Woman,ST,1,Yoshodhabai,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Sadalpur,,gp_head,sarpanch,ST Woman,ST,1,PENDOR SHARADA,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Sangidi,,gp_head,sarpanch,Woman,NONE,1,Kannala Sumanbai,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Sangvi(G),,gp_head,sarpanch,ST Woman,ST,1,Athram Chandrakanth,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Sayeedpur,,gp_head,sarpanch,ST Woman,ST,1,Rathod Sumanbai,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Shamshabad,,gp_head,sarpanch,Other than Woman,NONE,0,Vipin,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Sirsanna,,gp_head,sarpanch,SC Other than Woman,SC,0,Godru Bhumanna,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Sonkhas,,gp_head,sarpanch,ST Other than Woman,ST,0,Mesram Janardhan,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Takli,,gp_head,sarpanch,ST Woman,ST,1,GODAVARI GEDAM,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Toyaguda,,gp_head,sarpanch,ST Other than Woman,ST,0,Charan Singh,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bela,Warur,,gp_head,sarpanch,ST Other than Woman,ST,0,DHADANJE TUKARAM,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Andarband,,gp_head,sarpanch,Other than Woman,NONE,0,PENDEPU KRUSHNA,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Antargaon,,gp_head,sarpanch,BC Woman,BC,1,Bakki Lalitha,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Arli (T),,gp_head,sarpanch,Woman,NONE,1,GOLLAWARE RAMBAI,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Belsarirampur,,gp_head,sarpanch,ST Woman,ST,1,Gedam Rupa,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Bhagwanpur,,gp_head,sarpanch,ST Woman,ST,1,Ade Reshma,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Bheempur,,gp_head,sarpanch,ST Other than Woman,ST,0,Madavi Leembajee,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Dhanora,,gp_head,sarpanch,BC Other than Woman,BC,0,Bakki Ajay,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Gollaghat,,gp_head,sarpanch,Woman,NONE,1,NAITHAM SUMALATHA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Gomutri,,gp_head,sarpanch,BC Other than Woman,BC,0,Nimma krishnna Rao,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Gona,,gp_head,sarpanch,Other than Woman,NONE,0,SAIYAD BADAR,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Gubdi,,gp_head,sarpanch,BC Other than Woman,BC,0,Yelpala Prathap,published,,BC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Gubdipally,,gp_head,sarpanch,SC Woman,SC,1,Laxmibai Nakka,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Gunjala,,gp_head,sarpanch,ST Woman,ST,1,Atram laithabai,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Indurpally,,gp_head,sarpanch,ST Other than Woman,ST,0,TEKAM DADARAO,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Jalkori,,gp_head,sarpanch,ST Other than Woman,ST,0,ANIL MADAVI,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Kamatwada,,gp_head,sarpanch,Woman,NONE,1,TATIPELLY LAVANYA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Karanji (T),,gp_head,sarpanch,Woman,NONE,1,Gurla Sathvika,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Karanwadi,,gp_head,sarpanch,Woman,NONE,1,Gedam Nitha,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Khairguda,,gp_head,sarpanch,ST Other than Woman,ST,0,Sidam Govind rao,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Markaguda,,gp_head,sarpanch,ST Woman,ST,1,Madavi Sunitha,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Nipani,,gp_head,sarpanch,Other than Woman,NONE,0,Gonttimukkula Bhumanna,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Pippalkoti,,gp_head,sarpanch,BC Woman,BC,1,Kema Kalyani,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Tamsi (K),,gp_head,sarpanch,Other than Woman,NONE,0,Shaik Kari Moddin,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Tekdirampur,,gp_head,sarpanch,ST Woman,ST,1,Kudmetha Suvernabai,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Wadgaon,,gp_head,sarpanch,ST Other than Woman,ST,0,Mesram Chinnu,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Bheempoor,Wadoor,,gp_head,sarpanch,Other than Woman,NONE,0,Kasaveni Hanmandas,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Andoor,,gp_head,sarpanch,Woman,NONE,1,ADE ANGURI,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Babera,,gp_head,sarpanch,ST Other than Woman,ST,0,SEDMAKI SURESH,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Birlagondi,,gp_head,sarpanch,ST Woman,ST,1,MANGA SHIRISHA,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Boath,,gp_head,sarpanch,Other than Woman,NONE,0,GORLA SURENDHER,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Chintalbori,,gp_head,sarpanch,ST Woman,ST,1,RUKMINA BURKE,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Chinthaguda,,gp_head,sarpanch,ST Other than Woman,ST,0,PENDHURU LINGU,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Devulanikthanda,,gp_head,sarpanch,ST Other than Woman,ST,0,RATHOD SAKAARAM,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Dhannur (B),,gp_head,sarpanch,SC Other than Woman,SC,0,GANGADHAR,published,,SC(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Ghanpur,,gp_head,sarpanch,ST Woman,ST,1,JADHAV SHEKUNTHALA,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Gurralathanda,,gp_head,sarpanch,Other than Woman,NONE,0,CHOWHAN SAKARAM,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Guttapakka Thanda,,gp_head,sarpanch,BC Woman,BC,1,sakarval saritha,published,,BC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Kangutta,,gp_head,sarpanch,SC Woman,SC,1,Marupaka Shyamala,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Kantegoan,,gp_head,sarpanch,ST Woman,ST,1,NAITHAM NANDHU,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Karathwada,,gp_head,sarpanch,ST Woman,ST,1,DURVA SINDHU,published,,ST(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Keshavguda,,gp_head,sarpanch,ST Other than Woman,ST,0,KOVA KISHAN,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Kota (K),,gp_head,sarpanch,Woman,NONE,1,PESVE POOJA,published,,UR(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Kowtha (B),,gp_head,sarpanch,SC Woman,SC,1,Konkati Radhika,published,,SC(W),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Kuchulapur,,gp_head,sarpanch,Other than Woman,NONE,0,KOMMU CHANDRAMOHAN,published,,UR(G),latin,data/telangana/2019_gp_sarpanch.csv,
Telangana,2019,Adilabad,Boath,Lambadithanda,,gp_head,sarpanch,ST Other than Woman,ST,0,ADE BABUSINGH,published,,ST(G),latin,data/telangana/2019_gp_sarpanch.csv,
