source_id,state,year,government_level,tier,language,document_format,district,body,file,url,landing_url,retrieved_at,sha256,bytes
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Gir Somnath,Kodinar,block_member_kodinar_tps_2020.pdf,https://sec.gujarat.gov.in/images/Kodinar-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:44.201279+00:00,6e607f77533cfc239f44ff4d9505da52ec4b1f6fe2d1226a2095ea4f00f3f5a7,185332
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Dahod,Limkheda,block_member_limkheda_tps_2020.pdf,https://sec.gujarat.gov.in/images/Limkheda-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:45.251733+00:00,02816720e7c2f444362c73a91c574774dc9daac11f506f09486dc6afe0d982b0,203042
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Gandhinagar,Mansa,block_member_mansa_tps_2020.pdf,https://sec.gujarat.gov.in/images/Mansa-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:46.555647+00:00,c4214adb8494e674e3d5f4e006ff337b18e547e013f5a4fd3ff18c84f51c3e7d,206644
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Morbi,Morbi,block_member_morabi_tps_2020.pdf,https://sec.gujarat.gov.in/images/Morabi-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:47.349010+00:00,b07da605840e58a26c64f8f95ce6eca2c7357c714ee9764fa07c28168b89c143,218177
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Kutch,Mundra,block_member_mundra_tps_2020.pdf,https://sec.gujarat.gov.in/images/Mundra-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:48.395312+00:00,f91ad1cb9aa652507a78240320bbab068add154de75fad29616d27df41a31884,162490
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Navsari,Navsari,block_member_navsari_tps_2020.pdf,https://sec.gujarat.gov.in/images/Navsari-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:49.652109+00:00,48e84285ba386cfbdf10037b55ce26502f4539518485ff11288fde295a829cc3,178899
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Surat,Olpad,block_member_olpad_tps_2020.pdf,https://sec.gujarat.gov.in/images/Olpad-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:50.685541+00:00,c5da03071336b50d98523bf4f1f2d77342d9edde3f66be50f5bbf94ebb61e576,238923
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Surat,Palsana,block_member_palsana_tps_2020.pdf,https://sec.gujarat.gov.in/images/Palsana-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:51.734824+00:00,66877861e95714fd6f1345b7b9406b633391aac078057b34e25ef47d9df2e671,413558
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Patan,Patan,block_member_patan_tps_2020.pdf,https://sec.gujarat.gov.in/images/Patan-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:52.590442+00:00,875aff181eb6e94de39acf8d4277c75004fec0713dd9da6e5582e4f5b1f18d42,174146
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Porbandar,Porbandar,block_member_porbandar_tps_2020.pdf,https://sec.gujarat.gov.in/images/Porbandar-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:53.845929+00:00,65304e635ea49adea1a87245588c7e7b37bd4274ee8958ddea4303c33594bfdb,187462
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Rajkot,Rajkot,block_member_rajkot_tps_2020.pdf,https://sec.gujarat.gov.in/images/Rajkot-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:54.687360+00:00,670fef4247b7bb3c7cd768c11e6308388806b432da4cd3b5d9c4871b5c86d63a,190291
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Ahmedabad,Sanand,block_member_sanand_tps_2020.pdf,https://sec.gujarat.gov.in/images/Sanand-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:55.930952+00:00,c1b277cb4f83ba9771a9837c32a72e7a0f2cd554e608e448a3ec7239c7e9c503,200460
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Patan,Saraswati,block_member_sarsvati_tps_2020.pdf,https://sec.gujarat.gov.in/images/Sarsvati-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:56.777795+00:00,b9fc2d0203fb6f432f4812060ae182938ef62277aca6af575a8cf77d3b0f2ba8,186949
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Amreli,Savarkundla,block_member_savkundala_tps_2020.pdf,https://sec.gujarat.gov.in/images/Savkundala-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:58.024371+00:00,479d88340dec72672bddb46b9a5ee0fb1391d84083ad61acda038dfdc5e1f75f,187913
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Dahod,Singvad,block_member_singavad_tps_2020.pdf,https://sec.gujarat.gov.in/images/Singavad-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:43:58.873016+00:00,8304904522861390b13ad03dd9045ca93bdb1b6763dd0c426de477015baa1450,175640
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Gir Somnath,Una,block_member_una_tps_2020.pdf,https://sec.gujarat.gov.in/images/Una-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:44:00.115431+00:00,056efc65a823117344d56c241ed7f95a4f08fc06566e898c871e1ba8408544ba,210602
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Vadodara,Vadodara,block_member_vadodara_tps_2020.pdf,https://sec.gujarat.gov.in/images/Vadodara-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:44:00.972994+00:00,fa9320a5e5dc07f5a814a0c76d6fd33972333388f4e992f0022040d358bfb963,211146
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Bharuch,Vagra,block_member_vagara_tps_2020.pdf,https://sec.gujarat.gov.in/images/Vagara-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:44:02.207994+00:00,d58a4e09b93d097983b3b443e442d056286be848fe981c01ca5ab277d63ece96,177324
gujarat_sec_taluka_panchayat_rotation_2020,Gujarat,2020,taluka_panchayat,block_member,Gujarati,encoded-text,Morbi,Wankaner,block_member_vakaner_tps_2020.pdf,https://sec.gujarat.gov.in/images/Vakaner-TPS-2020.pdf,https://sec.gujarat.gov.in/taluka-panchayat-2020.htm,2026-08-26T05:44:03.270393+00:00,09534eadf7d34b21c7b376666ab384f6d8465e8831a1e8e87a844f301757328c,202347
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Ahmedabad,Ahmedabad,zp_member_ahmedabad_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Ahmedabad-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:17.343837+00:00,6e79cce10cae510622fc8e16b9ae249d626664763f92c9eeaf2d22a1db91847f,529644
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Amreli,Amreli,zp_member_amreli_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Amreli-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:17.845746+00:00,c5fb77e16bdde533bc68c6a4b4bdb771e4c06e6881c4da847befcb2181169cc3,572983
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Bharuch,Bharuch,zp_member_bharuch_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Bharuch-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:18.876584+00:00,569c4e402db8b4f7d7253b4e4cdd42e55a89398ed45a985b323e0cc63d8cd357,605228
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Bhavnagar,Bhavnagar,zp_member_bhavnagar_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Bhavnagar-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:19.913332+00:00,46de45c2d0bb577f9ecc782bcb685b869e5d67b0d3a402f8ee9a5e47a92868b5,580326
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Dahod,Dahod,zp_member_dahod_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Dahod-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:21.004908+00:00,b67547f3ab1af3f5dc86b2e60db49deea83c2ec69021d7c39b626730a798aba9,677620
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Gandhinagar,Gandhinagar,zp_member_gandhinagar_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Gandhinagar-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:22.433449+00:00,a5930c9cad8c1899b4f34a1c8874f58b25fefa12a06c8f2606431642eaf28655,404420
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Gir Somnath,Gir Somnath,zp_member_girsomnath_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/GirSomnath-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:23.233621+00:00,b0d7a3f23f7a5a6a705232896e06334458136a73b651d44f2cc748b1928306c7,410437
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Kutch,Kutch,zp_member_kutchh_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Kutchh-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:24.553501+00:00,2a0f46faadebd089c7403a47a86dcb1a9761fe9d5988c7af08bdbca0d4523650,708819
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Morbi,Morbi,zp_member_morabi_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Morabi-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:25.344972+00:00,1bdec84aa544f9f24dafd4f3ce016c996f76908bafe902398ad9c5a5a24d1c7a,381619
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Navsari,Navsari,zp_member_navsari_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Navsari-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:26.474502+00:00,7e36f1a2ee693a009754afe9355c9c2dba1649cd917fd3cf8e0131263e688f5b,456168
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Patan,Patan,zp_member_patan_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Patan-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:27.669230+00:00,f17348e22d3dd00c659e4c058eb944b2f6a8f5d6acbd0e1a90410dc2b6e1fcfc,663443
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Porbandar,Porbandar,zp_member_porbandar_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Porbandar-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:28.516342+00:00,71c00ec58a050ffa59d918582c1a6e3397e8f0428bd2ac341ef6b2fb42945a3f,254797
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Rajkot,Rajkot,zp_member_rajkot_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Rajkot-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:29.783304+00:00,caac16818a9315b1d4a61aebd68d27d7d21e4006317219e1fb7295e38cded598,577190
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Surat,Surat,zp_member_surat_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Surat-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:30.589048+00:00,806fb05df8ad34810c0ea820e50bea99d92d97fe300472ee5923a72eaa93c6ec,625877
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Surendranagar,Surendranagar,zp_member_surendranagar_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Surendranagar-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:31.623600+00:00,8d1254f756716533234cdf0d12444566e3c9e5926142ca5afc90196a7e9c83ad,559984
gujarat_sec_district_panchayat_rotation_2020,Gujarat,2020,district_panchayat,zp_member,Gujarati,encoded-text,Vadodara,Vadodara,zp_member_vadodara_dp_2020.pdf,https://sec.gujarat.gov.in/images/pdf/Vadodara-DP-2020.pdf,https://sec.gujarat.gov.in/district-panchayat-2020.htm,2026-08-26T05:43:32.678780+00:00,4bb79e1a141f5db185ebd0fe42047dc3c704d3a8d66c6be326d3c6112119f63c,549326
