year,ward_no,serial,candidate,party,party_local,votes,electorate,valid_votes,source_path
2012,118,2,Dr. Suhas Gorakhnath Bhosale,IND,Apaksh,44,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,3,Nilima Shantaram Chavan,IND,Apaksh,220,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,4,Ganesh Arjun Yukkal,MNS,maharashtra navnirman sena,4503,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,5,Ramesh Kambatra Gayakwad,IND,Apaksh,138,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,6,Gayakwad Tushar Shantaram,rashtrahit party,rashtrahit party,66,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,7,Chapaklal Shivani Gala,IND,Apaksh,83,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,8,Rajesh Shyamji Gala,IND,Apaksh,113,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,9,Hadkar Suhas Jagnnath,IND,Apaksh,212,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,10,Khan Harun Yusuf,NCP,nationalist congress party,9567,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,11,Yusuf Salim Khan,samajvadi party,samajvadi party,1639,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,12,Altaf Hussain Munshi,IND,Apaksh,29,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,13,Pal Satlal Ramkishor,rashtriya samaj paksh,rashtriya samaj paksh,41,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,14,Josef Sebastin Polekad,IND,Apaksh,396,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,15,Paramjit Kaur (Pummi),IND,Apaksh,77,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,16,Habal Abdulla Shaikh,indian union muslim ling,indian union muslim ling,85,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,17,Abdul Majid,IND,Apaksh,43,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,18,Aashik Ali Gulhasan Shaikh,IND,Apaksh,60,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,19,Kamlesh A. Sharma,IND,Apaksh,88,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,20,Shirke Bharat Mahadev,SS,shivsena,2498,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,118,21,Sonavane Shyam Malhari,dharma rajya,dharma rajya,50,20212,20212,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,119,1,Sanjay D Bhalerav,MNS,maharashtra navnirman sena,10766,20897,20897,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,119,2,Suresh Bhosale,IND,Apaksh,72,20897,20897,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,119,3,Bhosale Sarasvati Gajanan,SS,shivsena,6630,20897,20897,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,119,4,Gade Menanathe Bharat,IND,Apaksh,160,20897,20897,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,119,5,Subhash Karbhari Ghumare,shivrajya paksh,shivrajya paksh,21,20897,20897,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,119,6,Machidra Kisan Jadhav,IND,Apaksh,51,20897,20897,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,119,7,Mohite Ramakant Jyotiram,IND,Apaksh,89,20897,20897,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,119,8,Ashok Narayan Salian,IND,Apaksh,97,20897,20897,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,119,9,Manoj,NCP,indian nationalist congress,3011,20897,20897,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,120,1,Pratiksha Raju Ghuge,NCP,nationalist congress party,7820,21343,21343,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,120,2,Pawar Nirmala Subhash,SS,shivsena,7025,21343,21343,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,120,3,Sawant Vimal Vitthal,BSP,bahujan samaj party,345,21343,21343,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,120,4,Kavita Valunj (Thorat),MNS,maharashtra navnirman sena,6153,21343,21343,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,121,1,Sushilatai Bagul,rashtriya bhimsena,rashtriya bhimsena,120,19480,19480,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,121,2,Bansode Vandana Dilip,lokjan shakti party,lokjan shakti party,221,19480,19480,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,121,3,Gayakwad Shaila Gautam,BSP,bahujan samaj party,1054,19480,19480,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,121,4,Vandana Shantilal Kharat,IND,Apaksh,240,19480,19480,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,121,5,Swapnil Arun Lokhande,R. P. I (R.K),R. P. I (R.K),122,19480,19480,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,121,6,Bharti Bhaurav More,MNS,maharashtra navnirman sena,5808,19480,19480,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,121,7,Kusum Suresh Shaha,IND,Apaksh,611,19480,19480,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,121,8,Deepali Dilip Shelar,IND,Apaksh,155,19480,19480,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,121,9,Reetu Rajesh Tavade,BJP,bjp,7069,19480,19480,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,121,10,Jayashree Rajesh Thakker,NCP,indian nationalist congress,4082,19480,19480,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,122,1,Gajanan Bhalekar,NCP,indian nationalist congress,1770,22984,22982,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,122,2,Raja Chaugule,IND,Apaksh,3395,22984,22982,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,122,3,Deepak baba Hande,IND,Apaksh,8559,22984,22982,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,122,4,Ravindra Vasant Kothavade,MNS,maharashtra navnirman sena,2720,22984,22982,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,122,5,Nagarkar Komal Urf Shirke Sai,SS,shivsena,6538,22984,22982,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,1,Khasin Peerbaksh Ansari,IND,Apaksh,481,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,2,Faiyaj Babuvan,maharashtra parivartan sena,maharashtra parivartan sena,109,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,3,Raghunath Bhagvan Bhalerav,rashtriya samaj paksh,rashtriya samaj paksh,81,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,4,Anil Chaurasiya,NCP,indian nationalist congress,3474,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,5,Hitesh Jalinder Gayakwad,IND,Apaksh,205,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,6,Pramod Sopan Gayakwad,shivrajya paksh,shivrajya paksh,48,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,7,Kishor Varbe (Ghosh),IND,Apaksh,28,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,8,Aashatai Balaji Godbole,lokjan shakti party,lokjan shakti party,88,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,9,Jitu Suresh Kulkarni,R. P. I (Democretik),R. P. I (Democretik),91,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,10,Landage Suresh Haribhau,BSP,bahujan samaj party,255,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,11,Chandrakant Malkar,MNS,maharashtra navnirman sena,6980,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,12,Mohammad Satish Maniyar,samajvadi party,samajvadi party,4286,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,13,Anil Subhash Manjarekar,IND,Apaksh,472,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,14,Mate Ashwini Bharat,SS,shivsena,9050,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,15,More Sandesh Krushnaji,IND,Apaksh,115,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,16,Salim Pathan,IND,Apaksh,45,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,17,Satyavan (Babu) Rame,IND,Apaksh,195,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,18,Mo. Said Abdul Jabbar Rangadi,IND,Apaksh,32,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,19,Shinde Shantini Datta,IND,Apaksh,762,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,123,20,Jayvant Maruti Vaghmare,akhil bhartiya sena,akhil bhartiya sena,49,26846,26846,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,1,Ashok Anna Aavale,IND,Apaksh,48,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,2,Deepak Pandurang Chavan,republican party of india (D),republican party of india (D),68,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,3,Pravin Velji Cheda,NCP,indian nationalist congress,8557,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,4,Dasari Jayprakash Urf Jayapo Kantilal,rashtriya mahashakti party,rashtriya mahashakti party,298,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,5,Devrukhkar Ramesh Jannath,IND,Apaksh,45,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,6,Sushil Swaminath Gupta,IND,Apaksh,424,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,7,Jaiswar Chotelal Sadafal,IND,Apaksh,191,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,8,Pyarelal Bhullan Jaiswar,BSP,bahujan samaj party,216,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,9,Mangesh Chintaman Kamble,MNS,maharashtra navnirman sena,1839,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,10,Satyanarayan Prasad Balarsilal Patva,bhartiya manavtavadi party,bhartiya manavtavadi party,26,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,11,Sachin Raghu Sakpal,IND,Apaksh,208,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,12,Vishwas Urf Ganesh Ashok Salve,IND,Apaksh,25,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,13,Shah Akshay Vallabhbhai,IND,Apaksh,84,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,14,Dilip Vasant Shinde,IND,Apaksh,304,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,15,Sushil Ramkrushna Shinde,IND,Apaksh,77,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,16,Shirsat Bhalchandra,BJP,bjp,7748,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,124,17,Priti Narayanji Thakker,IND,Apaksh,93,20251,20251,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,125,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,1,,MNS,maharashtra navnirman sena,4909,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,2,,bharip bahujan mahasangh,bharip bahujan mahasangh,270,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,3,,IND,apaksh,1149,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,4,,IND,apaksh,46,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,5,Ganesh Nathuram Thadange,IND,apaksh,863,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,6,Kishor (Bhai) Vishnu Jadhav,BSP,bahujan samaj party,1796,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,7,Kakade Haridas Kudlik,lokjan shakti party,lokjan shakti party,142,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,8,Kamble Rajendra Heeraman,NCP,indian nationalist congress,3095,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,9,Ad Rajesh Chokhava Karamkar,IND,apaksh,80,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,10,Shailesh Shridhar Mohite,IND,apaksh,1204,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,11,Arvind (Babu) Vishnu More,republican party of india (A),republican party of india (A),639,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,12,Sandeep bhai Krushna Pagare,IND,apaksh,154,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,13,Sachin Pawar,IND,apaksh,2710,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,126,14,Milind Prakash Raygaonker,republican party of india,republican party of india,146,17203,17203,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,127,1,Dr. Minakshi Umarshee Bhanushali,IND,apaksh,666,20664,20664,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,127,2,Falguni Dave,BJP,bjp,12636,20664,20664,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,127,3,Kedare Neeta Sunil,BSP,bahujan samaj party,137,20664,20664,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,127,4,Harsha Jitubhai Mehta,NCP,indian nationalist congress,5698,20664,20664,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,127,5,Kavita Tushar Rane,MNS,maharashtra navnirman sena,1527,20664,20664,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,1,Pramila Sakharam Ahire,bhartiya manavtavadi party,bhartiya manavtavadi party,58,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,2,Archana Bhagvan Ankush,IND,apaksh,243,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,3,Battu Sushita Ganesh,samajvadi party,samajvadi party,1469,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,4,Dandage Vasuntabai Ramsingh,BSP,bahujan samaj party,1961,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,5,Gagunde Aasha Madhukar,IND,apaksh,129,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,6,Gupta Kamladevi Ramsagar,janta dal (B),janta dal (B),270,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,7,Mangal Parmeshwar Kadam,MNS,maharashtra navnirman sena,7670,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,8,Mandakini Rahulji Kamble,bharip bahujan mahasangh,bharip bahujan mahasangh,1317,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,9,Vasanti Ashok Mayekar,maharashtra parivartan sena,maharashtra parivartan sena,151,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,10,Sulochana Dattaram Mhatre,IND,apaksh,137,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,11,Pawar Vaishali Damodar,republican party of india,republican party of india,1843,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,12,Kalpana Ramji Shukla,IND,apaksh,1441,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,13,Aruna Sanjay Sonjankar,R.P.I. (A),R.P.I. (A),621,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,14,Ubale Shila Namdev,NCP,nationalist congress party,4108,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,128,15,Harshala Parshuram Veralu,IND,apaksh,200,21616,21616,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,129,1,Shamal Suresh Gambhir,SS,shivsena,2906,39457,15601,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,129,2,Farida Shukat Momin,NCP,nationalist congress party,3299,39457,15601,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,129,3,Reshma Ramesh Nevrekar,samajvadi party,samajvadi party,4241,39457,15601,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,129,4,Sultana Jakir Ahamad Kureshi,MNS,maharashtra navnirman sena,2811,39457,15601,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,129,5,Aavagha Anis Shaikh,IND,apaksh,2344,39457,15601,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,1,Sadanand Bhagoji Gamare,republican party of india (A),republican party of india (A),1068,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,2,Indrashi Abdul Rauf,MNS,maharashtra navnirman sena,93,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,3,Sanjana Bhimrav Jadhav,IND,apaksh,48,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,4,Shaivriya Prahalad Kale,bharip bahujan mahasangh,bharip bahujan mahasangh,128,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,5,Mo. Aashad Khan,IND,apaksh,49,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,6,Irfan Abdul Hamid Khan,IND,apaksh,230,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,7,Irshad Hasmat Khan,janta dal (S),janta dal (S),18,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,8,Sajid Mustafa Khan,IND,apaksh,36,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,9,Gulam Mustafa Kadri,IND,apaksh,302,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,10,Imran Kureshi,IND,apaksh,36,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,11,Abdul Gafar,IND,apaksh,82,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,12,Abdul Shakur Shaikh,IND,apaksh,6,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,13,Vasantgeer Shaikh,republican party of india (R.K),republican party of india (R.K),45,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,14,Dr. Haji Khalid Shaikh,samajvadi party,samajvadi party,2697,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,15,Mabu Subal Shaikh,NCP,indian nationalist congress,2217,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,16,Mehbub Abdul Karim Shaikh,IND,apaksh,44,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,17,Mo. Siraj Mo. Ikbal Shaikh,IND,apaksh,3922,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,18,Sharif Ibrahim Shaikh,bhartiya mainoridij suraksha mahasangh,bhartiya mainoridij suraksha mahasangh,422,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,19,Siqqiui Mahamad Ayyub Ahamad,IND,apaksh,505,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,130,20,Prasad Vasant Thakur,MNS,maharashtra navnirman sena,1173,31677,13119,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,1,Ambekar Mahadev Ramrav,SS,shivsena,4216,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,2,Prakash Vyanketrav Birandar,IND,apaksh,231,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,3,Ashok kumar Jaiswar,BSP,bahujan samaj party,138,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,4,Prakash Kamble,republican party of india (R.K),republican party of india (R.K),41,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,5,Khan Mohammad Umar,IND,Apaksh,23,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,6,Khan Nasimbano Ekbal,rashtriya bhimsena,rashtriya bhimsena,26,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,7,Khan Najnin Mohammad Ayyub,rashtriya aman sena (Apaksh),rashtriya aman sena (Apaksh),180,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,8,Rafik Ahamad Kalpir Ahamad Khan,IND,Apaksh,215,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,9,Said Khan Amin Khan,indian union muslim ling,indian union muslim ling,136,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,10,Shahabuddin Khan,republican paksh (K),republican paksh (K),326,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,11,Shakil Ahamad Khan,maharashtra parivartan sena,maharashtra parivartan sena,288,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,12,Vakil Khan,NCP,indian nationalist congress,2225,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,13,Aabid Nakvi,IND,apaksh,142,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,14,Patel Samim Ramjhan,IND,apaksh,221,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,15,Shaikh Babu,bharip bahujan mahasangh,bharip bahujan mahasangh,201,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,16,Nurjaha Rafik,samajvadi party,samajvadi party,5515,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,17,Shaikh Shamaum Ahamad (Gandhi),IND,apaksh,717,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,131,18,Shivaji Balasaheb Supekar,MNS,maharashtra navnirman sena,396,37651,15239,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,132,1,Kherde Vijay Laxman,BSP,bahujan samaj party,298,34589,14807,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,132,2,Mukesh Bajirav Gore,R.P.I. (R.K),R.P.I. (R.K),106,34589,14807,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,132,3,Mujavar Rafik Paigamber,NCP,nationalist congress party,3245,34589,14807,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,132,4,Parshuram Namdev Raut,SS,shivsena,3085,34589,14807,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,132,5,Rais Kasam Shaikh,samajvadi party,samajvadi party,8073,34589,14807,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,133,1,Aalim Rajendra Gopal,MNS,maharashtra navnirman sena,1844,47755,18024,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,133,2,Berde Vijay Laxman,BSP,bahujan samaj party,1098,47755,18024,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,133,3,Dhok Ganesh Sampat,IND,apaksh,174,47755,18024,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,133,4,Divate Munaf Mashak,NCP,indian nationalist congress,4590,47755,18024,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,133,5,Hake Sanjay Dhondiram,rashtriya samaj paksh,rashtriya samaj paksh,164,47755,18024,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,133,6,Mehavi Aabid Khalil,IND,apaksh,114,47755,18024,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,133,7,Shantaram Mahadev Patil,samajvadi party,samajvadi party,5725,47755,18024,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,133,8,Thakur Rajesh Jaganniwas,republican party of india (A),republican party of india (A),4315,47755,18024,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,1,Ansari Sabhan Najir Ahamad,IND,apaksh,71,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,2,Bhise Mukul Shivaji,IND,apaksh,313,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,3,Shanker Sandipan Bhosale,shivrajya paksh,shivrajya paksh,38,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,4,Vikas Tukaram Chavan,IND,apaksh,236,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,5,Gavas Ravindra Rajaram,MNS,maharashtra navnirman sena,3440,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,6,Gupta Manoj Ramnarayan,IND,apaksh,60,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,7,Hake Sanjay Dhondiram,rashtriya samaj paksh,rashtriya samaj paksh,510,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,8,Jayaswal Saroj Harivilas,BSP,bahujan samaj party,2458,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,9,Shamlal Medhai Jaiswal,IND,apaksh,75,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,10,Khandu Nana Khandekar,bhartiya manavtavadi party,bhartiya manavtavadi party,51,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,11,Kothari Laxman Shankerlal,NCP,indian nationalist congress,2937,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,12,Ratna Shanker Mane,IND,apaksh,117,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,13,Sanjay Ramsharan Maroliya,rashtriya bhimsena,rashtriya bhimsena,254,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,14,Patil Machindra Dattatray,IND,apaksh,107,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,15,Dhananjay Pawar (Sir),IND,apaksh,120,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,16,Mithailal Foolchand Rajbhar,IND,apaksh,296,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,17,Sagvekar Prakash Deu,IND,apaksh,34,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
