year,ward_no,serial,candidate,party,party_local,votes,electorate,valid_votes,source_path
2012,134,18,Sarang Mansi Gopal,IND,apaksh,232,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,19,Saroj Rajubhai,IND,apaksh,359,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,20,Rahul Ramesh Shevale,SS,shivsena,7584,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,21,Bharat Vijay Singh,IND,apaksh,115,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,22,Manoj Amarnath Singh,samajvadi party,samajvadi party,447,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,134,23,Samrat (Bhaiya) Digamber Yadav,IND,apaksh,101,43818,19955,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,1,Rashmi Sirvannan,IND,apaksh,749,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,2,Fatmabi Abdul Hamid,IND,apaksh,169,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,3,Fatimabi Mohammad Yasin,IND,apaksh,79,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,4,Hussain Khairunisa Akbar Hussain,samajvadi party,samajvadi party,2127,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,5,Hamida Shadab Khan,MNS,maharashtra navnirman sena,459,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,6,Khan Subiya Shabbir,republican party of india (A),republican party of india (A),1769,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,7,Najiyabano Abdul Rajak Kureshi,IND,apaksh,272,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,8,Sayyad Hajra,IND,apaksh,96,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,9,Sabirabi,IND,apaksh,91,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,10,Shaikh Asma Ahamad Basha,NCP,nationalist congress party,1874,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,11,Badrunisa Ekbal Shaikh,MNS,maharashtra navnirman sena,161,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,12,Hanifayi,IND,apaksh,10935,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,13,Shaikh Nurjaha Aapa,IND,apaksh,346,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,14,Shaikh Rijvan Yusuf,IND,apaksh,123,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,15,Shalina Begam (Doly),IND,apaksh,430,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,135,16,Shanaj Abdul Hasim,IND,apaksh,36,48931,19716,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,136,1,Bhoir Neeta Baliram,IND,apaksh,267,54038,19758,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,136,2,Sunita Dattaram Koli,IND,apaksh,809,54038,19758,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,136,3,Manju Bhaleshanker Kumare (Purake),SS,shivsena,9363,54038,19758,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,136,4,Sangita Santosh Raut - Pandhare,MNS,maharashtra navnirman sena,3780,54038,19758,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,136,5,Nanda Chandrakant Thongire,BSP,bahujan samaj party,552,54038,19758,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,136,6,Lata Valavi,NCP,nationalist congress party,4977,54038,19758,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,1,Aarti Ekash Banker,bharip bahujan mahasangh,bharip bahujan mahasangh,269,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,2,Jaya Ankush Bansode,BSP,bahujan samaj party,928,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,3,Kavita Vishal Bhoge,samajvadi party,samajvadi party,1932,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,4,Chevade Vinaya Vinayak,IND,apaksh,168,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,5,Sunita Dinker Kamble,republican party of india,republican party of india,91,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,6,Vaishali Nityanand Kamble,republican party of india  (R.K),republican party of india  (R.K),37,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,7,Khan Jyoti Shahid,IND,apaksh,190,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,8,Khan Najra Bano Mo. Umer,IND,apaksh,697,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,9,Indabai Vasant Kolekar,rashtriya samaj paksh,rashtriya samaj paksh,77,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,10,Sunanda Vitthal Lokare,NCP,indian nationalist congress,4660,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,11,Sayali Shivprasad Narkar,MNS,maharashtra navnirman sena,2275,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,12,Rammurti Sumati,IND,apaksh,900,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,13,Rijwana Mustak Shaikh,MNS,maharashtra navnirman sena,105,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,14,Shetty Rekha Kariya,IND,apaksh,24,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,15,Shinde Pushpa Rohidas,republican party of india (A),republican party of india (A),1236,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,16,Devi Shambhaji Shitole,IND,apaksh,51,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,17,Jayashree Sambhaji Vaghmare,IND,apaksh,33,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,137,18,Yadav Shaila Shivaji,IND,apaksh,1538,33488,15290,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,1,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,2,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,3,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,4,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,5,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,6,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,7,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,8,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,9,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,10,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,11,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,12,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,138,13,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,1,Rukmani Ramesh Bansode,MNS,maharashtra navnirman sena,139,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,2,Mahendra Bhingardive,IND,apaksh,45,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,3,Vishwas Ganpat Gamare,bharip bahujan mahasangh,bharip bahujan mahasangh,140,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,4,Ganave Prabhakar Mahadev,samajvadi party,samajvadi party,860,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,5,Vasant Shivaji Jadhav,IND,apaksh,108,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,6,Santosh Shamrav Kate,IND,apaksh,80,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,7,Mustak Mukhtar Khan,IND,apaksh,1846,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,8,Samir Laljhare,BSP,bahujan samaj party,636,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,9,Padalekar Vijay Anant,IND,apaksh,112,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,10,Panchal Babalu Harishchandra,SS,shivsena,9956,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,11,Dilip Harishchandra Patil,MNS,maharashtra navnirman sena,3436,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,12,Shashikant Vasant Patil,NCP,indian nationalist congress,8404,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,13,Dilip Rambhau Sahane,IND,apaksh,204,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,14,Samir Ahamad Shaikh,IND,apaksh,214,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,15,Tupsaundraya Sunita Mohan,IND,apaksh,253,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,139,16,Jayashree Sambhaji Vaghmare,lokjan shakti party,lokjan shakti party,62,54344,26495,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,140,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,140,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,140,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,140,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,140,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,140,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,140,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,140,,,,,,,,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,141,1,Mahendra Bhingardive,IND,apaksh,66,39750,19447,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,141,2,Gavare Sachin Manohar,rashtriya bhimsena,rashtriya bhimsena,1710,39750,19447,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,141,3,Ingale Datta Thaksen,akhil bhartiya sena,akhil bhartiya sena,88,39750,19447,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,141,4,Jadhav Prakash Krushna,MNS,maharashtra navnirman sena,2258,39750,19447,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,141,5,Jadhav Vishnu Govind,samajvadi party,samajvadi party,232,39750,19447,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,141,6,Kharatmol Vitthal Ambaji,BJP,bjp,7580,39750,19447,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,141,7,Nitim Sakharam Lokhande,IND,apaksh,384,39750,19447,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,141,8,Lokhande Santosh Gulam,bharip bahujan mahasangh,bharip bahujan mahasangh,287,39750,19447,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,141,9,Nitin Ghanshyam Parade,IND,apaksh,89,39750,19447,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,141,10,Rajendra Bhaurav Pathare,BSP,bahujan samaj party,450,39750,19447,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,141,11,Raju Vishwanath Shirsode,NCP,nationalist congress party,6184,39750,19447,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,141,12,Dr. Vinod Shivdas Sonavane,IND,apaksh,119,39750,19447,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,142,1,Ansari Shakira Shabir,samajvadi party,samajvadi party,281,40912,18469,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,142,2,Devaje Anita Ashok,maharashtra parivartan sena,maharashtra parivartan sena,182,40912,18469,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,142,3,Saida (Chaya) Rashid Hamidani,SS,shivsena,6992,40912,18469,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,142,4,Ankita Amod Kadam,IND,Apaksh,161,40912,18469,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,142,5,Seema Rajendra Mahulkar,NCP,indian nationalist congress,7614,40912,18469,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,142,6,Sunita Bharat Mahulkar,MNS,maharashtra navnirman sena,2697,40912,18469,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,142,7,Rajashree Dattaram Patil,BSP,bahujan samaj party,352,40912,18469,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,1,Ahire Alka Mahendra,IND,Apaksh,212,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,2,Ahire Uttam Dashrath,BSP,bahujan samaj party,383,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,3,Appasaheb Aanadray Avchare,bhartiya shetkari kamgar paksh,bhartiya shetkari kamgar paksh,776,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,4,Madhukar Bhaurav Bansode,lokjan shakti party,lokjan shakti party,131,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,5,Rajendra Keshav Chavan,rashtriya bhimsena,rashtriya bhimsena,32,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,6,Gajare Vijay Bhasker,MNS,maharashtra navnirman sena,2004,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,7,Garud Pravin Subhash,IND,Apaksh,57,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,8,Baban Gopinath Ghoche,IND,Apaksh,406,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,9,Manoher Rajaram Jadhav,IND,Apaksh,73,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,10,Santosh Banya Jogdanya,IND,Apaksh,30,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,11,Arjun Dilip Kalkhair,IND,Apaksh,32,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,12,Ejhar Ahamad Khan,IND,Apaksh,46,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,13,Kharat Jayashree Deepak,IND,Apaksh,621,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,14,Malekar Prakash Dagadu,NCP,indian nationalist congress,2341,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,15,Muradali Mohiddin Mastan,IND,Apaksh,353,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,16,Mhatre Manisha Nathuram,IND,Apaksh,572,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,17,Nagate Mahendra Mahadev,IND,Apaksh,2394,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,18,Anil Namdev Nikam,bharip bahujan mahasangh,bharip bahujan mahasangh,1224,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,19,Dharmaraj Murlidhar Pandey,IND,Apaksh,1951,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,20,Milindkumar Jagnnath Rapadhithe,IND,Apaksh,21,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,21,Shaikh Aarif,IND,Apaksh,442,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,22,Mo. Badreaalam Mo. Yunus Shaikh,cpi,cpi,27,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,23,Vijay Tukaram Shetye,rashtrahit party,rashtrahit party,31,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,24,Satish Anand Shetty (Anna),IND,Apaksh,1157,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,25,Bappa Vaman Shinde,IND,Apaksh,826,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,26,Nandkumar N. Shinde,IND,Apaksh,83,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,27,Shashikant Chandrakant Shinde,MNS,maharashtra navnirman sena,177,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,28,Shivgan Mahadev Shanker,BJP,bjp,2905,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,29,Rameshkumar Shrivastav T. P.,IND,Apaksh,78,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,30,Vaman Vitthal Vavhal,IND,Apaksh,281,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,31,Vaghmare Sachin Vitthal,IND,Apaksh,495,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,143,32,Subhashchandra Rammurti Yadav,samajvadi party,samajvadi party,502,38733,19663,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,1,Sushma Ramesh Aahire,IND,Apaksh,181,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,2,Geeta Karbhari Aavhad,BSP,bahujan samaj party,692,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,3,Reshma Vikas Bhosale,IND,Apaksh,191,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,4,Bhosale Soman Ramesh,lokjan shakti party,lokjan shakti party,207,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,5,Uma Datta Gharat,IND,Apaksh,848,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,6,Nilu Gautam Godayal,IND,Apaksh,487,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,7,Gurunani Bindu Prakash,IND,Apaksh,318,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,8,Rekha Kadam,IND,Apaksh,119,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,9,Kamble Vandana Piraji,bharip bahujan mahasangh,bharip bahujan mahasangh,380,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,10,Kanval Surinder Kaur Bhagidar Singh,IND,Apaksh,691,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,11,Sushma Dilip Lokhande,IND,Apaksh,85,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,12,Urmila Ulhas Mhatre,IND,Apaksh,109,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,13,Pal Laldevi,maharashtra parivartan sena,maharashtra parivartan sena,367,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,14,Rajashree Shripad Palande,BJP,bjp,6222,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,15,Darshana Aashish Pawar,IND,Apaksh,319,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,16,Dr. Swarali Bipin Shashtri,MNS,maharashtra navnirman sena,4528,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,17,Chandrabhaga Tukaram Shetye,rashtrahit party,rashtrahit party,57,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,18,Jaibunisa Shakil Ahamad Siddiqui,IND,Apaksh,23,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,19,Singh Nirmaladevi Vasant,NCP,indian nationalist congress,3852,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,144,20,Vaghmare Vanila Pravin,IND,Apaksh,352,47863,20026,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,1,Sunitatai Chavan,republican party of india (A),republican party of india (A),3435,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,2,Chavan Ujjavala Pandurang,IND,Apaksh,315,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,3,Chavala Kiran Gajanan,dalit muslim aadivasi kranti sangh,dalit muslim aadivasi kranti sangh,69,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,4,Dholpuriya Meeradevi Mandanlal,samajvadi party,samajvadi party,508,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,5,Fulvariya Sarasvati Rajesh,IND,Apaksh,3777,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,6,Vimladevi Kanaihalal Gupta,IND,Apaksh,184,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,7,Vilasini Vilas Kaudgekar,cpi,cpi,53,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,8,Vandana Anil Lokhande,MNS,maharashtra navnirman sena,1488,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,9,Nagare Saraswati Jagnnath,rashtrahit party,rashtrahit party,57,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,10,Savitri Budhiram Prajapati,IND,Apaksh,41,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,11,Vandana Gautam Sabale,NCP,indian nationalist congress,6943,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,12,Shirke Seema Sunil,BSP,bahujan samaj party,433,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,145,13,Mandubai Laxman Yede,bharip bahujan mahasangh,bharip bahujan mahasangh,130,39102,17433,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,146,1,Aacharya Vanita Satish,IND,Apaksh,764,36216,15476,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,146,2,Nilam Vikas Dolas,NCP,indian nationalist congress,4146,36216,15476,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,146,3,Suprada Prakash Fatperkar,SS,shivsena,8694,36216,15476,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,146,4,Sunita Shenik Shaha,MNS,maharashtra navnirman sena,1872,36216,15476,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,1,Benival Anil Jilesing,IND,Apaksh,144,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,2,Bhoir Siddesh Suresh,IND,Apaksh,26,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,3,Dongare Mohan Yashwant,IND,Apaksh,130,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,4,Gurav Sandip Harishchandra,IND,Apaksh,852,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,5,Kate Tukaram Ramkrushna,SS,shivsena,9992,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,6,Mahadik Yogita Mohan,IND,Apaksh,115,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,7,Manoj Bhau Mhatre (Patrakar),BSP,bahujan samaj party,110,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,8,Avinash Harishchandra Panchal,MNS,maharashtra navnirman sena,3538,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,9,Patankar Anil Ramchandra,NCP,indian nationalist congress,10279,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,10,Sudesh Ramji Patel (Sir),IND,Apaksh,347,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,11,Kishor Dhanaji Patil,IND,Apaksh,68,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,12,Chandrabhaga Tukaram Shetye,rashtrahit party,rashtrahit party,26,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,13,P. Nandkumar Shinde,IND,Apaksh,38,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,14,Satish Nana Sonawane,IND,Apaksh,49,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
2012,147,15,Kumod Raghunath Thakur,IND,Apaksh,136,46650,25850,data/maharashtra/mumbai/2012_scanned_data.xlsx
