year,ward_no,candidate,symbol,gender,votes,won,incumbent,source_path
2002,178,Arakade Appasaheb Ramchandra,Clock,M,519,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,178,Avachare Appa Anandrav,Camera,M,375,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,178,Ahire Govind Motiram,State,M,233,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,178,Bpdeshe Shamrav Keru,Television,M,119,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,178,Kamble Sharad Ravaji,Lotus,M,4351,L,1,data/maharashtra/mumbai/BMC 2002.xls
2002,178,Gayakavad Ramdas Shivaji,Elephant,M,106,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,178,Jadhav Rameshwar Yadavrav,Sewing Machine,M,23,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,178,Dhivar Shailesh Prabhakar,Hand,M,4484,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,178,Pawar Moham Kishan,Lock and Key,M,1617,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,178,Pawar Kishor Bhaurav,Aeroplane,M,1211,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,178,Shilvant Navinkumar Devidas,Bicycle,M,1021,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,178,Shinde Bappa Vaman,Bungalow,M,2504,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Agraval Omprakash,Television,M,131,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Aravade Kailas Raghunath,Hand,M,3292,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Kamble Rekha Vithal,Car,F,109,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Gayakavad Ravindra Jayavant,Bicycle,M,103,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Gandurde Raju Punjaram,Lock and Key,M,2579,L,1,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Ghag Sachin Sakharam,Ceiling Fan,M,64,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Chauhan Bachubhai Arjun,Bus,M,3542,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Tupalondhe Balkrushna Khandu,Elephant,M,83,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Bansode Sunil Manohar,Candles,M,995,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Bhanat Sangita Gajanan,Railway Engne,F,170,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Marathe Subhash Bapurav,Ears of Corn and Sickle,M,652,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,More Sunil Sitaram,Kite,M,17,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Mohite Ramchandra Bhivaji,Book,M,229,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Ramraje Anurudha Murlidhar,Road Roller,M,153,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Waghmare Bhagavan Bandu,Bungalow,M,77,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Waghmare Bharat Sidhu,Falming Torch,M,444,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,179,Sharma Kushal Milkharam,Lotus,M,3656,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,180,Kuradiya Jagdish Rampalji,Bus,M,2197,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,180,Goyale Ramaswarup Kusalaram,Lotus,M,2679,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,180,Pholpuriya Madanlal Ramdinji,Bungalow,M,812,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,180,Tupare Fakira Pandhari,Railway Engine,M,69,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,180,Nagarale Shantabi Mahadev,Bicycle,F,292,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,180,Pawar Ravindra Daulati,Clock,M,3609,L,1,data/maharashtra/mumbai/BMC 2002.xls
2002,180,Pawar Ravindra Maruti,Aeroplane,M,38,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,180,Rithadiya Khemchand Shivkiran,Axe,M,36,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,180,Shirke Sunil Subhaji,Elephant,M,2526,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,180,Salve Shivajirav Bhagavt,Hand,M,1516,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,181,Keni Kamal Karunakar,Hand,F,3777,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,181,Jayakar Kumud Ashok,Clock,F,4687,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,181,More Jyoti Prakash,Elephant,F,603,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,181,Satardekar Anjali Ashok,Bow and Arrow,F,6878,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,182,Ahire Raju Tulsiram,Elephant,M,1078,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,182,Kureshi Ijajhusain Diladarhusain,Bungalow,M,1331,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,182,Koyande Kishor Subhashchandra,Cup and Saucer,M,84,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,182,Patil Mahendra Lakshman,Lock and Key,M,2248,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,182,Pose Shantaram Dhanaji,Aeroplane,M,125,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,182,Mhatre Jitendra Hariram,Lotus,M,3700,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,182,Vaghulkar Ramkrushna Madhukar,Bicycle,M,1370,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,182,Sabale Kundlik Govind,Hand,M,7211,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,183,Dolas Nilam Vikas,Bow and Arrow,F,5315,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,183,Shinde Sangita Vinod,Car,F,3446,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,183,Thali Nirmala Bhai,Clock,F,124,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,183,Shisode Varsha Arun,Hand,F,148,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,183,Mhatre Pradnya Vind,Coat,F,1829,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,184,Kate Mangala Tukaram,Coconut,F,9837,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,184,Kolambkar Pushpalat,Flamng Torch,F,159,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,184,Patil Ragini Chandrakant,Bus,F,196,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,184,Palav Geeta Savalaram,Bow and Arrow,F,4061,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,184,Panchal Yogita Suresh,Aeroplane,F,26,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,184,Vazhe Yogita Suresh,Clock,F,1386,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,184,Sharma Saroj Vinay,Hand,F,1977,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,185,Ingale Jaya Lakshman,Bungalow,F,157,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,185,Kharatmol Rukhmini Vithal,Lotus,F,3704,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,185,Gayakavad Minal Prakash,Hand,F,2907,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,185,Jagatap Pratibha Ravindra,Bicycle,F,149,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,185,Jogadand Ushatai Babasaheb,Lock and Key,F,448,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,185,Tunbale Shantabai Damodar,Bus,F,1616,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,185,Nirbhavne Vandana Namdev,Flaming Torch,F,80,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,185,Pagare Sindhutai Harishchandra,Road Roller,F,17,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,185,Bhosale Bijubai Ramchandra,State,F,28,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,186,Iso Filip K.,Clock,M,1730,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,186,Kamble Sharad Shankar,Elephant,M,147,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,186,Thakur Anil Gajanan,Lotus,M,2386,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,186,Patil Shubhananda Dattatray,Sewing Machine,F,116,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,186,Baiat Suryakant Govind,Flamng Torch,M,51,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,186,Vaiti Narendra Madan,Basket,M,2082,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,186,Sharma Anil Sitaram,Hand,M,1242,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,186,Shevale Rahul Ramesh,Television,M,2646,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Alam Bilkis Kamar Alam,Hurricane Lamp,F,84,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Kamble Jalindar Sona,Bicycle,M,470,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Khade Prabhakar Vishwas,Car,M,44,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Gavli Sakharam Balu,Bow and Arrow,M,5460,L,1,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Dahivile Ramkrushna Janaba,Elephant,M,146,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Nair Raghunathan Damoraran,Flaming Torch,M,163,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Bhosale Prakash Limbaji,Lock and Key,M,5526,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Mishri Kisan Raju,Hand,M,4057,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,More Tulshiram Narayan,Bungalow,M,333,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Yadav Mataprasad Lodi,Bus,M,315,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Shaikh Abdul Latif,Cup and Saucer,M,400,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Shaikh Dr. Japhar Abdul Jalil,Television,M,68,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Sidhique Samiullah Shukarullah,Ceilng Fan,M,66,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Singh Narendrakumar Pratap Narayan,Ring,M,548,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,187,Sanavane Ramesh Shankar,Railway Engine,M,66,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,188,Kale Sonabai Govind,Aeroplane,F,220,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,188,Kamble Alka Vijay,Bungalow,F,296,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,188,Ghanavat Sharda Balu,Bow and Arrow,F,4973,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,188,Dalvi Mariyam Mehbub Alam,Bicycle,F,3108,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,188,Pindgale Anita Ashok,Axe,F,145,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,188,Mane Shantabai Shankar,Elephant,F,263,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,188,Mir Mairajabegam Abdul Karim,Television,F,602,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,188,Shaikh Shamimbanu Abdul Karim,Bat,F,514,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,188,Suradkar Shobha Sidharth,Bus,F,266,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,188,Sanjar Juberdabanu Mo. Harun,Hand,F,3276,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,188,Hamid Aminabi Shahul,Lady Purse,F,644,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,188,Haimd Zarina Begam Shahul,Clock,F,5757,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Ansari Mohammed Nazir Mohammed Issar,Railway Engne,M,1074,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Bhoge Balu Ramdas,Stool,M,192,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Chaudhri Fajalur Rehman Shafatullah,Book,M,362,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Divate Munaf Aashak,State,M,194,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Faruki Mahammed Israr Mohid,Candles,M,33,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Gayakavad Machindra Sopan,Bus,M,479,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Hankare Prabhakar Maruti,Whistle,M,32,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Jadhav Rajaram Bhimrav,Brick,M,408,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Jadhav Balu Uttam,Coconut,M,68,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Jayaswal Saroj Harivilas,Bridge,M,881,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Khan Guljar Sardar Ahmed,Comb,M,5,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Khan N. Rahman,Bat,M,315,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Khan Iqbal Ramjan,Ceiling Fan,M,78,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Khan Mehbub Ali Jumman,Banana,M,153,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Khan Mohammed Husain Abdul Khalik,Kite,M,370,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Khan Najnin Ayyub,Electirc Poll,F,51,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Khan Vakil Munshi,Scissors,M,104,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Londhe Anil Rajaram,Bungalow,M,259,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Mishra Chandrakishor Shivkumar,Iron,M,255,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Nayadu Veluswami Subaiyya,Hand,M,4056,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Pandav Sanjay Ratan,Elephant,M,478,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Pathan Insan Ali Rahimuddin,Cup and Saucer,M,60,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Patil Ravindra Dattatray,Almirah,M,592,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Prajapati Kalicharan Sukhai,Elephant,M,118,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Salavi Prabhakar Devram,Bow and Arrow,M,3816,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Sathe Atmaram Nanabhu,Ring,M,396,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Sathe Shankar Dhyanu,Jug,M,212,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Sayyad Mahammed Haji Ali Jaffar,Gas Cylinder,M,61,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Shah Mohammed Salim Mo. Jamidar,Hurricane Lamp,M,221,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Shaikh Gayasuddin Nafamuddin,Bicycle,M,1803,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Shaikh Irmarn Aajmi,Car,M,122,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Shaikh Mohammed Altaf Abdul Rauf,Chair,M,163,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Shendge Malti Maruti,Aeroplane,F,97,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Shinde Ganesh Babanrav,Clock,M,1700,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Sinh Sakaldev Raghuraj Bahadursingh,,M,417,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,189,Vajage Sunita Pravin,Pressure Cooker,F,147,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,190,Ishke Mohammed Hamid Abdul Ajij,Car,M,98,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,190,Kate Tukaram Ramkrushna,Coconut,M,5802,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,190,Kandalagavankar Manoj Mahadev,Axe,M,666,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,190,Khulli Nazir Kasam,Clock,M,1160,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,190,Jadhav Vishnu Raju,Bungalow,M,323,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,190,Patil Dattaram Ganpat,Hand,M,1583,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,190,Malave Nanda Bhagavan,Bus,F,32,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,190,Lokare Vithal Govind,Bow and Arrow,M,5031,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,190,Varma Rammurad Vasudev,Bicycle,M,708,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Ingale Vilas Sitaram,Bungalow,M,352,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Kureshi Mohammed Hainf Allauddin,Elephant,M,438,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Kumbhar Vasant Namdev,Railway Engine,M,545,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Khan Mubrak Ali Mohammed Raja,Clock,M,489,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Khan Mo. Atik Mo. Akmal,Hand,M,2229,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Khan Vakil Munshi,Scissors,M,24,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Khan Shabbir Ahmad Ruvabali,Chair,M,304,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Khan Sharfuddin Karamat,Bus,M,95,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Chavan Anil Shankar,Flaming Torch,M,4,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Chavan Smita Milind,Car,F,194,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Chaudhary Niyaz Ahmed Murtuja Husain,Ink Pot & Pen,M,1106,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Jasarapuriya Manoharlal Mahavirprasad,Lotus,M,798,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Dethe Ashok Bhima,Kite,M,19,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Pathan Mohammed Umar,Ceiling Fan,M,89,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Mishra Shyamdhar Shivkiram,Sewing Machine,M,49,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Yadav Devraj Sarjuprasad,Cup and Saucer,M,60,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Shaikh Akbar Ali Ibrahim,Television,M,11,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Shaikh Mohammed Nazir Mohammed Lalbabu,Hurricane Lamp,M,148,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Sayyad Jishan Haidar,Ladder,M,10,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Sarguroh Dilavar Ali Khan,Kisan Driving Tractor,M,42,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Sumra Mohammed Usman,Bicycle,M,105,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,191,Sonavane Gautam Keshav,Lock and Key,M,1391,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,Avare Shamrav Gajannath,Sewing Machine,M,36,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,Kamble Arun Vishwnath,Bungalow,M,897,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,Kamble Ramesh Suresh,Hand,M,4721,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,Gavali Sanjay Narayan,State,M,145,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,Gayakavad Shobha Baban,Bicycle,F,924,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,Zhire Suraj Mohan,Lotus,M,3135,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,Davare Shahaji Baburav,Kite,M,1339,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,Nirbhavane Anuradha Piraji,Axe,F,612,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,Nirbhavane Martand Shivram,Elephant,M,185,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,Patole Rajendra Bhausaheb,Ceiling Fan,M,52,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,Bansode Ajit Sukhdev,Cup and Saucer,M,41,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,More Pravin Dadu,Railway Engine,M,233,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,192,Waghmare Rajendra Vaman,Lock and Key,M,3252,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Ansari Shakila Mohammed Sabir,Ladder,F,299,L,1,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Kamble Sulochana Madhukar,Bungalow,F,258,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Khan Gulnarbanu Ajij,Ink Pot & Pen,F,16,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Khan Jubaida Jabbar,Bicycle,F,2456,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Khan Lekunisa Habibulla,Bus,F,140,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Taksal Shashi Prabhakar,Lotus,F,1266,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Yashvante Yashoda Prabhakar,Basket,F,274,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Shaikh Ayasha Anis,Hand,F,4903,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Shaikh Shahajanha Mohammed Jumman,Hurricane Lamp,F,133,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Shaikh Shahistabanu Mohammed Iliyas,Elephant,F,480,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Sayyad Muktara Kamruddin,Clock,F,862,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Siddique Maimuna Mahammed Nasim,Television,F,285,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,193,Hashmi Aktharunissa Mehmud Hasan,Hand Pump,F,136,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Ansari Shahajanha Din Mohammed,Hurricane Lamp,F,28,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Khan Anis Hasan,Bus,F,25,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Khan Mumtaj Islam,Bicycle,F,1621,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Khan Raziya Khatun Nasaruddin Khan,Ink Pot & Pen,F,30,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Gharat Rekha Kashinath,Bow and Arrow,F,3534,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Dhonde Shakuntala Kisan,Hand,F,4268,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Pachpute Shaileja Maruti,Celing Fan,F,1706,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Bhutekar Shantabai Vijay,Bungalow,F,471,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Waghmare Savita Shashikant,Cup and Saucer,F,342,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Shaikh Anvari Nazir Ahmed,Chair,F,135,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Shaikh Khursdidabanu Nasir Ahmed,Ladder,F,2127,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Shaikh Mumtaj Ramjan,Clock,F,787,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,194,Shaikh Sahida Motiuar Rehmane,Elephant,F,85,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,195,Ansari Ayesha Begam Abdul Kadir,Elephant,F,139,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,195,Ansari Mehrunnisa Nijamuddin,Flamng Torch,F,68,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,195,Inamdar Nurjahan Abdul Mjid,Bicycle,F,3126,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,195,Kingar Rekha Deelip,Ladder,F,22,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,195,Kute Sarla Balu,Bow and Arrow,F,1552,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,195,Kureshi Raisabi Abdul Ajij,Chair,F,216,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,195,Khan Shamida Khatun Abdul Mannan,Hurrcane Lamp,F,109,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,195,Jadhav Janabai Bhimrav,Clock,F,544,L,,data/maharashtra/mumbai/BMC 2002.xls
2002,195,Shaikh Salma Mastan,Hand,F,3925,W,,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Avaghade Dayanand Krushna,Elephant,M,434,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Ubale Namdev Damu,Clock,M,4741,W,1,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Kedare Sanju Ramchandra,Axe,M,902,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Kharat Anant Gavaji,Television,M,431,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Khade Vishwnath Shripati,Bungalow,M,150,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Jadhav Changdev Hari,Scissors,M,562,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Jadhav Subhash Lakshman,Bow and Arrow,M,4578,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Jhodge Nandkumar Sitaram,Bus,M,110,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Pawar Vikas Damodar,Rising Sun,M,2975,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Rupvate Vilas Haribhau,Hand Pump,M,1378,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Salve Nana Rauaba,Kite,M,128,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Hivrale Dayaram Sitaram,Kisan Driving Tractor,M,193,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,196,Hivale Prakash Ashruba,Batsman,M,56,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,197,Gurav Balkrushna Ramchandra,Coconut,M,2253,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,197,Das Piyush Cahmpakalal,Clock,M,996,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,197,Bhute Snehalata Satish,Hand,F,2558,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,197,Shirsat Bhalchandra Motiram,Lotus,M,7014,W,0,data/maharashtra/mumbai/BMC 2002.xls
2002,198,Adagale Sadashiv Sampat,Elephant,M,95,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,198,Agale Vasant Kisan,Lock and Key,M,304,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,198,Gonsalvis Malvil Dobrik,Kisan Driving Tractor,M,95,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,198,Thakkar Priti Naranji,Bus,F,124,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,198,Nayakar Raju Shrinivas,Book,M,622,L,0,data/maharashtra/mumbai/BMC 2002.xls
2002,198,Barota Manoj Bdersingh,Hand,M,2559,L,0,data/maharashtra/mumbai/BMC 2002.xls
