state,year,district,block,gram_panchayat,ward_no,tier,reservation,caste_reservation,woman_reserved,ward_count,ocr_repaired,reservation_raw,script,source_path,source_page,source_pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,24,ward,SC Woman,SC,1,,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,25,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,26,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,27,ward,Woman,NONE,1,,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,28,ward,Woman,NONE,1,,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,29,ward,SC Other than Woman,SC,0,,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,30,ward,SC Other than Woman,SC,0,,0,SC ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,31,ward,SC Woman,SC,1,,0,SC (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,32,ward,SC Woman,SC,1,,0,SC (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,33,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,34,ward,BC Woman,BC,1,,0,Bc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,35,ward,SC Woman,SC,1,,0,SC (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,36,ward,BC Woman,BC,1,,0,Bc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,37,ward,SC Other than Woman,SC,0,,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,38,ward,SC Woman,SC,1,,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,39,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,40,ward,Woman,NONE,1,,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,41,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,42,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,43,ward,SC Other than Woman,SC,0,,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,44,ward,Woman,NONE,1,,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,KALANUTHALA,45,ward,SC Woman,SC,1,,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",1,ward,Woman,NONE,1,12,0,uR (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",2,ward,Woman,NONE,1,12,0,uR (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",3,ward,Woman,NONE,1,12,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",4,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",5,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",6,ward,BC Woman,BC,1,12,0,BC (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",7,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",8,ward,BC Other than Woman,BC,0,12,0,Bc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",9,ward,SC Other than Woman,SC,0,12,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",10,ward,SC Other than Woman,SC,0,12,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",11,ward,ST Woman,ST,1,12,0,ST (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",12,ward,SC Woman,SC,1,12,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",13,ward,BC Woman,BC,1,12,0,BC(W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",14,ward,SC Woman,SC,1,12,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",15,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",16,ward,Woman,NONE,1,12,0,uR (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",17,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",18,ward,Other than Woman,NONE,0,12,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",19,ward,BC Other than Woman,BC,0,12,0,Bc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",20,ward,BC Woman,BC,1,12,0,Bc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",21,ward,Woman,NONE,1,12,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",22,ward,SC Woman,SC,1,12,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,"PFDDARAVFFDI.J MADDAL,AKATTA",23,ward,SC Other than Woman,SC,0,12,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,1,ward,SC Woman,SC,1,,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,2,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,3,ward,BC Woman,BC,1,,0,BC (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,4,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,5,ward,BC Other than Woman,BC,0,,0,BC ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,6,ward,BC Other than Woman,BC,0,,0,BC ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,7,ward,Woman,NONE,1,,0,uR (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,8,ward,Woman,NONE,1,,0,uR (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,9,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,10,ward,BC Other than Woman,BC,0,,0,BC ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,11,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,12,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,13,ward,BC Other than Woman,BC,0,,0,BC ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,14,ward,BC Woman,BC,1,,0,BC (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,15,ward,Woman,NONE,1,,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,16,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,17,ward,Woman,NONE,1,,0,uR (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,18,ward,BC Woman,BC,1,,0,BC (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,19,ward,SC Other than Woman,SC,0,,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,20,ward,SC Woman,SC,1,,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,21,ward,Woman,NONE,1,,0,uR (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,22,ward,BC Woman,BC,1,,0,BC (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,23,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,24,ward,SC Woman,SC,1,,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,25,ward,SC Other than Woman,SC,0,,0,SC ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,26,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,27,ward,Woman,NONE,1,,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,28,ward,Woman,NONE,1,,0,uR (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,29,ward,SC Woman,SC,1,,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,30,ward,BC Other than Woman,BC,0,,0,Bc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,31,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,32,ward,SC Woman,SC,1,,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,33,ward,Woman,NONE,1,,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,34,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,35,ward,BC Woman,BC,1,,0,Bc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,36,ward,BC Woman,BC,1,,0,Bc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,37,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,38,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,TANGIRAT APALLI,39,ward,Woman,NONE,1,,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,1,ward,SC Other than Woman,SC,0,10,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,2,ward,BC Other than Woman,BC,0,10,0,Bc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,3,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,4,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,5,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,6,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,7,ward,SC Woman,SC,1,10,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,8,ward,SC Other than Woman,SC,0,10,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,9,ward,SC Other than Woman,SC,0,10,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,10,ward,SC Woman,SC,1,10,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,11,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,12,ward,BC Woman,BC,1,10,0,Bc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,13,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,14,ward,Woman,NONE,1,10,0,uR (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,15,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,16,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,17,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,18,ward,BC Woman,BC,1,10,0,BC (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,19,ward,BC Other than Woman,BC,0,10,0,Bc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,20,ward,BC Other than Woman,BC,0,10,0,Bc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,21,ward,SC Woman,SC,1,10,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,22,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,23,ward,Woman,NONE,1,10,0,uR (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,24,ward,SC Woman,SC,1,10,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,25,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,26,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,27,ward,BC Other than Woman,BC,0,10,0,BC ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,28,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,29,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,30,ward,BC Woman,BC,1,10,0,Bc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,31,ward,BC Other than Woman,BC,0,10,0,BC ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,32,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,33,ward,BC Other than Woman,BC,0,10,0,BC ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,34,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,35,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,36,ward,BC Woman,BC,1,10,0,BC(W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,37,ward,Woman,NONE,1,10,0,uR (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,38,ward,Other than Woman,NONE,0,10,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,39,ward,Woman,NONE,1,10,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,40,ward,SC Woman,SC,1,10,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,41,ward,SC Other than Woman,SC,0,10,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,,DFVARA'II.'GATTU,42,ward,SC Woman,SC,1,10,0,sc (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,qANTKAVARAM,qANTKAVARAM,1,ward,Woman,NONE,1,,0,UR (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,qANTKAVARAM,qANTKAVARAM,2,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,qANTKAVARAM,qANTKAVARAM,3,ward,SC Other than Woman,SC,0,,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,qANTKAVARAM,qANTKAVARAM,4,ward,SC Woman,SC,1,,0,SC (W),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,qANTKAVARAM,qANTKAVARAM,5,ward,SC Other than Woman,SC,0,,0,sc ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,qANTKAVARAM,qANTKAVARAM,6,ward,Other than Woman,NONE,0,,0,UR ,latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
Andhra Pradesh,2020,Prakasam,qANTKAVARAM,qANTKAVARAM,7,ward,Woman,NONE,1,,0,uR (w),latin,data/ap/2020_res_gp/pkm_res_gp.pdf,60,pkm_res_gp.pdf
