ward	reservation_status	party	sex	name	age	education_level	professional_education	pan_card	no_of_criminal_cases	new_fir	total_funds	score	gbm_attended	total_gbms	ward_attendance	total_ward_meetings	other_meetings	total_other_meetings	year	chargesheet	dob	votes	data_discrepancy	runner_up_party	margin	conditionofroads	trafficjamscongestionofroads	availabilityofpublicgardensopenp	availabilityofpublictransportfac	availabilityoffoodthroughrations	hospitalsandothermedicalfaciliti	appropriateschoolsandcolleges	powersupply	watersupply	waterloggingduringrainyseason	pollutionproblems	instancesofcrime	lawordersituation	cleanlinesssanitationfacilities	recallforpartynametowhichthecorp	recallfornameofthecorporator	accesibilityofthecorporator	satisfactionwiththecorporator	curruption	improvmentinlifestyle	samplesize	availabilityoffootpathsandpedest	animalhusbandry	buildings	mmrda	mhada	colonyofficer	disastermanagement	drainage	estate	footpaths	garden	license	firebrigaderelated	mcgmrelated	municipalpropertycolonies	negligenceindutyofmcgmofficialss	compensationrehabilitation	govermentmunicipalplotmarketrela	humanresourcesrelated	infrastructureequipmentsgovernme	infrastructuredevelopementunderd	issueofbirthdeathcertificates	miscellaneousissuesrelated	mmrdarelated	nuisanceduetostraydogsmonkeysetc	unauthorizedslaughterofanimals	pestcontrol	pollution	roads	shopandestablishment	solidwastemanagementswm	stormwaterdrainageswd	toilet	v83	schemespoliciesincivicissues	foodrationingschemes	schemespoliciesincommunitywelfar	anganwadibalwadicrecherelated	cemeteriescrematoriumrelated	communitydevelopmentrelated	communitytemple	constructionandmaintaininggymnas	constructionofcommunityhall	constructionimprovementofcommuni	playgroundmeterialequipmentrelat	playgroundrelated	providingandfixingprotectiveandc	providingandfixingshahabadladi	recreationalgroundrelated	repairandconstructionoflibraryst	slumdevelopementrelated	slumrehabilitationauthoritysrare	sportscomplexsportsrelated	washingplaces	seniorcitizensdisabledpersonsrel	crime	educationother	municipalschool	schemespoliciesineducation	electricity	energyother	forest	healthinfrastructureequipmentsfa	healthother	schemespoliciesonhealthmortality	sensitivediseases	industries	irrigation	legalsystem	mining	otherissuesrelated	schemespoliciesinotherissuesrela	revenueother	directtax	octroi	taxevasions	taxexemption	taxrelated	scamscorruption	schemespolicies	socialculturalconcernsother	namingrenamingofroadschowksmonum	roadtransport	tansportother	term	newid	adminward	slum	woman	reservation_facebook	genderquota	caste_quota	castenum	lowcaste	criminal	attend_corp	attend_ward	total_attend	funds_prop	attend_univ	pancard	Importanceofquestionsaskedby	QuestionsaskedcomparedtoCiti	q_corporation	q_crimecorrupt	q_culture	q_distribution	q_education	q_health	q_housing	q_humanres	q_license	q_otherinfrastructure	q_pollution	q_recreationcommunity	q_renaming	q_tax	q_transport	q_watertoilets	q_other	total_questions	party_grouped	partynum	sena	rich	richgender	poor	poorgender	slum_gender
208		"INC"	"Male"	"Manoj Pandurang Jamsutkar"	47	"HSC"	"I.T.I. Electrician Trade, Library Science"	"Yes"	0		7978862.5		65	74	19	19	38	45	2016							82.508	73.429	80.09	81.579	78.618	77.035	77.318	78.711	79.529	77.771	79.157	78.332	79.535	79.164	0.9	8.3	52.47	82.7775	90.7225	51.875			0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2012.0	365.0	"E"	0.12	0.0	"SC"	0.0	"SCST"	3	1.0	0.0	0.8783784	1.0	0.9312977	0.6649052	1.0	1.0	6.0	0.9497645211930926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33333334	0.0	0.0	0.0	0.6666667	0.0	0.0	0.0	0.0	3.0	"INC"	2	0.0	0.0	0.0	0.0	0.0	0.0
208	"G"	"SS"	"Male"	"Ramakant Sakharam Rahate "	62	"SSC"		"Yes"	1		5402951.0		90	102	14	18	32	37	2018		20570	"8938"		"MNS"	"3936"	47.046	40.704	49.052	57.642		73.085	81.436	76.428	76.036	76.355	61.585	69.509	76.722	57.474	51.3	47.2	65.97667	73.9075	81.4825	52.6425		58.962	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2017.0	366.0	"E"	0.12	0.0		0.0	"G"	1	0.0	1.0	0.88235295	0.7777778	0.8947368	0.90049183	0.0	1.0	12.121500000000001	3.103350369108461	0.0	0.0	0.0	0.083333336	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.083333336	0.0	0.0	0.16666667	0.16666667	0.0	12.0	"SS"	5	1.0	0.0	0.0			0.0
209		"INC"	"Male"	"Amin Amirali Patel"									7	51	1	14	0	0	2011			"4997"		"SS"	"1134"	68.601	58.885	61.731	61.241		65.702	61.346	57.242	64.373	53.292	59.894	57.011	59.171	64.891					56.0		121		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2007.0	367.0	"E"	0.12	0.0		0.0			1.0		0.13725491	0.071428575	0.12307692				0.0	0.0																		0.0	"INC"	2	0.0	0.0	0.0	0.0	0.0	0.0
209	"W"	"INC"	"Female"	"Shahana Rizwan Khan"	49	"Seventh"		"Yes"	0		5726132.0		35	70	12	18	13	19	2013			"6596"		"MNS"	"365"	65.576	57.007	59.952	69.357	65.908	77.191	73.172	78.173	75.066	59.153	59.216	64.522	69.954	64.676	67.1	70.0	51.306667	66.1875	66.6	59.3125			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2012.0	368.0	"E"	0.12	1.0	"W"	1.0	"G"	1	0.0	0.0	0.5	0.6666667	0.5940594	0.95435536	0.0	1.0	14.0	0.8143322475570033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.5	0.0	2.0	"INC"	2	0.0	0.0	0.0	0.0	0.0	0.12
209	"W"	"INC"	"Female"	"Shahana Rizwan Khan"	50	"Seventh"		"Yes"	0		1.0457E7		38	65	10	15	8	14	2014							60.114	62.847	58.363	69.127	65.842	66.247	72.808	74.324	71.871	57.084	56.17	59.959	58.454	60.243	25.9	39.3	53.513332	65.4825	53.1725	55.88			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2012.0	368.0	"E"	0.12	1.0	"W"	1.0	"G"	1	0.0	0.0	0.5846154	0.6666667	0.6363636	0.8714167	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	"INC"	2	0.0	0.0	0.0	0.0	0.0	0.12
209	"W"	"INC"	"Female"	"Shahana Rizwan Khan"	51	"Seventh"		"Yes"	0		3671000.0		53	79	16	22	13	19	2015							55.328	45.398	30.92	48.772	47.023	60.484	63.035	77.377	78.349	48.535	45.303	47.963	61.218	53.201	76.0	82.9	62.34	64.26	60.75	64.1425			0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2012.0	368.0	"E"	0.12	1.0	"W"	1.0	"G"	1	0.0	0.0	0.6708861	0.72727275	0.71929824	0.61183333	0.0	1.0	9.0	0.20117044623262617	0.33333334	0.0	0.0	0.0	0.0	0.0	0.33333334	0.0	0.0	0.0	0.0	0.0	0.33333334	0.0	0.0	0.0	0.0	3.0	"INC"	2	0.0	0.0	0.0	0.0	0.0	0.12
209	"W"	"INC"	"Female"	"Shahana Rizwan Khan"	52	"Seventh"		"Yes"	0		5470464.5		59	74	16	19	10	17	2016							77.135	77.443	80.38	80.609	75.947	80.525	82.332	83.228	82.709	82.023	80.739	80.68	81.423	82.859	1.5	21.8	60.65333	86.9225	89.285	63.91			0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2012.0	368.0	"E"	0.12	1.0	"W"	1.0	"G"	1	0.0	0.0	0.7972973	0.84210527	0.8252427	0.45587203	0.0	1.0	6.0	0.10989010989010989	0.33333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6666667	0.0	0.0	0.0	0.0	3.0	"INC"	2	0.0	0.0	0.0	0.0	0.0	0.12
209	"G"	"SS"	"Male"	"Yashwant Kamlakar Jadhav "	55	"HSC"		"Yes"	0		5496297.5		95	102	2	18	163	190	2018		23251	"4884"		"Congress"	"1031"	57.151	58.962	43.324	77.475		78.367	78.318	78.141	81.228	58.566	62.455	70.271	81.442	68.688	9.2	21.6	80.69	71.26	90.4225	81.22		67.397	0	1	0	0	0	0	2	0	0	3	1	1	8	0	0	3	0	4	0	1	0	0	0	0	0	0	2	4	0	7	1	0		1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	3	0	0	3	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	3	0	1	0	2017.0	369.0	"E"	0.12	0.0		0.0	"G"	1	0.0	0.0	0.9313725	0.11111111	0.91872793	0.9160496	0.0	1.0	15.746307692307692	3.8705281090289607	0.12307692	0.0	0.046153847	0.046153847	0.092307694	0.07692308	0.13846155	0.06153846	0.015384615	0.015384615	0.15384616	0.0	0.0	0.046153847	0.07692308	0.0	0.10769231	65.0	"SS"	5	1.0	0.0	0.0			0.0
210	"W"	"INC"	"Female"	"Anahita Rusi Mehta"									46	51	15	16	21	31	2011			"10232"		"BJP"	"6557"	63.797	62.609	65.078	66.352		76.223	77.18	71.527	66.352	53.753	62.978	56.326	58.499	61.116					58.935		132		0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2007.0	373.0	"D"	0.1	1.0		1.0	"G"	1	0.0		0.9019608	0.9375	0.9318182				14.0	4.528554287196783	0.0	0.0	0.0	0.04347826	0.08695652	0.26086956	0.17391305	0.0	0.0	0.0	0.13043478	0.0	0.0	0.0	0.04347826	0.26086956	0.0	23.0	"INC"	2	0.0	1.0	1.0	0.0	0.0	0.1
210		"INC"	"Male"	"Noshir Rusi Mehta"	66	"B.Sc."		"Yes"	0		5104107.0		70	70	17	17	48	48	2013			"12030"		"MNS"	"9624"	65.45	57.099	58.732	64.565	62.541	63.607	67.002	78.214	75.24	64.25	58.733	58.503	62.952	64.003	55.7	56.7	54.36	65.605	61.515	65.44			0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	374.0	"D"	0.1	0.0	"G"	0.0	"G"	1	0.0	0.0	1.0	1.0	1.0	0.8506845	1.0	1.0	15.578947368421053	3.801020408163265	0.10526316	0.05263158	0.0	0.10526316	0.0	0.0	0.21052632	0.0	0.0	0.0	0.21052632	0.05263158	0.0	0.0	0.0	0.2631579	0.0	19.0	"INC"	2	0.0	1.0	0.0	0.0	0.0	0.0
210		"INC"	"Male"	"Noshir Rusi Mehta"	67	"B.Sc."		"Yes"	0		1.1443E7		65	65	13	13	41	41	2014							60.769	56.666	59.426	68.431	58.231	74.698	72.789	81.058	79.097	54.333	55.838	60.613	60.622	67.713	11.1	13.9	51.56	61.295	53.3275	64.8075			0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2012.0	374.0	"D"	0.1	0.0	"G"	0.0	"G"	1	0.0	0.0	1.0	1.0	1.0	0.95358336	1.0	1.0	16.25	4.102367830169422	0.0625	0.0625	0.0	0.0	0.0	0.0	0.1875	0.0625	0.0625	0.125	0.1875	0.0	0.0	0.0	0.0	0.1875	0.0625	16.0	"INC"	2	0.0	1.0	0.0	0.0	0.0	0.0
210		"INC"	"Male"	"Noshir Rusi Mehta"	68	"B.Sc."		"Yes"	0		4615000.0		79	79	17	18	76	82	2015							66.891	55.819	43.473	63.966	63.485	75.683	75.271	80.026	81.492	61.839	54.816	61.453	68.784	62.462	18.9	43.5	73.35667	75.4725	78.87	64.2025			0	0	0	0	0	0	0	0	2	1	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2012.0	374.0	"D"	0.1	0.0	"G"	0.0	"G"	1	0.0	0.0	1.0	0.9444444	0.99421966	0.76916665	1.0	1.0	14.352941176470587	4.625538020086084	0.0	0.0	0.0	0.0	0.0	0.0	0.3529412	0.0	0.1764706	0.0	0.11764706	0.05882353	0.05882353	0.0	0.1764706	0.05882353	0.0	17.0	"INC"	2	0.0	1.0	0.0	0.0	0.0	0.0
210		"INC"	"Male"	"Noshir Rusi Mehta"	69	"B.Sc."		"Yes"	0		7194408.5		74	74	17	17	55	57	2016							61.009	61.665	69.327	72.653	69.224	76.558	73.113	76.989	71.883	72.329	69.554	69.004	71.224	71.557	4.4	47.8	61.113335	72.99	64.0775	70.0			0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2012.0	374.0	"D"	0.1	0.0	"G"	0.0	"G"	1	0.0	0.0	1.0	1.0	1.0	0.59953403	1.0	1.0	14.0	4.839907192575406	0.0	0.071428575	0.0	0.0	0.0	0.0	0.21428572	0.14285715	0.14285715	0.0	0.14285715	0.0	0.0	0.0	0.21428572	0.071428575	0.0	14.0	"INC"	2	0.0	1.0	0.0	0.0	0.0	0.0
210	"SC-W"	"INC"	"Female"	"Sonam Manoj Jamsutkar"	49	"SSC"		"Yes"	0		4863098.0		91	102	17	18	17	18	2018		25566	"9589"		"SS"	"2262"	57.705	48.715	53.485	69.341		83.923	78.552	86.673	84.656	49.587	51.078	69.13	75.193	68.454	31.1	17.6	73.01667	46.015	81.305	74.28		61.42	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2017.0	375.0	"E"	0.12	1.0		1.0	"SCST"	3	1.0	0.0	0.89215684	0.9444444	0.91240877	0.81051636	0.0	1.0	6.986	2.237365133446905	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.4	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	5.0	"INC"	2	0.0	0.0	0.0			0.12
211		"INC"	"Female"	"Bhavana Dhiraj Koli"									44	51	13	16	37	49	2011			"6047"		"SS"	"1041"	57.485	52.373	52.563	51.391		59.881	55.772	58.228	54.556	52.27	53.358	49.821	50.429	52.059					52.6075		121		0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2007.0	376.0	"D"	0.1	1.0		0.0			1.0		0.8627451	0.8125	0.90384614				12.0	6.077009555930298	0.0	0.0	0.0	0.0	0.0	0.0	0.16666667	0.0	0.33333334	0.0	0.16666667	0.0	0.16666667	0.0	0.16666667	0.0	0.0	6.0	"INC"	2	0.0	1.0	0.0	0.0	0.0	0.0
211		"SS"	"Male"	"Arvind Devji Dudhwadkar"	53	"Upto SSC"		"Yes"	1		5234666.5		60	70	14	17	48	59	2013	1		"9004"		"Congress"	"2279"	66.69	64.902	65.517	70.245	61.104	66.483	67.657	70.658	69.02	64.64	64.13	62.731	61.669	62.752	57.9	68.5	57.216667	65.3425	60.8725	72.5275			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	377.0	"D"	0.1	0.0		0.0			1.0	1.0	0.85714287	0.8235294	0.9037037	0.8724444	0.0	1.0	0.0	0.0																		0.0	"SS"	5	1.0	1.0	0.0	0.0	0.0	0.0
211		"SS"	"Male"	"Arvind Devji Dudhwadkar"	54	"Upto SSC"		"Yes"	1		1.1242E7		64	65	13	13	50	53	2014							67.659	67.196	67.794	70.571	65.805	72.113	72.4	84.9	85.999	61.347	65.221	63.339	68.085	68.649	6.2	14.0	46.053333	48.1625	49.3475	69.9075			0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	2012.0	377.0	"D"	0.1	0.0		0.0			1.0	1.0	0.9846154	1.0	0.9921875	0.9368333	0.0	1.0	11.5	2.393005375246649	0.15	0.1	0.05	0.05	0.05	0.05	0.05	0.1	0.0	0.0	0.0	0.0	0.15	0.0	0.1	0.1	0.05	20.0	"SS"	5	1.0	1.0	0.0	0.0	0.0	0.0
211		"SS"	"Male"	"Arvind Devji Dudhwadkar"	55	"Upto SSC"		"Yes"	1		4726000.0		76	79	13	18	51	76	2015							68.192	65.283	66.53	73.267	65.026	68.085	66.02	67.553	66.18	67.66	65.639	68.57	65.844	69.401	0.0	0.0	48.13	69.515	68.5125	67.5725			0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	2012.0	377.0	"D"	0.1	0.0		0.0			1.0	1.0	0.96202534	0.7222222	0.9459459	0.7876667	0.0	1.0	10.857142857142858	1.2625538020086082	0.071428575	0.0	0.071428575	0.071428575	0.0	0.2857143	0.0	0.0	0.0	0.0	0.071428575	0.0	0.2857143	0.0	0.0	0.0	0.14285715	14.0	"SS"	5	1.0	1.0	0.0	0.0	0.0	0.0
211		"SS"	"Male"	"Arvind Devji Dudhwadkar"	56	"Upto SSC"		"Yes"	1		6140833.0		68	74	8	17	53	63	2016							73.409	59.526	64.708	84.359	69.769	77.173	79.3	88.235	81.291	55.416	55.304	60.827	67.639	66.699	34.1	50.6	58.43	97.6475	61.31	73.5275			0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2012.0	377.0	"D"	0.1	0.0		0.0			1.0	1.0	0.9189189	0.47058824	0.8958333	0.5117361	0.0	1.0	12.3	2.695633832524784	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.1	0.0	0.0	0.15	0.0	0.25	0.0	0.05	0.2	0.1	20.0	"SS"	5	1.0	1.0	0.0	0.0	0.0	0.0
211	"OBC"	"SP"	"Male"	"Rais Kasam Shaikh"	44	"Graduate"		"Yes"	0		5252602.5		96	102	14	18	140	171	2018		27181	"9455"		"Congress"	"2374"	83.462	81.681	84.072	84.562		85.391	85.043	80.584	82.927	80.421	73.57	81.166	78.248	73.008	0.4	90.2	95.763336	27.73	91.2575	82.5125		71.46	0	1	0	0	0	0	0	0	0	2	0	0	7	1	0	0	1	7	0	0	0	0	0	0	0	0	0	2	0	2	1	0		0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2017.0	378.0	"E"	0.12	0.0		0.0	"OBC"	2	1.0	0.0	0.9411765	0.7777778	0.96153843	0.87543374	1.0	1.0	12.403785714285714	2.57885498941717	0.2	0.0	0.0	0.08571429	0.114285715	0.057142857	0.14285715	0.2	0.0	0.0	0.08571429	0.057142857	0.0	0.0	0.057142857	0.0	0.0	35.0	"_Other"	6	0.0	0.0	0.0			0.0
212		"BJP"	"Male"	"Arvind Jagannath Bane"									46	51	10	16	26	30	2011			"10819"		"INC"	"1774"	58.794	58.904	61.148	61.25		69.822	71.334	62.562	62.962	57.94	60.047	60.075	61.544	62.474					62.43		126		0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2007.0	379.0	"D"	0.1	0.0		0.0			1.0		0.9019608	0.625	0.8817204				15.75	5.022484541877459	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.375	0.125	0.125	8.0	"BJP"	1	0.0	1.0	0.0	0.0	0.0	0.0
212	"W"	"BJP"	"Female"	"Sarita Ajay Patil"	36	"B.Com"		"Yes"	0		5912832.0		62	70	17	17	20	25	2013			"9771"		"Ind"	"900"	90.428	77.272	80.201	89.694	72.092	86.107	86.139	86.17	85.361	76.748	76.209	76.251	78.042	74.434	52.8	90.9	58.513332	70.8425	69.015	73.43			0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2012.0	380.0	"D"	0.1	1.0	"W"	1.0	"G"	1	0.0	0.0	0.8857143	1.0	0.92523366	0.985472	1.0	1.0	10.5	4.2189952904238615	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.25	0.0	0.25	0.0	0.0	0.0	0.0	4.0	"BJP"	1	0.0	1.0	1.0	0.0	0.0	0.1
212	"W"	"BJP"	"Female"	"Sarita Ajay Patil"	37	"B.Com"		"Yes"	0		1.1906E7		48	65	13	13	18	22	2014							57.041	56.728	60.764	62.932	58.897	65.69	65.222	69.347	72.06	54.481	56.008	53.623	62.018	57.377	31.7	32.3	61.03	76.3875	63.0625	75.6575			0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2012.0	380.0	"D"	0.1	1.0	"W"	1.0	"G"	1	0.0	0.0	0.73846155	1.0	0.8229167	0.99216664	1.0	1.0	14.0	4.424809727932813	0.14285715	0.0	0.0	0.0	0.0	0.14285715	0.2857143	0.0	0.0	0.0	0.14285715	0.0	0.0	0.0	0.14285715	0.14285715	0.0	7.0	"BJP"	1	0.0	1.0	1.0	0.0	0.0	0.1
212	"W"	"BJP"	"Female"	"Sarita Ajay Patil"	38	"B.Com"		"Yes"	0		4572000.0		54	79	17	18	26	41	2015							60.308	52.833	53.787	65.411	56.549	68.637	72.626	78.914	77.856	48.621	46.039	54.276	58.994	64.86	0.0	48.6	67.886665	67.625	72.64	66.395			0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	2	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2012.0	380.0	"D"	0.1	1.0	"W"	1.0	"G"	1	0.0	0.0	0.6835443	0.9444444	0.7886179	0.762	1.0	1.0	13.4	6.714490674318507	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.3	0.0	0.2	0.0	0.2	0.0	0.1	10.0	"BJP"	1	0.0	1.0	1.0	0.0	0.0	0.1
212	"W"	"BJP"	"Female"	"Sarita Ajay Patil"	39	"B.Com"		"Yes"	0		7295032.0		62	74	16	17	21	27	2016							70.926	65.998	68.907	74.771	66.764	72.776	70.146	75.376	72.16	74.313	74.315	73.384	72.311	71.237	1.5	9.2	57.43667	69.615	68.0225	73.075			0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2012.0	380.0	"D"	0.1	1.0	"W"	1.0	"G"	1	0.0	0.0	0.8378378	0.9411765	0.8839286	0.60791934	1.0	1.0	11.8	1.6415313225058004	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.2	0.0	0.0	0.6	0.0	0.0	0.0	0.1	10.0	"BJP"	1	0.0	1.0	1.0	0.0	0.0	0.1
