state,year,district,block,seat_no,seat_id_printed,tier,tier_local,reservation,caste_reservation,woman_reserved,reservation_raw,printings_agree,script,source_path,source_page
West Bengal,2018,South 24 Pgs,Namkhana,23,Namkhana/ZP-23,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Sagar,24,Sagar/ZP-24,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Sagar,25,Sagar/ZP-25,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Sagar,26,Sagar/ZP-26,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Kulpi,27,Kulpi/ZP-27,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Kulpi,28,Kulpi/ZP-28,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Kulpi,29,Kulpi/ZP-29,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Mathurapur-I,30,Mathurapur-I/ZP-30,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,3
West Bengal,2018,South 24 Pgs,Mathurapur-I,31,Mathurapur-I/ZP-31,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Mathurapur-II,32,Mathurapur -II/ZP-32,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Mathurapur-II,33,Mathurapur -II/ZP-33,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Mathurapur-II,34,Mathurapur -II/ZP-34,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Mandirbazar,35,Mandirbazar/ZP-35,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Mandirbazar,36,Mandirbazar/ZP-36,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Mandirbazar,37,Mandirbazar/ZP-37,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Joynagar-I,38,Joynagar-I/ZP-38,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Joynagar-I,39,Joynagar-I/ZP-39,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Joynagar-I,40,Joynagar-I/ZP-40,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Baruipur,41,Baruipur/ZP-41,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Baruipur,42,Baruipur/ZP-42,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Baruipur,43,Baruipur/ZP-43,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,4
West Bengal,2018,South 24 Pgs,Canning-I,44,Canning-I/ZP-44,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Canning-I,45,Canning-I/ZP-45,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Canning-I,46,Canning-I/ZP-46,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Bhangore-I,47,Bhangore-I/ZP-47,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Bhangore-I,48,Bhangore-I/ZP-48,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Bhangore-I,49,Bhangore-I/ZP-49,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Magrahat-II,50,Magrahat-II/ZP-50,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Magrahat-II,51,Magrahat-II/ZP-51,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Magrahat-II,52,Magrahat-II/ZP-52,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Magrahat-I,53,Magrahat-I/ZP-53,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Magrahat-I,54,Magrahat-I/ZP-54,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Magrahat-I,55,Magrahat-I/ZP-55,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Diamond Harbour-I,56,Diamond Harbour -I/ZP-56,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Diamond Harbour-I,57,Diamond Harbour -I/ZP-57,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Diamond Harbour-III,58,Diamond Harbour-IlI/ZP-58,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Diamond Harbour-II,59,Diamond Harbour-II/ZP-59,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,5
West Bengal,2018,South 24 Pgs,Falta,60,Falta/ZP-60,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Falta,61,Falta/ZP-61,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Falta,62,Falta/ZP-62,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Bishnupur-II,63,Bishnupur-II/ZP-63,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Bishnupur-II,64,Bishnupur-II/ZP-64,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Bishnupur-II,65,Bishnupur-II/ZP-65,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Budge Budge-II,66,Budge Budge -II/ZP-66,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Budge Budge-II,67,Budge Budge-II/ZP-67,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Budge Budge-II,68,Budge Budge-II/ZP-68,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Thakurpukur Maheshtala,69,Thakurpukur Maheshtala/ZP-69,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Thakurpukur Maheshtala,70,Thakurpukur Maheshtala/ZP-70,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Bishnupur-I,71,Bishnupur-I/ZP-71,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Bishnupur-I,72,Bishnupur-I/ZP-72,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Bishnupur-I,73,Bishnupur-I/ZP-73,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Sonarpur,74,Sonarpur/ZP-74,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,6
West Bengal,2018,South 24 Pgs,Sonarpur,75,Sonarpur/ZP-75,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,7
West Bengal,2018,South 24 Pgs,Sonarpur,76,Sonarpur/ZP-76,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,7
West Bengal,2018,South 24 Pgs,Bhangore-II,77,Bhangore-II/ZP-77,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,7
West Bengal,2018,South 24 Pgs,Bhangore-II,78,Bhangore-II/ZP-78,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,7
West Bengal,2018,South 24 Pgs,Bhangore-II,79,Bhangore-II/ZP-79,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,7
West Bengal,2018,South 24 Pgs,Budge Budge-I,80,Budge Budge -I/ZP-80,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,7
West Bengal,2018,South 24 Pgs,Budge Budge-I,81,Budge Budge-I/ZP-81,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1680-SEC-Gazette Notification-Delimitation and reservation-South 24 Pgs.pdf,7
West Bengal,2018,Howrah,SankraiI,1,Sankrail/ZP-1,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,1
West Bengal,2018,Howrah,SankraiI,2,Sankrail/ZP-2,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,1
West Bengal,2018,Howrah,SankraiI,3,Sankrail/ZP-3,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,2
West Bengal,2018,Howrah,Domjur,4,Domjur/ZP-4,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,2
West Bengal,2018,Howrah,Domjur,5,Domjur/ZP-5,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,2
West Bengal,2018,Howrah,Domjur,6,Domjur/ZP-6,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,2
West Bengal,2018,Howrah,Jagatballavpur,7,Jagatballavpur/ZP-7,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,2
West Bengal,2018,Howrah,Jagatballavpur,8,Jagatballavpur/ZP-8,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,2
West Bengal,2018,Howrah,Jagatballavpur,9,Jagatballavpur/ZP-9,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,2
West Bengal,2018,Howrah,Panchla,10,Panchla/ZP-10,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,2
West Bengal,2018,Howrah,Panchla,11,Panchla/ZP-11,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,2
West Bengal,2018,Howrah,Panchla,12,Panchla/ZP-12,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,2
West Bengal,2018,Howrah,Uluberia-II,13,Uluberia-II/ZP-13,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,2
West Bengal,2018,Howrah,Uluberia-II,14,Uluberia-II/ZP-14,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,2
West Bengal,2018,Howrah,Amta-I,15,Amta-I/ZP-15,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Amta-I,16,Amta-I/ZP-16,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Amta-I,17,Amta-I/ZP-17,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Uluberia-I,18,Uluberia-I/ZP-18,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Uluberia-I,19,Uluberia-I/ZP-19,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Uluberia-I,20,Uluberia-I/ZP-20,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Shyampur-I,21,Shyampur-I/ZP-21,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Shyampur-I,22,Shyampur-I/ZP-22,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Shyampur-I,23,Shyampur-I/ZP-23,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Shyampur-II,24,Shyampur-II/ZP-24,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Shyampur-II,25,Shyampur-II/ZP-25,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Shyampur-II,26,Shyampur-II/ZP-26,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Bagnan-I,27,Bagnan-I/ZP-27,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Bagnan-I,28,Bagnan-I/ZP-28,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Bagnan-I,29,Bagnan-I/ZP-29,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,3
West Bengal,2018,Howrah,Bagnan-II,30,Bagnan - II/ZP-30,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,4
West Bengal,2018,Howrah,Bagnan-II,31,Bagnan - II/ZP-31,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,4
West Bengal,2018,Howrah,Amta-II,32,Amta - II/ZP-32,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,4
West Bengal,2018,Howrah,Amta-II,33,Amta - II/ZP-33,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,4
West Bengal,2018,Howrah,Amta-II,34,Amta - II/ZP-34,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,4
West Bengal,2018,Howrah,Udaynarayanpur,35,Udaynarayanpur/ZP-35,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,4
West Bengal,2018,Howrah,Udaynarayanpur,36,Udaynarayanpur/ZP-36,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,4
West Bengal,2018,Howrah,Udaynarayanpur,37,Udaynarayanpur/ZP-37,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,4
West Bengal,2018,Howrah,Bally-Jagacha,38,Bally-Jagacha/ZP-38,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,4
West Bengal,2018,Howrah,Bally-Jagacha,39,Bally-Jagacha/ZP-39,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,4
West Bengal,2018,Howrah,Bally-Jagacha,40,Bally-Jagacha/ZP-40,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1681-SEC-Gazette Notification-Delimitation and reservation-Howrah.pdf,4
West Bengal,2018,Hooghly,Serampore-Uttarpara,1,Serampore-Uttarpara/ZP-1,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,1
West Bengal,2018,Hooghly,Serampore-Uttarpara,2,Serampore-Uttarpara/ZP-2,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,1
West Bengal,2018,Hooghly,Singur,3,Singur/ZP-3,zp_member,zilla parishad member,BC Woman,BC,1,BC WOMEN,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Singur,4,Singur/ZP-4,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Singur,5,Singur/ZP-5,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Chanditala-II,6,Chanditala-II/ZP-6,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Chanditala-II,7,Chanditala-II/ZP-7,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Polba-Dadpur,8,Polba-Dadpur/ZP-8,zp_member,zilla parishad member,Other than Woman,NONE,0,,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Polba-Dadpur,9,Polba-Dadpur/ZP-9,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Polba-Dadpur,10,Polba-Dadpur/ZP-10,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Chinsurah-Mogra,11,Chinsurah-Mogra/ZP-11,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Chinsurah-Mogra,12,Chinsurah-Mogra/ZP-12,zp_member,zilla parishad member,BC Other than Woman,BC,0,BC,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Chinsurah-Mogra,13,Chinsurah-Mogra/ZP-13,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Balagarh,14,Balagarh/ZP-14,zp_member,zilla parishad member,SC Woman,SC,1,SC WOMEN,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Balagarh,15,Balagarh/ZP-15,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Balagarh,16,Balagarh/ZP-16,zp_member,zilla parishad member,SC Other than Woman,SC,0,SC,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,2
West Bengal,2018,Hooghly,Pandua,17,Pandua/ZP-17,zp_member,zilla parishad member,Woman,NONE,1,WOMEN,,latin,data/wb/2018/1682-SEC-Gazette Notification-Delimitation and reservation-Hooghly.pdf,3
